,geo,year,siec,fuel,unit,GFC_ELC,GEP_RED,electricity_consumption,GHP_RED,FC_IND_OTH_E,GFC_HEAT_CL_E,heat_consumption,FC_TRA_OTH_E_RED,FC_TRA_RAIL_E_RED,FC_TRA_ROAD_E_RED,GFC_TRA_E_NMULTI,GFC_TRA_E_MULTI,transport_consumption,all_sectors_consumption
1774,IE,2014,TOTAL,Total,TJ,"100645,398",,"100645,398",,,"177290,25534","177290,25534",,,,"156670,516548","156723,563304","156670,516548","434606,169888"
1775,IE,2014,W6210,Renewable municipal waste,TJ,,"260,7624","260,7624","0,0","1092,54546",,"1092,54546",,,,,,,"1353,30786"
1776,IE,2015,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"708,1632","708,1632","0,0","8085,96684",,"8085,96684",,,,,,,"8794,13004"
1777,IE,2015,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","5364,6305760000005",,,"5364,6305760000005","5364,6305760000005"
1778,IE,2015,R5300,Biogases,TJ,,"737,2476","737,2476","0,0","370,1549880000001",,"370,1549880000001","0,0","0,0","0,0",,,"0,0","1107,4025880000002"
1779,IE,2015,RA000,Renewables and biofuels,TJ,,"26449,757999999998","26449,757999999998",,,"11368,920456000002","11368,920456000002",,,,"5406,917256","9551,263104","5406,917256","43225,595711999995"
1780,IE,2015,TOTAL,Total,TJ,"103593,21120000002",,"103593,21120000002",,,"186592,36197600001","186592,36197600001",,,,"157484,011788","157543,506216","157484,011788","447669,5849640001"
1781,IE,2015,W6210,Renewable municipal waste,TJ,,"277,5024","277,5024","0,0","1303,5601800000002",,"1303,5601800000002",,,,,,,"1581,06258"
1782,IE,2016,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"1423,7172","1423,7172","0,0","7973,718732000001",,"7973,718732000001",,,,,,,"9397,435932"
1783,IE,2016,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","4960,604376",,,"4960,604376","4960,604376"
1784,IE,2016,R5300,Biogases,TJ,,"748,6812000000001","748,6812000000001","0,0","389,665476",,"389,665476","0,0","0,0","0,0",,,"0,0","1138,3466760000001"
1785,IE,2016,RA000,Renewables and biofuels,TJ,,"28515,265199999994","28515,265199999994",,,"11811,130272000004","11811,130272000004",,,,"5010,929712","8686,437696","5010,929712","45337,325184"
1786,IE,2016,TOTAL,Total,TJ,"106233,3468",,"106233,3468",,,"187695,45817200004","187695,45817200004",,,,"168321,124908","168390,207108","168321,124908","462249,92988000007"
1787,IE,2016,W6210,Renewable municipal waste,TJ,,"272,77919999999995","272,77919999999995","0,0","1589,058072",,"1589,058072",,,,,,,"1861,837272"
1788,IE,2017,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"1373,0724","1373,0724","0,0","8242,553160000001",,"8242,553160000001",,,,,,,"9615,62556"
1789,IE,2017,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","6725,717388",,,"6725,717388","6725,717388"
1790,IE,2017,R5300,Biogases,TJ,,"722,682","722,682","0,0","407,836188",,"407,836188","0,0","0,0","0,0",,,"0,0","1130,518188"
1791,IE,2017,RA000,Renewables and biofuels,TJ,,"32493,618","32493,618",,,"12510,535212000003","12510,535212000003",,,,"6781,276224","12376,432008","6781,276224","51785,429436"
1792,IE,2017,TOTAL,Total,TJ,"107966,9088",,"107966,9088",,,"187863,516324","187863,516324",,,,"166245,644412","166317,61550400002","166245,644412","462076,069536"
1793,IE,2017,W6210,Renewable municipal waste,TJ,,"542,682","542,682","0,0","1700,5944240000001",,"1700,5944240000001",,,,,,,"2243,276424"
1794,IE,2018,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"1187,316","1187,316","0,0","8432,131464",,"8432,131464",,,,,,,"9619,447464"
1795,IE,2018,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","6457,72032",,,"6457,72032","6457,72032"
1796,IE,2018,R5300,Biogases,TJ,,"662,7312000000001","662,7312000000001","0,0","409,42717200000004",,"409,42717200000004","0,0","0,0","0,0",,,"0,0","1072,158372"
1797,IE,2018,RA000,Renewables and biofuels,TJ,,"36940,176","36940,176",,,"12966,059052000002","12966,059052000002",,,,"6523,369344","12081,513816","6523,369344","56429,604396"
1798,IE,2018,TOTAL,Total,TJ,"111126,55320000001",,"111126,55320000001",,,"200333,941992","200333,941992",,,,"168482,442312","168561,740304","168482,442312","479942,93750400003"
1799,IE,2018,W6210,Renewable municipal waste,TJ,,"1188,5616","1188,5616","0,0","1704,0694680000001",,"1704,0694680000001",,,,,,,"2892,631068"
1800,IS,2004,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1801,IS,2004,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
1802,IS,2004,R5300,Biogases,TJ,,"8,1504","8,1504","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","8,1504"
1803,IS,2004,RA000,Renewables and biofuels,TJ,,"28915,761600000005","28915,761600000005",,,"22555,003356","22555,003356",,,,"0,0","0,0","0,0","51470,764956000006"
1804,IS,2004,TOTAL,Total,TJ,"31042,8",,"31042,8",,,"43090,629336000005","43090,629336000005",,,,"9117,301284000001","9117,301284000001","9117,301284000001","83250,73062"
1805,IS,2004,W6210,Renewable municipal waste,TJ,,"0,0","0,0","28,009692000000005","0,0",,"28,009692000000005",,,,,,,"28,009692000000005"
1806,IS,2005,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1807,IS,2005,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
1808,IS,2005,R5300,Biogases,TJ,,"15,174","15,174","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","15,174"
1809,IS,2005,RA000,Renewables and biofuels,TJ,,"29683,515600000002","29683,515600000002",,,"23061,982968","23061,982968",,,,"0,0","0,0","0,0","52745,498567999995"
1810,IS,2005,TOTAL,Total,TJ,"31269,600000000002",,"31269,600000000002",,,"42925,753152","42925,753152",,,,"9117,301284000001","9117,301284000001","9117,301284000001","83312,654436"
1811,IS,2005,W6210,Renewable municipal waste,TJ,,"0,0","0,0","28,009692000000005","0,0",,"28,009692000000005",,,,,,,"28,009692000000005"
1812,IS,2006,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1813,IS,2006,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
1814,IS,2006,R5300,Biogases,TJ,,"3,6144","3,6144","0,0","0,0",,"0,0","0,0","0,0","0,0",,,"0,0","3,6144"
1815,IS,2006,RA000,Renewables and biofuels,TJ,,"33423,318","33423,318",,,"23363,013888","23363,013888",,,,"0,0","0,0","0,0","56786,331888"
1816,IS,2006,TOTAL,Total,TJ,"35748,0",,"35748,0",,,"40848,639804000006","40848,639804000006",,,,"11912,28336","11912,28336","11912,28336","88508,92316399999"
1817,IS,2006,W6210,Renewable municipal waste,TJ,,"3,5676","3,5676","28,009692000000005","0,0",,"28,009692000000005",,,,,,,"31,577292000000007"
1818,IS,2007,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1819,IS,2007,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
1820,IS,2007,R5300,Biogases,TJ,,"0,6588","0,6588","0,0","0,0",,"0,0","0,0","0,0","8,79228",,,"8,79228","9,451080000000001"
1821,IS,2007,RA000,Renewables and biofuels,TJ,,"49024,4148","49024,4148",,,"24275,987496","24275,987496",,,,"8,79228","8,79228","8,79228","73309,194576"
1822,IS,2007,TOTAL,Total,TJ,"43117,200000000004",,"43117,200000000004",,,"41487,964164000005","41487,964164000005",,,,"12566,094048","12566,094048","12566,094048","97171,25821200002"
1823,IS,2007,W6210,Renewable municipal waste,TJ,,"2,0196","2,0196","20,012904","0,0",,"20,012904",,,,,,,"22,032504"
1824,IS,2008,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1825,IS,2008,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
1826,IS,2008,R5300,Biogases,TJ,,"0,5616","0,5616","0,0","0,0",,"0,0","0,0","0,0","12,97908",,,"12,97908","13,54068"
1827,IS,2008,RA000,Renewables and biofuels,TJ,,"53854,938","53854,938",,,"25286,011128000002","25286,011128000002",,,,"12,97908","12,97908","12,97908","79153,928208"
1828,IS,2008,TOTAL,Total,TJ,"59281,200000000004",,"59281,200000000004",,,"40810,498056000004","40810,498056000004",,,,"12183,294924","12183,294924","12183,294924","112274,99298000001"
1829,IS,2008,W6210,Renewable municipal waste,TJ,,"1,1088","1,1088","16,998408","0,0",,"16,998408",,,,,,,"18,107208000000004"
1830,IS,2009,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1831,IS,2009,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
1832,IS,2009,R5300,Biogases,TJ,,"1,7244000000000002","1,7244000000000002","0,0","0,0",,"0,0","0,0","0,0","15,90984",,,"15,90984","17,634240000000002"
1833,IS,2009,RA000,Renewables and biofuels,TJ,,"56275,7076","56275,7076",,,"25321,012775999992","25321,012775999992",,,,"15,90984","15,90984","15,90984","81612,63021599999"
1834,IS,2009,TOTAL,Total,TJ,"60602,4",,"60602,4",,,"40780,353096000006","40780,353096000006",,,,"11885,194764","11885,194764","11885,194764","113267,94786"
1835,IS,2009,W6210,Renewable municipal waste,TJ,,"0,18000000000000002","0,18000000000000002","13,020948","0,0",,"13,020948",,,,,,,"13,200948000000002"
1836,IS,2010,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1837,IS,2010,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
1838,IS,2010,R5300,Biogases,TJ,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","22,190040000000003",,,"22,190040000000003","22,190040000000003"
1839,IS,2010,RA000,Renewables and biofuels,TJ,,"56756,574","56756,574",,,"25111,002888","25111,002888",,,,"22,190040000000003","22,190040000000003","22,190040000000003","81889,766928"
1840,IS,2010,TOTAL,Total,TJ,"61412,4",,"61412,4",,,"39310,786296000006","39310,786296000006",,,,"11332,495296000001","11332,495296000001","11332,495296000001","112055,681592"
1841,IS,2010,W6210,Renewable municipal waste,TJ,,"0,0","0,0","13,983912000000002","0,0",,"13,983912000000002",,,,,,,"13,983912000000002"
1842,IS,2011,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1843,IS,2011,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
1844,IS,2011,R5300,Biogases,TJ,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","48,148199999999996",,,"48,148199999999996","48,148199999999996"
1845,IS,2011,RA000,Renewables and biofuels,TJ,,"58189,082399999985","58189,082399999985",,,"25227,019115999992","25227,019115999992",,,,"48,148199999999996","96,29639999999999","48,148199999999996","83464,24971599999"
1846,IS,2011,TOTAL,Total,TJ,"61959,6",,"61959,6",,,"38725,094844","38725,094844",,,,"11013,168060000002","11013,168060000002","11013,168060000002","111697,862904"
1847,IS,2011,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1848,IS,2012,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1849,IS,2012,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
1850,IS,2012,R5300,Biogases,TJ,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","72,85032",,,"72,85032","72,85032"
1851,IS,2012,RA000,Renewables and biofuels,TJ,,"60284,28960000001","60284,28960000001",,,"26657,020656","26657,020656",,,,"76,157892","149,00821200000001","76,157892","87017,468148"
1852,IS,2012,TOTAL,Total,TJ,"63176,4",,"63176,4",,,"41316,096024","41316,096024",,,,"10912,433652000002","10912,433652000002","10912,433652000002","115404,92967600001"
1853,IS,2012,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1854,IS,2013,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","440,91190800000004",,"440,91190800000004",,,,,,,"440,91190800000004"
1855,IS,2013,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","87,08544",,,"87,08544","87,08544"
1856,IS,2013,R5300,Biogases,TJ,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","71,1756",,,"71,1756","71,1756"
1857,IS,2013,RA000,Renewables and biofuels,TJ,,"63077,6592","63077,6592",,,"25995,883068","25995,883068",,,,"165,04365600000003","236,21925600000003","165,04365600000003","89238,585924"
1858,IS,2013,TOTAL,Total,TJ,"65217,59999999999",,"65217,59999999999",,,"43772,40784800001","43772,40784800001",,,,"11173,480632","11173,480632","11173,480632","120163,48847999999"
1859,IS,2013,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1860,IS,2014,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","429,39820799999995",,"429,39820799999995",,,,,,,"429,39820799999995"
1861,IS,2014,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","87,08544",,,"87,08544","87,08544"
1862,IS,2014,R5300,Biogases,TJ,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","100,90188",,,"100,90188","100,90188"
1863,IS,2014,RA000,Renewables and biofuels,TJ,,"63326,88719999999","63326,88719999999",,,"26415,400427999994","26415,400427999994",,,,"205,446276","321,21129600000006","205,446276","89947,733904"
1864,IS,2014,TOTAL,Total,TJ,"65242,8",,"65242,8",,,"45169,166196","45169,166196",,,,"10957,567356","10957,567356","10957,567356","121369,533552"
1865,IS,2014,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1866,IS,2015,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","454,812084",,"454,812084",,,,,,,"454,812084"
1867,IS,2015,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","577,35972",,,"577,35972","577,35972"
1868,IS,2015,R5300,Biogases,TJ,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","69,0822",,,"69,0822","69,0822"
1869,IS,2015,RA000,Renewables and biofuels,TJ,,"63013,5252","63013,5252",,,"29742,81786","29742,81786",,,,"653,1408","748,9347839999998","653,1408","93409,48386000001"
1870,IS,2015,TOTAL,Total,TJ,"67676,40000000001",,"67676,40000000001",,,"46708,275744","46708,275744",,,,"12135,649140000001","12135,649140000001","12135,649140000001","126520,324884"
1871,IS,2015,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1872,IS,2016,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","464,986008",,"464,986008",,,,,,,"464,986008"
1873,IS,2016,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","614,62224",,,"614,62224","614,62224"
1874,IS,2016,R5300,Biogases,TJ,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","71,1756",,,"71,1756","71,1756"
1875,IS,2016,RA000,Renewables and biofuels,TJ,,"63647,7192","63647,7192",,,"31105,788732","31105,788732",,,,"700,326036","829,656288","700,326036","95453,83396799999"
1876,IS,2016,TOTAL,Total,TJ,"66780,0",,"66780,0",,,"48703,36968","48703,36968",,,,"13213,750140000002","13213,750140000002","13213,750140000002","128697,11982"
1877,IS,2016,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1878,IS,2017,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","680,1875279999999",,"680,1875279999999",,,,,,,"680,1875279999999"
1879,IS,2017,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","695,0088000000001",,,"695,0088000000001","695,0088000000001"
1880,IS,2017,R5300,Biogases,TJ,,"0,0","0,0","0,0","0,0",,"0,0","0,0","0,0","79,5492",,,"79,5492","79,5492"
1881,IS,2017,RA000,Renewables and biofuels,TJ,,"64671,20280000001","64671,20280000001",,,"33252,6123","33252,6123",,,,"804,619224","1004,455188","804,619224","98728,434324"
1882,IS,2017,TOTAL,Total,TJ,"69258,7188",,"69258,7188",,,"48230,763696","48230,763696",,,,"14377,303728","14377,303728","14377,303728","131866,786224"
1883,IS,2017,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1884,IS,2018,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","901,878588",,"901,878588",,,,,,,"901,878588"
1885,IS,2018,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","837,36",,,"837,36","837,36"
1886,IS,2018,R5300,Biogases,TJ,,"0,0","0,0","0,0","2,2608720000000004",,"2,2608720000000004","0,0","0,0","74,94372",,,"74,94372","77,204592"
1887,IS,2018,RA000,Renewables and biofuels,TJ,,"70314,0408","70314,0408",,,"37145,038392","37145,038392",,,,"961,875432","1235,189736","961,875432","108420,954624"
1888,IS,2018,TOTAL,Total,TJ,"71387,136",,"71387,136",,,"55652,997132000004","55652,997132000004",,,,"14502,23784","14502,23784","14502,23784","141542,370972"
1889,IS,2018,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
1890,IT,2004,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"6885,601199999999","6885,601199999999","3490,9957080000004","101031,000912",,"104521,99661999999",,,,,,,"111407,59781999998"
1891,IT,2004,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","10582,011396000002",,,"10582,011396000002","10582,011396000002"
1892,IT,2004,R5300,Biogases,TJ,,"4212,8712","4212,8712","1081,9947240000001","0,0",,"1081,9947240000001","0,0","0,0","0,0",,,"0,0","5294,865924"
1893,IT,2004,RA000,Renewables and biofuels,TJ,,"197715,5928","197715,5928",,,"155155,439232","155155,439232",,,,"16142,62608","20024,710776","16142,62608","369013,65811200003"
1894,IT,2004,TOTAL,Total,TJ,"1229082,7572",,"1229082,7572",,,"2715720,760368","2715720,760368",,,,"1646741,206584","1650623,29128","1646741,206584","5591544,724152001"
1895,IT,2004,W6210,Renewable municipal waste,TJ,,"4096,584000000001","4096,584000000001","2315,007324","0,0",,"2315,007324",,,,,,,"6411,591324000001"
1896,IT,2005,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"7800,6852","7800,6852","3887,988084","170512,998444",,"174400,986528",,,,,,,"182201,67172800002"
1897,IT,2005,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","7400,001527999998",,,"7400,001527999998","7400,001527999998"
1898,IT,2005,R5300,Biogases,TJ,,"4312,4976000000015","4312,4976000000015","1084,004388","0,0",,"1084,004388","0,0","0,0","0,0",,,"0,0","5396,501988000001"
1899,IT,2005,RA000,Renewables and biofuels,TJ,,"202940,1072","202940,1072",,,"235594,50170400002","235594,50170400002",,,,"13143,62124","17119,532124","13143,62124","451678,2301440001"
1900,IT,2005,TOTAL,Total,TJ,"1245581,0387999997",,"1245581,0387999997",,,"2865099,504168","2865099,504168",,,,"1629216,8109000002","1633192,6799160002","1629216,8109000002","5739897,353867999"
1901,IT,2005,W6210,Renewable municipal waste,TJ,,"4714,4844","4714,4844","3002,0193360000003","0,0",,"3002,0193360000003",,,,,,,"7716,503736000001"
1902,IT,2006,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"8324,1288","8324,1288","3383,9811000000004","201807,988668",,"205191,96976799998",,,,,,,"213516,098568"
1903,IT,2006,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","6659,984628",,,"6659,984628","6659,984628"
1904,IT,2006,R5300,Biogases,TJ,,"4810,6404","4810,6404","1106,9899200000002","0,0",,"1106,9899200000002","0,0","0,0","0,0",,,"0,0","5917,63032"
1905,IT,2006,RA000,Renewables and biofuels,TJ,,"202206,7548","202206,7548",,,"278169,56848799996","278169,56848799996",,,,"12577,942692000004","16379,222148","12577,942692000004","492954,26597999997"
1906,IT,2006,TOTAL,Total,TJ,"1269634,7196",,"1269634,7196",,,"2755923,125724","2755923,125724",,,,"1642634,416332","1646435,695788","1642634,416332","5668192,261656"
1907,IT,2006,W6210,Renewable municipal waste,TJ,,"5249,826","5249,826","4327,015932","0,0",,"4327,015932",,,,,,,"9576,841932"
1908,IT,2007,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"8271,1476","8271,1476","3390,010092","276482,99984400003",,"279873,00993600005",,,,,,,"288144,1575360001"
1909,IT,2007,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","5845,986972",,,"5845,986972","5845,986972"
1910,IT,2007,R5300,Biogases,TJ,,"5209,916399999999","5209,916399999999","689,98464","0,0",,"689,98464","0,0","0,0","0,0",,,"0,0","5899,90104"
1911,IT,2007,RA000,Renewables and biofuels,TJ,,"203606,7264","203606,7264",,,"361147,29714","361147,29714",,,,"11988,524988000001","15892,25544","11988,524988000001","576742,548528"
1912,IT,2007,TOTAL,Total,TJ,"1276215,2172",,"1276215,2172",,,"2708382,556008","2708382,556008",,,,"1644807,4074000001","1648711,137852","1644807,4074000001","5629405,180608001"
1913,IT,2007,W6210,Renewable municipal waste,TJ,,"5444,8344","5444,8344","2779,993332","0,0",,"2779,993332",,,,,,,"8224,827732"
1914,IT,2008,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"9885,988800000001","9885,988800000001","3620,9958480000005","330972,987672",,"334593,98352",,,,,,,"344479,97232"
1915,IT,2008,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","30505,987764000005",,,"30505,987764000005","30505,987764000005"
1916,IT,2008,R5300,Biogases,TJ,,"5758,246800000001","5758,246800000001","685,0023480000001","0,0",,"685,0023480000001","0,0","0,0","0,0",,,"0,0","6443,249148"
1917,IT,2008,RA000,Renewables and biofuels,TJ,,"211865,24519999998","211865,24519999998",,,"425326,042584","425326,042584",,,,"37096,513380000004","41241,822192","37096,513380000004","674287,801164"
1918,IT,2008,TOTAL,Total,TJ,"1272823,056",,"1272823,056",,,"2777883,477876","2777883,477876",,,,"1572170,40486","1576315,7136720002","1572170,40486","5622876,938736001"
1919,IT,2008,W6210,Renewable municipal waste,TJ,,"5602,194","5602,194","3090,988836","0,0",,"3090,988836",,,,,,,"8693,182836"
1920,IT,2009,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"10179,608400000003","10179,608400000003","2534,981796","323415,981144",,"325950,96294",,,,,,,"336130,57134"
1921,IT,2009,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","47901,890556",,,"47901,890556","47901,890556"
1922,IT,2009,R5300,Biogases,TJ,,"5994,216","5994,216","813,997656","0,0",,"813,997656","0,0","0,0","0,0",,,"0,0","6808,213656000001"
1923,IT,2009,RA000,Renewables and biofuels,TJ,,"225661,8816","225661,8816",,,"426113,6215320001","426113,6215320001",,,,"54599,64012","60442,905672","54599,64012","706375,143252"
1924,IT,2009,TOTAL,Total,TJ,"1199856,5352",,"1199856,5352",,,"2593391,968404","2593391,968404",,,,"1507209,90012","1511462,181672","1507209,90012","5300458,403724"
1925,IT,2009,W6210,Renewable municipal waste,TJ,,"5818,2084","5818,2084","2340,00252","0,0",,"2340,00252",,,,,,,"8158,210920000001"
1926,IT,2010,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"8139,222000000001","8139,222000000001","6156,019512","307126,984536",,"313283,004048",,,,,,,"321422,226048"
1927,IT,2010,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","59434,431156000006",,,"59434,431156000006","59434,431156000006"
1928,IT,2010,R5300,Biogases,TJ,,"7394,9184","7394,9184","1028,9898360000002","49,990392",,"1078,9802280000001","0,0","0,0","1,0048320000000002",,,"1,0048320000000002","8474,90346"
1929,IT,2010,RA000,Renewables and biofuels,TJ,,"248035,77360000001","248035,77360000001",,,"419434,46136","419434,46136",,,,"66562,039476","72907,30234800001","66562,039476","734032,2744360002"
1930,IT,2010,TOTAL,Total,TJ,"1234561,5504",,"1234561,5504",,,"2681453,2677479996","2681453,2677479996",,,,"1478582,0271","1483173,2719800002","1478582,0271","5394596,845248"
1931,IT,2010,W6210,Renewable municipal waste,TJ,,"7367,950800000001","7367,950800000001","2583,0043920000003","0,0",,"2583,0043920000003",,,,,,,"9950,955192000001"
1932,IT,2011,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"9079,725600000002","9079,725600000002","10297,01592","201409,99146000002",,"211707,00738",,,,,,,"220786,73298"
1933,IT,2011,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","58636,259604",,,"58636,259604","58636,259604"
1934,IT,2011,R5300,Biogases,TJ,,"12256,9776","12256,9776","13695,985764000001","131,004972",,"13826,990736000002","0,0","0,0","1,0048320000000002",,,"1,0048320000000002","26084,973168"
1935,IT,2011,RA000,Renewables and biofuels,TJ,,"293616,576","293616,576",,,"339178,9482","339178,9482",,,,"66675,29241600003","74728,22540399998","66675,29241600003","699470,816616"
1936,IT,2011,TOTAL,Total,TJ,"1246966,9956",,"1246966,9956",,,"2454542,48232","2454542,48232",,,,"1471564,029204","1476812,936628","1471564,029204","5173073,507123999"
1937,IT,2011,W6210,Renewable municipal waste,TJ,,"7948,9224","7948,9224","3581,0119080000004","0,0",,"3581,0119080000004",,,,,,,"11529,934308"
1938,IT,2012,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"9296,449200000001","9296,449200000001","14451,99624","286839,00777599995",,"301291,00401599996",,,,,,,"310587,45321599994"
1939,IT,2012,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","57292,96669200001",,,"57292,96669200001","57292,96669200001"
1940,IT,2012,R5300,Biogases,TJ,,"16631,5788","16631,5788","5811,990156000001","1859,9859",,"7671,976056000001","0,0","0,0","1,0048320000000002",,,"1,0048320000000002","24304,559688"
1941,IT,2012,RA000,Renewables and biofuels,TJ,,"336016,8108","336016,8108",,,"428158,831464","428158,831464",,,,"65431,561608","85348,29481200001","65431,561608","829607,203872"
1942,IT,2012,TOTAL,Total,TJ,"1225443,2148",,"1225443,2148",,,"2521024,763256","2521024,763256",,,,"1381043,3616720003","1386561,1453920002","1381043,3616720003","5127511,339728001"
1943,IT,2012,W6210,Renewable municipal waste,TJ,,"7787,365200000001","7787,365200000001","2970,995148","0,0",,"2970,995148",,,,,,,"10758,360348000002"
1944,IT,2013,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"13243,716","13243,716","21663,00561599999","287442,99554400006",,"309106,00116000004",,,,,,,"322349,71716000006"
1945,IT,2013,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","52429,621680000004",,,"52429,621680000004","52429,621680000004"
1946,IT,2013,R5300,Biogases,TJ,,"26811,622800000005","26811,622800000005","8417,017116","1865,01006",,"10282,027176","0,0","0,0","1,0048320000000002",,,"1,0048320000000002","37094,65480800001"
1947,IT,2013,RA000,Renewables and biofuels,TJ,,"371922,49799999996","371922,49799999996",,,"443932,851672","443932,851672",,,,"61476,291648000006","72896,626008","61476,291648000006","877331,6413199999"
