,geo,year,siec,fuel,unit,GFC_ELC,GEP_RED,electricity_consumption,GHP_RED,FC_IND_OTH_E,GFC_HEAT_CL_E,heat_consumption,FC_TRA_OTH_E_RED,FC_TRA_RAIL_E_RED,FC_TRA_ROAD_E_RED,GFC_TRA_E_NMULTI,GFC_TRA_E_MULTI,transport_consumption,all_sectors_consumption
501,CY,2012,RA000,Renewables and biofuels,TJ,,"836,6508","836,6508",,,"3892,0074120000004","3892,0074120000004",,,,"0,0","0,0","0,0","4728,658212"
502,CY,2012,TOTAL,Total,TJ,"16981,2828",,"16981,2828",,,"17823,877488000002","17823,877488000002",,,,"28357,991892","28357,991892","28357,991892","63163,152180000005"
503,CY,2012,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","88,006536",,"88,006536",,,,,,,"88,006536"
504,CY,2013,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","396,992376",,"396,992376",,,,,,,"396,992376"
505,CY,2013,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","628,982964",,,"628,982964","628,982964"
506,CY,2013,R5300,Biogases,TJ,,"175,91039999999998","175,91039999999998","41,993604","177,017904",,"219,011508","0,0","0,0","0,0",,,"0,0","394,921908"
507,CY,2013,RA000,Renewables and biofuels,TJ,,"1027,6596000000002","1027,6596000000002",,,"3932,996184","3932,996184",,,,"213,94548000000003","288,05184","213,94548000000003","5174,601264000001"
508,CY,2013,TOTAL,Total,TJ,"15444,522000000003",,"15444,522000000003",,,"17389,329516","17389,329516",,,,"25568,996940000005","25568,996940000005","25568,996940000005","58402,84845600001"
509,CY,2013,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","150,013044",,"150,013044",,,,,,,"150,013044"
510,CY,2014,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","466,99567200000007",,"466,99567200000007",,,,,,,"466,99567200000007"
511,CY,2014,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","406,998828",,,"406,998828","406,998828"
512,CY,2014,R5300,Biogases,TJ,,"181,7352","181,7352","45,0081","184,00986",,"229,01796","0,0","0,0","0,0",,,"0,0","410,75316"
513,CY,2014,RA000,Renewables and biofuels,TJ,,"1158,75","1158,75",,,"4071,997944","4071,997944",,,,"406,95696000000004","661,93308","406,95696000000004","5637,704904"
514,CY,2014,TOTAL,Total,TJ,"15661,583999999999",,"15661,583999999999",,,"18289,61712","18289,61712",,,,"24701,994396","24701,994396","24701,994396","58653,19551599999"
515,CY,2014,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","160,98246",,"160,98246",,,,,,,"160,98246"
516,CY,2015,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","720,003996",,"720,003996",,,,,,,"720,003996"
517,CY,2015,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","406,95696000000004",,,"406,95696000000004","406,95696000000004"
518,CY,2015,R5300,Biogases,TJ,,"184,4496","184,4496","50,995224","162,992124",,"213,987348","0,0","0,0","0,0",,,"0,0","398,43694800000003"
519,CY,2015,RA000,Renewables and biofuels,TJ,,"1378,656","1378,656",,,"4548,497652","4548,497652",,,,"395,6526","645,60456","395,6526","6322,806251999999"
520,CY,2015,TOTAL,Total,TJ,"16324,257599999999",,"16324,257599999999",,,"18847,885032","18847,885032",,,,"25604,961552","25604,961552","25604,961552","60777,104183999996"
521,CY,2015,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","324,979416",,"324,979416",,,,,,,"324,979416"
522,CY,2016,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","657,997488",,"657,997488",,,,,,,"657,997488"
523,CY,2016,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","370,11312000000004",,,"370,11312000000004","370,11312000000004"
524,CY,2016,R5300,Biogases,TJ,,"187,2756","187,2756","49,990392","178,98570000000004",,"228,97609200000002","0,0","0,0","0,0",,,"0,0","416,25169200000005"
525,CY,2016,RA000,Renewables and biofuels,TJ,,"1510,9344000000003","1510,9344000000003",,,"4708,517148","4708,517148",,,,"367,60104","724,3164","367,60104","6587,0525880000005"
526,CY,2016,TOTAL,Total,TJ,"17595,4968",,"17595,4968",,,"19187,141436","19187,141436",,,,"26944,109532000002","26944,109532000002","26944,109532000002","63726,747768"
527,CY,2016,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","427,011732",,"427,011732",,,,,,,"427,011732"
528,CY,2017,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","865,579032",,"865,579032",,,,,,,"865,579032"
529,CY,2017,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","358,80876",,,"358,80876","358,80876"
530,CY,2017,R5300,Biogases,TJ,,"186,3","186,3","53,884116","181,20470400000002",,"235,08882000000003","0,0","0,0","0,0",,,"0,0","421,38882"
531,CY,2017,RA000,Renewables and biofuels,TJ,,"1605,3732","1605,3732",,,"5320,920384","5320,920384",,,,"358,80876","717,61752","358,80876","7285,102344"
532,CY,2017,TOTAL,Total,TJ,"18015,714",,"18015,714",,,"20362,124988","20362,124988",,,,"27745,923600000002","27745,923600000002","27745,923600000002","66123,76258800001"
533,CY,2017,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","751,991148",,"751,991148",,,,,,,"751,991148"
534,CY,2018,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"0,0","0,0","0,0","889,7368680000001",,"889,7368680000001",,,,,,,"889,7368680000001"
535,CY,2018,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","374,7186",,,"374,7186","374,7186"
536,CY,2018,R5300,Biogases,TJ,,"204,82559999999998","204,82559999999998","53,842248000000005","206,40924",,"260,251488","0,0","0,0","0,0",,,"0,0","465,077088"
537,CY,2018,RA000,Renewables and biofuels,TJ,,"1704,6144000000002","1704,6144000000002",,,"7707,563856000001","7707,563856000001",,,,"374,7186","749,4372","374,7186","9786,896856000001"
538,CY,2018,TOTAL,Total,TJ,"18218,0412",,"18218,0412",,,"20969,629668","20969,629668",,,,"27900,960804000002","27900,960804000002","27900,960804000002","67088,631672"
539,CY,2018,W6210,Renewable municipal waste,TJ,,"0,0","0,0","0,0","1156,729104",,"1156,729104",,,,,,,"1156,729104"
540,CZ,2004,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"2032,3655999999994","2032,3655999999994","6080,992056000002","60334,00700400001",,"66414,99906",,,,,,,"68447,36466"
541,CZ,2004,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
542,CZ,2004,R5300,Biogases,TJ,,"499,6583999999999","499,6583999999999","105,00494400000001","968,992992",,"1073,997936","0,0","0,0","0,0",,,"0,0","1573,6563359999998"
543,CZ,2004,RA000,Renewables and biofuels,TJ,,"9049,165200000001","9049,165200000001",,,"70058,10121200001","70058,10121200001",,,,"1035,228168","2662,930404","1035,228168","80142,49458"
544,CZ,2004,TOTAL,Total,TJ,"245061,36000000002",,"245061,36000000002",,,"706216,9892040001","706216,9892040001",,,,"219977,5702320001","221442,9921","219977,5702320001","1171255,919436"
545,CZ,2004,W6210,Renewable municipal waste,TJ,,"36,1116","36,1116","1518,008076","522,010224",,"2040,0183",,,,,,,"2076,1299"
546,CZ,2005,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"2016,9071999999999","2016,9071999999999","2194,008804","67095,98208",,"69289,990884",,,,,,,"71306,898084"
547,CZ,2005,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
548,CZ,2005,R5300,Biogases,TJ,,"579,0852","579,0852","102,99528000000001","867,002544",,"969,997824","0,0","0,0","0,0",,,"0,0","1549,083024"
549,CZ,2005,RA000,Renewables and biofuels,TJ,,"9434,998800000001","9434,998800000001",,,"72866,43918","72866,43918",,,,"1028,361816","2629,51974","1028,361816","83329,799796"
550,CZ,2005,TOTAL,Total,TJ,"249468,8688",,"249468,8688",,,"672193,545156","672193,545156",,,,"237907,58310000002","239353,28514","237907,58310000002","1159569,997056"
551,CZ,2005,W6210,Renewable municipal waste,TJ,,"38,2032","38,2032","1478,9871000000003","465,99084000000005",,"1944,9779400000002",,,,,,,"1983,1811400000001"
552,CZ,2006,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"2631,8376000000003","2631,8376000000003","1581,019416","69876,980244",,"71457,99966",,,,,,,"74089,83726"
553,CZ,2006,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
554,CZ,2006,R5300,Biogases,TJ,,"633,0132000000002","633,0132000000002","93,99366","1020,993048",,"1114,9867080000001","0,0","0,0","0,0",,,"0,0","1747,9999080000002"
555,CZ,2006,RA000,Renewables and biofuels,TJ,,"10473,087599999999","10473,087599999999",,,"75411,678636","75411,678636",,,,"1023,2539200000001","2614,6566000000003","1023,2539200000001","86908,02015600001"
556,CZ,2006,TOTAL,Total,TJ,"255684,23999999996",,"255684,23999999996",,,"671096,017404","671096,017404",,,,"242261,185212","243694,91300400003","242261,185212","1169041,442616"
557,CZ,2006,W6210,Renewable municipal waste,TJ,,"40,550399999999996","40,550399999999996","1523,9952","420,01977600000004",,"1944,0149760000002",,,,,,,"1984,565376"
558,CZ,2007,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"3485,0232","3485,0232","1677,9857040000002","72486,989496",,"74164,9752",,,,,,,"77649,9984"
559,CZ,2007,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
560,CZ,2007,R5300,Biogases,TJ,,"774,7992","774,7992","128,99530800000002","1080,9898920000003",,"1209,9852000000003","0,0","0,0","0,0",,,"0,0","1984,7844000000005"
561,CZ,2007,RA000,Renewables and biofuels,TJ,,"11912,6556","11912,6556",,,"78559,314876","78559,314876",,,,"1045,02528","2677,7516760000003","1045,02528","91516,995756"
562,CZ,2007,TOTAL,Total,TJ,"257800,28759999995",,"257800,28759999995",,,"635121,9013680001","635121,9013680001",,,,"253967,561748","255435,03514799994","253967,561748","1146889,750716"
563,CZ,2007,W6210,Renewable municipal waste,TJ,,"43,11000000000001","43,11000000000001","1555,019388","445,014972",,"2000,0343599999999",,,,,,,"2043,14436"
564,CZ,2008,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"4213,8972","4213,8972","1901,979504","74328,00919200001",,"76229,98869600001",,,,,,,"80443,885896"
565,CZ,2008,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","4603,009788",,,"4603,009788","4603,009788"
566,CZ,2008,R5300,Biogases,TJ,,"960,7248","960,7248","160,98246","1249,006176",,"1409,988636","0,0","0,0","0,0",,,"0,0","2370,713436"
567,CZ,2008,RA000,Renewables and biofuels,TJ,,"13399,794","13399,794",,,"81088,100208","81088,100208",,,,"5653,687248","7302,072276000001","5653,687248","100141,58145600001"
568,CZ,2008,TOTAL,Total,TJ,"258573,6",,"258573,6",,,"627591,815964","627591,815964",,,,"255409,37006400005","256885,09146000003","255409,37006400005","1141574,786028"
569,CZ,2008,W6210,Renewable municipal waste,TJ,,"42,0624","42,0624","1504,987128","461,008548",,"1965,9956759999998",,,,,,,"2008,0580759999998"
570,CZ,2009,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"5026,543200000002","5026,543200000002","2086,994196","78267,997332",,"80354,991528",,,,,,,"85381,534728"
571,CZ,2009,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","8155,0071720000005",,,"8155,0071720000005","8155,0071720000005"
572,CZ,2009,R5300,Biogases,TJ,,"1588,554","1588,554","175,00824","1565,988804",,"1740,997044","0,0","0,0","0,0",,,"0,0","3329,5510440000003"
573,CZ,2009,RA000,Renewables and biofuels,TJ,,"15611,598000000002","15611,598000000002",,,"85731,470748","85731,470748",,,,"9204,637932","10864,913472000002","9204,637932","110547,70668000002"
574,CZ,2009,TOTAL,Total,TJ,"244756,43999999997",,"244756,43999999997",,,"601097,996772","601097,996772",,,,"250471,165068","251956,013688","250471,165068","1096325,60184"
575,CZ,2009,W6210,Renewable municipal waste,TJ,,"39,3732","39,3732","1402,99668","350,01648",,"1753,01316",,,,,,,"1792,38636"
576,CZ,2010,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"5372,060399999999","5372,060399999999","2457,986544","80908,98890400001",,"83366,97544800001",,,,,,,"88739,035848"
577,CZ,2010,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","9682,016868",,,"9682,016868","9682,016868"
578,CZ,2010,R5300,Biogases,TJ,,"2284,7831999999994","2284,7831999999994","255,980952","2283,9831360000003",,"2539,964088","0,0","0,0","0,0",,,"0,0","4824,747288"
579,CZ,2010,RA000,Renewables and biofuels,TJ,,"19038,322800000005","19038,322800000005",,,"90214,612452","90214,612452",,,,"10770,417396","12488,931324000001","10770,417396","120023,352648"
580,CZ,2010,TOTAL,Total,TJ,"253310,02200000003",,"253310,02200000003",,,"639960,54426","639960,54426",,,,"237728,97421200003","239252,38326","237728,97421200003","1130999,5404720001"
581,CZ,2010,W6210,Renewable municipal waste,TJ,,"128,1096","128,1096","1058,0043600000001","880,9864560000001",,"1938,990816",,,,,,,"2067,100416"
582,CZ,2011,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"6064,4556","6064,4556","2987,9935560000004","82009,99170000001",,"84997,985256",,,,,,,"91062,44085600002"
583,CZ,2011,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","12565,005480000002",,,"12565,005480000002","12565,005480000002"
584,CZ,2011,R5300,Biogases,TJ,,"3343,3704000000002","3343,3704000000002","302,998716","2945,9999519999997",,"3248,9986679999997","0,0","0,0","0,0",,,"0,0","6592,369068"
585,CZ,2011,RA000,Renewables and biofuels,TJ,,"26634,5496","26634,5496",,,"93417,430716","93417,430716",,,,"1196,210628","3081,024252","1196,210628","121248,190944"
586,CZ,2011,TOTAL,Total,TJ,"251035,6932",,"251035,6932",,,"607101,867972","607101,867972",,,,"238034,40127200002","239713,64301600002","238034,40127200002","1096171,962444"
587,CZ,2011,W6210,Renewable municipal waste,TJ,,"324,684","324,684","1414,0079640000001","860,0105880000001",,"2274,0185520000005",,,,,,,"2598,702552"
588,CZ,2012,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"6542,4132","6542,4132","2943,9902880000004","85890,987828",,"88834,978116",,,,,,,"95377,391316"
589,CZ,2012,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","11525,004359999999",,,"11525,004359999999","11525,004359999999"
590,CZ,2012,R5300,Biogases,TJ,,"5283,6624","5283,6624","365,005224","4146,020568",,"4511,025792","0,0","0,0","0,0",,,"0,0","9794,688192"
591,CZ,2012,RA000,Renewables and biofuels,TJ,,"29218,165199999996","29218,165199999996",,,"99204,886224","99204,886224",,,,"12763,208592","14712,540804000002","12763,208592","141186,260016"
592,CZ,2012,TOTAL,Total,TJ,"250441,2864",,"250441,2864",,,"610430,792652","610430,792652",,,,"233712,995652","235450,601388","233712,995652","1094585,074704"
593,CZ,2012,W6210,Renewable municipal waste,TJ,,"312,06600000000003","312,06600000000003","1503,982296","858,0009239999999",,"2361,9832199999996",,,,,,,"2674,04922"
594,CZ,2013,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"6059,779200000002","6059,779200000002","5003,01666","90051,99714",,"95055,0138",,,,,,,"101114,79299999999"
595,CZ,2013,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","11601,999612000001",,,"11601,999612000001","11601,999612000001"
596,CZ,2013,R5300,Biogases,TJ,,"8256,9312","8256,9312","487,008576","5626,012500000001",,"6113,021076000001","0,0","0,0","0,0",,,"0,0","14369,952276000002"
597,CZ,2013,RA000,Renewables and biofuels,TJ,,"31804,862400000005","31804,862400000005",,,"107682,65380800002","107682,65380800002",,,,"12939,682212000002","15044,051628000001","12939,682212000002","152427,19842000003"
598,CZ,2013,TOTAL,Total,TJ,"248836,4352",,"248836,4352",,,"607969,4566680001","607969,4566680001",,,,"231560,77111200002","233439,974424","231560,77111200002","1088366,66298"
599,CZ,2013,W6210,Renewable municipal waste,TJ,,"301,8312000000001","301,8312000000001","1486,983888","950,989752",,"2437,97364",,,,,,,"2739,80484"
600,CZ,2014,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"7171,9848","7171,9848","5820,991776000001","91927,01365200001",,"97748,00542800002",,,,,,,"104919,99022800001"
601,CZ,2014,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","13261,982076",,,"13261,982076","13261,982076"
602,CZ,2014,R5300,Biogases,TJ,,"9300,1068","9300,1068","565,00866","5764,009428",,"6329,018088","0,0","0,0","0,0",,,"0,0","15629,124888"
603,CZ,2014,RA000,Renewables and biofuels,TJ,,"34401,5172","34401,5172",,,"111196,30010400001","111196,30010400001",,,,"14674,064112000005","16890,472296000004","14674,064112000005","160271,88141600002"
604,CZ,2014,TOTAL,Total,TJ,"247667,3064",,"247667,3064",,,"569229,331212","569229,331212",,,,"239422,99536000003","241403,89604400008","239422,99536000003","1056319,632972"
605,CZ,2014,W6210,Renewable municipal waste,TJ,,"316,602","316,602","1570,0081320000002","902,0041920000001",,"2472,0123240000003",,,,,,,"2788,6143240000006"
606,CZ,2015,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"7529,382","7529,382","6414,010128","94253,995224",,"100668,005352",,,,,,,"108197,387352"
607,CZ,2015,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","12413,987604",,,"12413,987604","12413,987604"
608,CZ,2015,R5300,Biogases,TJ,,"9399,4704","9399,4704","622,99584","5868,00954",,"6491,0053800000005","0,0","0,0","0,0",,,"0,0","15890,475779999999"
609,CZ,2015,RA000,Renewables and biofuels,TJ,,"35512,974","35512,974",,,"114954,916068","114954,916068",,,,"13969,2582","16403,631192","13969,2582","164437,14826800002"
610,CZ,2015,TOTAL,Total,TJ,"252363,7368",,"252363,7368",,,"580814,2068119999","580814,2068119999",,,,"248774,75744400008","250953,98684400006","248774,75744400008","1081952,701056"
611,CZ,2015,W6210,Renewable municipal waste,TJ,,"311,9436000000001","311,9436000000001","1562,011344","969,9978240000003",,"2532,0091680000005",,,,,,,"2843,9527680000006"
612,CZ,2016,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"7443,8784000000005","7443,8784000000005","6727,0152960000005","95358,012516",,"102085,027812",,,,,,,"109528,906212"
613,CZ,2016,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","12606,999084000001",,,"12606,999084000001","12606,999084000001"
614,CZ,2016,R5300,Biogases,TJ,,"9320,482800000002","9320,482800000002","600,010308","6889,002588",,"7489,012896","0,0","0,0","0,0",,,"0,0","16809,495696"
615,CZ,2016,RA000,Renewables and biofuels,TJ,,"34865,013600000006","34865,013600000006",,,"118035,47977200004","118035,47977200004",,,,"14296,121676","16959,931308000003","14296,121676","167196,61504800004"
616,CZ,2016,TOTAL,Total,TJ,"256080,42720000003",,"256080,42720000003",,,"593565,441156","593565,441156",,,,"258696,97102800003","261075,785184","258696,97102800003","1108342,839384"
617,CZ,2016,W6210,Renewable municipal waste,TJ,,"354,8268","354,8268","1501,0096680000001","916,9929360000001",,"2418,0026040000002",,,,,,,"2772,829404"
618,CZ,2017,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"7968,2292","7968,2292","7160,851512000002","95230,85940000002",,"102391,71091200002",,,,,,,"110359,94011200001"
619,CZ,2017,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","13140,020592",,,"13140,020592","13140,020592"
620,CZ,2017,R5300,Biogases,TJ,,"9501,3468","9501,3468","718,3711440000001","6635,617452",,"7353,988596","0,0","0,0","0,0",,,"0,0","16855,335396000002"
621,CZ,2017,RA000,Renewables and biofuels,TJ,,"35805,5172","35805,5172",,,"119353,986828","119353,986828",,,,"14951,983896000002","17759,98692","14951,983896000002","170111,487924"
622,CZ,2017,TOTAL,Total,TJ,"262234,3356",,"262234,3356",,,"604974,2199480002","604974,2199480002",,,,"265901,5746","268424,037864","265901,5746","1133110,1301480003"
623,CZ,2017,W6210,Renewable municipal waste,TJ,,"411,5448","411,5448","1698,1660800000002","932,358492",,"2630,5245720000003",,,,,,,"3042,0693720000004"
624,CZ,2018,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"7635,182400000001","7635,182400000001","6780,062052","97300,05969600001",,"104080,121748",,,,,,,"111715,30414800001"
625,CZ,2018,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","0,0","12924,986544000001",,,"12924,986544000001","12924,986544000001"
626,CZ,2018,R5300,Biogases,TJ,,"9385,938","9385,938","731,057148","6379,803972",,"7110,86112","0,0","0,0","0,0",,,"0,0","16496,799119999996"
627,CZ,2018,RA000,Renewables and biofuels,TJ,,"36069,976800000004","36069,976800000004",,,"121931,71585200001","121931,71585200001",,,,"14829,394392000002","17774,766324","14829,394392000002","172831,087044"
628,CZ,2018,TOTAL,Total,TJ,"263067,6276",,"263067,6276",,,"590483,956356","590483,956356",,,,"268467,538716","271118,11806","268467,538716","1122019,1226720002"
629,CZ,2018,W6210,Renewable municipal waste,TJ,,"360,6804","360,6804","1681,62822","954,4229280000001",,"2636,051148",,,,,,,"2996,731548"
630,DE,2004,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"18579,600000000002","18579,600000000002","7083,9818639999985","286517,00098799996",,"293600,982852",,,,,,,"312180,58285199996"
631,DE,2004,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","185,014692","37829,998872000004",,,"38015,013564","38015,013564"
632,DE,2004,R5300,Biogases,TJ,,"11106,0","11106,0","550,0199160000001","8762,009436",,"9312,029352","0,0","0,0","0,0",,,"0,0","20418,029352"
633,DE,2004,RA000,Renewables and biofuels,TJ,,"207678,618","207678,618",,,"351232,577928","351232,577928",,,,"42404,287212","49004,31686400001","42404,287212","601315,48314"
634,DE,2004,TOTAL,Total,TJ,"2196972,0",,"2196972,0",,,"4879585,734804001","4879585,734804001",,,,"2286614,5398","2293188,7368960003","2286614,5398","9363172,274604"
635,DE,2004,W6210,Renewable municipal waste,TJ,,"8110,8","8110,8","12877,005816","9961,988184",,"22838,994000000002",,,,,,,"30949,794"
636,DE,2005,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"26924,399999999998","26924,399999999998","8071,982928","293684,007096",,"301755,990024",,,,,,,"328680,390024"
637,DE,2005,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","444,01014000000004","76097,01592800001",,,"76541,026068","76541,026068"
638,DE,2005,R5300,Biogases,TJ,,"13899,599999999999","13899,599999999999","822,999276","10502,001648000001",,"11325,000924","0,0","0,0","0,0",,,"0,0","25224,600924"
639,DE,2005,RA000,Renewables and biofuels,TJ,,"233797,03560000003","233797,03560000003",,,"370355,9544","370355,9544",,,,"81011,27242800001","87731,965656","81011,27242800001","685164,2624280001"
640,DE,2005,TOTAL,Total,TJ,"2203686,0",,"2203686,0",,,"4803408,8766","4803408,8766",,,,"2212305,8736239998","2219002,0740720006","2212305,8736239998","9219400,750224"
641,DE,2005,W6210,Renewable municipal waste,TJ,,"11707,2","11707,2","15763,008924000003","11554,018884000001",,"27317,027808000006",,,,,,,"39024,227808"
642,DE,2006,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"31752,0","31752,0","8330,015412","329834,01060000004",,"338164,026012",,,,,,,"369916,026012"
643,DE,2006,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","555,002208","139438,98752400003",,,"139993,98973200002","139993,98973200002"
644,DE,2006,R5300,Biogases,TJ,,"19782,0","19782,0","795,9944160000001","11561,01084",,"12357,005256","0,0","0,0","0,0",,,"0,0","32139,005255999997"
645,DE,2006,RA000,Renewables and biofuels,TJ,,"266216,6016","266216,6016",,,"418230,71449200006","418230,71449200006",,,,"144309,74317200002","150797,85966000002","144309,74317200002","828757,0592640002"
646,DE,2006,TOTAL,Total,TJ,"2220462,0",,"2220462,0",,,"4973207,439492","4973207,439492",,,,"2243593,955628","2250058,919112","2243593,955628","9437263,39512"
647,DE,2006,W6210,Renewable municipal waste,TJ,,"14047,2","14047,2","19093,985136000003","12995,994672",,"32089,979808000004",,,,,,,"46137,179808"
648,DE,2007,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"31316,4","31316,4","8774,988516","346359,017124",,"355134,00564",,,,,,,"386450,40564"
649,DE,2007,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","813,997656","158099,01084",,,"158913,00849600002","158913,00849600002"
650,DE,2007,R5300,Biogases,TJ,,"37612,8","37612,8","923,9848920000003","19771,995528",,"20695,98042","0,0","0,0","0,0",,,"0,0","58308,78042"
651,DE,2007,RA000,Renewables and biofuels,TJ,,"306931,2336","306931,2336",,,"459989,18780400004","459989,18780400004",,,,"163588,282452","165285,23436","163588,282452","930508,703856"
652,DE,2007,TOTAL,Total,TJ,"2226301,2",,"2226301,2",,,"4488295,654800001","4488295,654800001",,,,"2187007,804512","2194011,023004","2187007,804512","8901604,659312002"
653,DE,2007,W6210,Renewable municipal waste,TJ,,"16279,2","16279,2","19734,984216","20675,004552000002",,"40409,988768",,,,,,,"56689,188768"
654,DE,2008,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"33465,6","33465,6","10899,998856","397447,983576",,"408347,98243200005",,,,,,,"441813,5824320001"
655,DE,2008,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","888,0202800000001","123509,00901600001",,,"124397,02929600001","124397,02929600001"
656,DE,2008,R5300,Biogases,TJ,,"46656,0","46656,0","799,008912","19714,008348",,"20513,01726","0,0","0,0","13,983912000000002",,,"13,983912000000002","67183,001172"
657,DE,2008,RA000,Renewables and biofuels,TJ,,"337115,31120000005","337115,31120000005",,,"505299,0304800001","505299,0304800001",,,,"129203,18262","136409,837724","129203,18262","971617,5243000002"
658,DE,2008,TOTAL,Total,TJ,"2216318,4",,"2216318,4",,,"4891783,22298","4891783,22298",,,,"2151978,523632","2159155,829268","2151978,523632","9260080,146612"
659,DE,2008,W6210,Renewable municipal waste,TJ,,"16819,2","16819,2","22940,984448000003","3074,9952599999997",,"26015,979708000006",,,,,,,"42835,179708"
660,DE,2009,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"35085,6","35085,6","14145,020064000002","375493,99536000006",,"389639,01542400004",,,,,,,"424724,615424"
661,DE,2009,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","924,9897240000001","109260,11444399999",,,"110185,10416799999","110185,10416799999"
662,DE,2009,R5300,Biogases,TJ,,"54666,0","54666,0","1279,988496","25207,006212",,"26486,994708","0,0","0,0","47,017764",,,"47,017764","81200,01247199999"
663,DE,2009,RA000,Renewables and biofuels,TJ,,"366882,97320000007","366882,97320000007",,,"500531,186376","500531,186376",,,,"115988,38578000001","124645,18093200002","115988,38578000001","983402,5453560001"
664,DE,2009,TOTAL,Total,TJ,"2084727,6",,"2084727,6",,,"4487878,482048","4487878,482048",,,,"2111287,642452","2119908,6823320007","2111287,642452","8683893,7245"
665,DE,2009,W6210,Renewable municipal waste,TJ,,"15559,2","15559,2","21978,98341200001","3477,011796000001",,"25455,99520800001",,,,,,,"41015,19520800001"
666,DE,2010,R5110-5150_W6000RI,Primary solid biofuels,TJ,,"37263,6","37263,6","15940,989792000002","455472,00741600007",,"471412,9972080001",,,,,,,"508676,5972080001"
667,DE,2010,R5200,Liquid biofuels,TJ,,,,,,,,"0,0","966,8995920000001","120088,184076",,,"121055,083668","121055,083668"
668,DE,2010,R5300,Biogases,TJ,,"63172,8","63172,8","1509,006456","34897,01986800001",,"36406,02632400001","0,0","0,0","270,006732",,,"270,006732","99848,83305600003"
669,DE,2010,RA000,Renewables and biofuels,TJ,,"403828,884","403828,884",,,"598915,166724","598915,166724",,,,"127939,85758800001","137888,02933200003","127939,85758800001","1130683,908312"
