geo,year,siec,fuel,unit,electricity_consumption,heat_consumption,transport_consumption,all_sectors_consumption
DE,2015,R5200,Liquid biofuels,TJ,,,"106769,05218000001","106769,05218000001"
DE,2015,R5300,Biogases,TJ,"119152,80000000002","62021,99916000001","1242,01422","182416,81338000004"
DE,2015,RA000,Renewables and biofuels,TJ,"660504,2292000001","608624,188452","117399,21177600001","1386527,629428"
DE,2015,TOTAL,Total,TJ,"2138781,6","4531108,699296","2254720,5441","8924610,843396002"
DE,2015,W6210,Renewable municipal waste,TJ,"20764,8","46192,001436000006",,"66956,80143600001"
DE,2016,R5110-5150_W6000RI,Primary solid biofuels,TJ,"38872,8","404356,999068",,"443229,79906800005"
DE,2016,R5200,Liquid biofuels,TJ,,,"106990,95258","106990,95258"
DE,2016,R5300,Biogases,TJ,"121359,6","65341,001123999995","1363,0127400000001","188063,613864"
DE,2016,RA000,Renewables and biofuels,TJ,"690509,6784000002","601790,660964","118477,0197","1410777,3590640002"
DE,2016,TOTAL,Total,TJ,"2139609,6","4617883,227528","2302378,930368","9059871,757896"
DE,2016,W6210,Renewable municipal waste,TJ,"21348,0","45904,996296000005",,"67252,996296"
DE,2017,R5110-5150_W6000RI,Primary solid biofuels,TJ,"38318,4","409927,997016",,"448246,397016"
DE,2017,R5200,Liquid biofuels,TJ,,,"108049,33375200004","108049,33375200004"
DE,2017,R5300,Biogases,TJ,"121964,40000000001","67109,003028","1603,000116","190676,403144"
DE,2017,RA000,Renewables and biofuels,TJ,"741704,3496000001","617869,898892","120385,823688","1479960,0721800001"
DE,2017,TOTAL,Total,TJ,"2142936,0","4621659,009372001","2343810,7076760004","9108405,717048"
DE,2017,W6210,Renewable municipal waste,TJ,"21441,600000000002","49681,029348",,"71122,629348"
DE,2018,R5110-5150_W6000RI,Primary solid biofuels,TJ,"38977,200000000004","395203,02141600003",,"434180,22141600004"
DE,2018,R5200,Liquid biofuels,TJ,,,"112486,7556","112486,7556"
DE,2018,R5300,Biogases,TJ,"120297,59999999999","70352,01457200001","1399,0192200000001","192048,633792"
DE,2018,RA000,Renewables and biofuels,TJ,"805427,5284000001","622882,335852","126514,922076","1554824,786328"
DE,2018,TOTAL,Total,TJ,"2117689,2","4570383,897792","2270681,630532","8958754,728324002"
DE,2018,W6210,Renewable municipal waste,TJ,"22186,8","57191,981076000004",,"79378,781076"
DK,2004,R5110-5150_W6000RI,Primary solid biofuels,TJ,"6602,400000000001","49753,000439999996",,"56355,40044"
DK,2004,R5200,Liquid biofuels,TJ,,,"0,0","0,0"
DK,2004,R5300,Biogases,TJ,"1011,6000000000001","1738,98738","0,0","2750,5873800000004"
DK,2004,RA000,Renewables and biofuels,TJ,"32117,223599999998","69735,04772399999","316,396476","102168,66779999998"
DK,2004,TOTAL,Total,TJ,"135208,80000000002","338235,03414","177333,37938","650777,21352"
DK,2004,W6210,Renewable municipal waste,TJ,"2851,2000000000003","14407,992972000002",,"17259,192972"
DK,2005,R5110-5150_W6000RI,Primary solid biofuels,TJ,"6818,4","56159,01378",,"62977,41378000001"
DK,2005,R5200,Liquid biofuels,TJ,,,"0,0","0,0"
DK,2005,R5300,Biogases,TJ,"1011,6000000000001","1865,973024","0,0","2877,5730240000003"
DK,2005,RA000,Renewables and biofuels,TJ,"33376,0824","76798,723608","320,667012","110495,47302000002"
DK,2005,TOTAL,Total,TJ,"135414,0","337151,90898","180490,39405200002","653056,3030320001"
DK,2005,W6210,Renewable municipal waste,TJ,"3592,7999999999997","14581,996380000002",,"18174,796380000003"
DK,2006,R5110-5150_W6000RI,Primary solid biofuels,TJ,"6400,8","59463,98996400001",,"65864,78996400001"
DK,2006,R5200,Liquid biofuels,TJ,,,"160,186968","160,186968"
DK,2006,R5300,Biogases,TJ,"1022,4","1981,0262880000002","0,0","3003,426288"
DK,2006,RA000,Renewables and biofuels,TJ,"33369,1992","80830,40266800001","481,73320799999993","114681,335076"
DK,2006,TOTAL,Total,TJ,"139233,6","340476,35378400004","184609,40976","664319,3635440001"
DK,2006,W6210,Renewable municipal waste,TJ,"3621,6","14459,030064",,"18080,630064"
DK,2007,R5110-5150_W6000RI,Primary solid biofuels,TJ,"6580,799999999999","67447,966356",,"74028,766356"
DK,2007,R5200,Liquid biofuels,TJ,,,"240,280452","240,280452"
DK,2007,R5300,Biogases,TJ,"1094,4","1877,026176","0,0","2971,4261760000004"
DK,2007,RA000,Renewables and biofuels,TJ,"34530,804","89802,50572800002","556,174512","124889,48424000002"
DK,2007,TOTAL,Total,TJ,"138117,6","334514,01564","192185,508096","664817,123736"
DK,2007,W6210,Renewable municipal waste,TJ,"3499,2000000000003","15106,016268000003",,"18605,216268000004"
DK,2008,R5110-5150_W6000RI,Primary solid biofuels,TJ,"6490,8","69372,01029600001",,"75862,81029600001"
DK,2008,R5200,Liquid biofuels,TJ,,,"213,61053600000002","213,61053600000002"
DK,2008,R5300,Biogases,TJ,"1047,6000000000001","1912,9907880000003","0,0","2960,5907880000004"
DK,2008,RA000,Renewables and biofuels,TJ,"35546,418","93251,75904000002","539,720388","129337,89742800001"
DK,2008,TOTAL,Total,TJ,"137055,6","332612,831628","189916,011288","659584,442916"
DK,2008,W6210,Renewable municipal waste,TJ,"3762,0","15779,0025",,"19541,0025"
DK,2009,R5110-5150_W6000RI,Primary solid biofuels,TJ,"7153,2","72115,034184",,"79268,23418400002"
DK,2009,R5200,Liquid biofuels,TJ,,,"363,581712","363,581712"
DK,2009,R5300,Biogases,TJ,"1306,8","1901,979504","0,0","3208,779504"
DK,2009,RA000,Renewables and biofuels,TJ,"37350,385200000004","95384,51496","719,124768","133454,024928"
DK,2009,TOTAL,Total,TJ,"132181,2","323286,19034400006","180194,21982","635661,6101640001"
DK,2009,W6210,Renewable municipal waste,TJ,"3488,4","14754,994956",,"18243,394956"
DK,2010,R5110-5150_W6000RI,Primary solid biofuels,TJ,"11965,8996","84740,66452800001",,"96706,56412800001"
DK,2010,R5200,Liquid biofuels,TJ,,,"1121,3925120000001","1121,3925120000001"
DK,2010,R5300,Biogases,TJ,"1282,7736000000002","1916,633304","0,0","3199,406904"
DK,2010,RA000,Renewables and biofuels,TJ,"44460,3024","108066,70897200001","1498,6231920000005","154025,634564"
DK,2010,TOTAL,Total,TJ,"135817,3152","354939,06823200005","179005,5873","669761,9707320001"
DK,2010,W6210,Renewable municipal waste,TJ,"3286,44","14136,562728",,"17423,002728"
DK,2011,R5110-5150_W6000RI,Primary solid biofuels,TJ,"11079,705599999998","80682,901704",,"91762,607304"
DK,2011,R5200,Liquid biofuels,TJ,,,"5463,313452","5463,313452"
DK,2011,R5300,Biogases,TJ,"1245,4164","1847,467368","0,0","3092,883768"
DK,2011,RA000,Renewables and biofuels,TJ,"47202,1236","102988,24617600004","5867,130311999999","156057,50008800006"
DK,2011,TOTAL,Total,TJ,"131576,6484","321317,5988520001","178764,30201600003","631658,5492680002"
DK,2011,W6210,Renewable municipal waste,TJ,"3424,3776000000007","14451,158879999999",,"17875,53648"
DK,2012,R5110-5150_W6000RI,Primary solid biofuels,TJ,"11434,7052","81854,87076",,"93289,57596000002"
DK,2012,R5200,Liquid biofuels,TJ,,,"9487,49814","9487,49814"
DK,2012,R5300,Biogases,TJ,"1359,2088","2120,781672","0,0","3479,9904720000004"
DK,2012,RA000,Renewables and biofuels,TJ,"50057,37","104838,476832","9941,221656000002","164837,068488"
DK,2012,TOTAL,Total,TJ,"129292,92720000002","315044,725752","168512,29419600003","612849,947148"
DK,2012,W6210,Renewable municipal waste,TJ,"3211,5132","14237,673948",,"17449,187148"
DK,2013,R5110-5150_W6000RI,Primary solid biofuels,TJ,"11003,2596","84478,026564",,"95481,28616399999"
DK,2013,R5200,Liquid biofuels,TJ,,,"9487,49814","9487,49814"
DK,2013,R5300,Biogases,TJ,"1375,1928000000005","2181,1971960000005","0,0","3556,389996000001"
DK,2013,RA000,Renewables and biofuels,TJ,"55563,3792","108455,49522","9986,020416000001","174004,894836"
DK,2013,TOTAL,Total,TJ,"128966,71680000001","311685,27930000005","165505,920588","606157,916688"
DK,2013,W6210,Renewable municipal waste,TJ,"3146,2308","14222,852676",,"17369,083476"
DK,2014,R5110-5150_W6000RI,Primary solid biofuels,TJ,"10651,0068","83614,750272",,"94265,75707200001"
DK,2014,R5200,Liquid biofuels,TJ,,,"9674,983044","9674,983044"
DK,2014,R5300,Biogases,TJ,"1623,0024","2433,9961800000005","0,0","4056,9985800000004"
DK,2014,RA000,Renewables and biofuels,TJ,"61169,076","109467,0261","10211,6052","180847,7073"
DK,2014,TOTAL,Total,TJ,"126140,44320000001","286995,7197","167222,42485200003","580358,5877520001"
DK,2014,W6210,Renewable municipal waste,TJ,"3186,396","15153,913260000001",,"18340,309259999998"
DK,2015,R5110-5150_W6000RI,Primary solid biofuels,TJ,"10066,2336","94861,58363999998",,"104927,81723999997"
DK,2015,R5200,Liquid biofuels,TJ,,,"9712,496772","9712,496772"
DK,2015,R5300,Biogases,TJ,"1658,0808","2450,2828320000003","1,0048320000000002","4109,368464"
DK,2015,RA000,Renewables and biofuels,TJ,"64355,378399999994","122799,34641600001","10328,249448","197482,97426400002"
DK,2015,TOTAL,Total,TJ,"125467,89840000002","305896,693356","174009,89754","605374,489296"
DK,2015,W6210,Renewable municipal waste,TJ,"3307,3056","15944,046156",,"19251,351756000004"
DK,2016,R5110-5150_W6000RI,Primary solid biofuels,TJ,"12539,5668","99661,74984",,"112201,31664"
DK,2016,R5200,Liquid biofuels,TJ,,,"9862,509816000002","9862,509816000002"
DK,2016,R5300,Biogases,TJ,"1794,2508","2951,2753200000006","4,019328000000001","4749,545448000001"
DK,2016,RA000,Renewables and biofuels,TJ,"68835,4776","130885,35512400001","10590,468732000001","210311,301456"
DK,2016,TOTAL,Total,TJ,"128143,79640000002","316636,421508","177779,10610799998","622559,324016"
DK,2016,W6210,Renewable municipal waste,TJ,"3099,0492","15977,247479999998",,"19076,29668"
DK,2017,R5110-5150_W6000RI,Primary solid biofuels,TJ,"17269,059599999993","111091,58823600003",,"128360,64783600002"
DK,2017,R5200,Liquid biofuels,TJ,,,"9026,7408","9026,7408"
DK,2017,R5300,Biogases,TJ,"2094,8435999999997","2549,468124","120,872916","4765,1846399999995"
DK,2017,RA000,Renewables and biofuels,TJ,"76864,32","144387,0315","9862,049268","231113,40076800002"
DK,2017,TOTAL,Total,TJ,"128175,9804","319003,512624","179637,7941","626817,2871239999"
DK,2017,W6210,Renewable municipal waste,TJ,"3181,0356","16492,140144",,"19673,175744"
DK,2018,R5110-5150_W6000RI,Primary solid biofuels,TJ,"15904,004400000002","112719,54168000001",,"128623,54608000001"
DK,2018,R5200,Liquid biofuels,TJ,,,"8937,14328","8937,14328"
DK,2018,R5300,Biogases,TJ,"2231,2619999999997","2696,215464","218,55096","5146,028423999999"
DK,2018,RA000,Renewables and biofuels,TJ,"80016,99120000002","149329,04648400002","9908,983296","239255,02098"
DK,2018,TOTAL,Total,TJ,"128163,33720000001","320047,23999599996","182989,53684000002","631200,114036"
DK,2018,W6210,Renewable municipal waste,TJ,"3096,2664","16724,884356",,"19821,150756000003"
EA19,2004,R5110-5150_W6000RI,Primary solid biofuels,TJ,"92370,4128","1567296,7184520005",,"1659667,1312520003"
EA19,2004,R5200,Liquid biofuels,TJ,,,"70483,27075200001","70483,27075200001"
EA19,2004,R5300,Biogases,TJ,"23410,803600000003","20571,381252","0,0","43982,184852000006"
EA19,2004,RA000,Renewables and biofuels,TJ,"1218053,8044","1750365,63702","101527,55539200001","3069946,9968120004"
EA19,2004,TOTAL,Total,TJ,"8352706,698000001","17252560,953252","9544168,822608002","35149436,47386"
EA19,2004,W6210,Renewable municipal waste,TJ,"27107,006400000002","56791,011240000014",,"83898,01764000002"
EA19,2005,R5110-5150_W6000RI,Primary solid biofuels,TJ,"101871,51120000002","1655141,1834240002",,"1757012,6946240002"
EA19,2005,R5200,Liquid biofuels,TJ,,,"123335,92670400003","123335,92670400003"
EA19,2005,R5300,Biogases,TJ,"26719,2828","22704,137172000002","0,0","49423,419972"
EA19,2005,RA000,Renewables and biofuels,TJ,"1282576,0572000004","1860768,8316","154520,092332","3297864,9811320007"
EA19,2005,TOTAL,Total,TJ,"8456423,8356","17305938,759528","9514679,180544","35277041,775672"
EA19,2005,W6210,Renewable municipal waste,TJ,"32420,505599999997","54512,47094400001",,"86932,976544"
EA19,2006,R5110-5150_W6000RI,Primary solid biofuels,TJ,"115829,37359999999","1728655,529904",,"1844484,9035039998"
EA19,2006,R5200,Liquid biofuels,TJ,,,"203890,54485599996","203890,54485599996"
EA19,2006,R5300,Biogases,TJ,"33994,9548","25237,779192","0,0","59232,733992"
EA19,2006,RA000,Renewables and biofuels,TJ,"1352684,7540000002","1969101,44424","234322,00758000003","3556108,2058200003"
EA19,2006,TOTAL,Total,TJ,"8560757,9448","17057858,717808","9650274,601932","35268891,264539994"
EA19,2006,W6210,Renewable municipal waste,TJ,"35891,2152","58758,262956",,"94649,47815600001"
EA19,2007,R5110-5150_W6000RI,Primary solid biofuels,TJ,"117377,20799999998","1843173,5533920003",,"1960550,7613920001"
EA19,2007,R5200,Liquid biofuels,TJ,,,"284036,321988","284036,321988"
EA19,2007,R5300,Biogases,TJ,"54424,8576","33345,642995999995","0,0","87770,50059600001"
EA19,2007,RA000,Renewables and biofuels,TJ,"1433136,3515999997","2136726,178704","314781,292296","3884643,8226"
EA19,2007,TOTAL,Total,TJ,"8624003,5692","16233206,200092","9734782,982796","34591992,752088"
EA19,2007,W6210,Renewable municipal waste,TJ,"39863,0124","68913,26262",,"108776,27502"
EA19,2008,R5110-5150_W6000RI,Primary solid biofuels,TJ,"129988,32840000001","1969360,1884800005",,"2099348,5168800005"
EA19,2008,R5200,Liquid biofuels,TJ,,,"328972,032216","328972,032216"
EA19,2008,R5300,Biogases,TJ,"65434,2264","32527,374804000014","14,025780000000001","97975,626984"
EA19,2008,RA000,Renewables and biofuels,TJ,"1528097,9364000002","2285667,108828","361254,06054000003","4175019,1057680002"
EA19,2008,TOTAL,Total,TJ,"8674280,8236","16767465,033096002","9507484,625292001","34949230,481988"
EA19,2008,W6210,Renewable municipal waste,TJ,"41326,9992","58630,31434800001",,"99957,313548"
EA19,2009,R5110-5150_W6000RI,Primary solid biofuels,TJ,"132521,616","1959135,8554080003",,"2091657,4714080002"
EA19,2009,R5200,Liquid biofuels,TJ,,,"378984,94920000003","378984,94920000003"
EA19,2009,R5300,Biogases,TJ,"75664,65239999999","40375,36393200001","48,064464","116088,080796"
EA19,2009,RA000,Renewables and biofuels,TJ,"1621877,2452000002","2326423,0947479997","412416,63093600003","4360716,970884"
EA19,2009,TOTAL,Total,TJ,"8242894,6668","15607810,653804","9222598,508508002","33073303,829112"
EA19,2009,W6210,Renewable municipal waste,TJ,"41744,0664","61682,575284",,"103426,641684"
EA19,2010,R5110-5150_W6000RI,Primary solid biofuels,TJ,"150332,5044","2108695,510836",,"2259028,015236"
EA19,2010,R5200,Liquid biofuels,TJ,,,"425886,94818","425886,94818"
EA19,2010,R5300,Biogases,TJ,"88621,3728","52208,977320000005","273,104964","141103,455084"
EA19,2010,RA000,Renewables and biofuels,TJ,"1752864,948","2516845,876308","461688,819264","4731399,643572"
EA19,2010,TOTAL,Total,TJ,"8605844,2512","16716408,263136001","9197698,813416","34519951,327752"
EA19,2010,W6210,Renewable municipal waste,TJ,"45470,3796","64980,39204",,"110450,77164"
EA19,2011,R5110-5150_W6000RI,Primary solid biofuels,TJ,"157720,65120000002","1899734,039424",,"2057454,690624"
EA19,2011,R5200,Liquid biofuels,TJ,,,"439217,384436","439217,384436"
EA19,2011,R5300,Biogases,TJ,"108067,7304","73244,758428","686,84454","181999,333368"
EA19,2011,RA000,Renewables and biofuels,TJ,"1903996,674","2355233,805324","276492,75508800003","4535723,234412"
EA19,2011,TOTAL,Total,TJ,"8459544,5424","15290958,402756004","9119403,560016","32869906,505172003"
EA19,2011,W6210,Renewable municipal waste,TJ,"48660,084","71245,05901200001",,"119905,14301200002"
EA19,2012,R5110-5150_W6000RI,Primary solid biofuels,TJ,"163508,2164","2113320,459456",,"2276828,6758560003"
EA19,2012,R5200,Liquid biofuels,TJ,,,"468128,578212","468128,578212"
EA19,2012,R5300,Biogases,TJ,"136519,9956","70705,6317","1561,5926640000002","208787,21996399996"
EA19,2012,RA000,Renewables and biofuels,TJ,"2059258,6871999998","2599949,5439040004","394414,14456000004","5053622,375664"
EA19,2012,TOTAL,Total,TJ,"8455289,738400001","15666851,31642","8801695,69452","32923836,74934"
EA19,2012,W6210,Renewable municipal waste,TJ,"49733,017199999995","76827,57066",,"126560,58786"
EA19,2013,R5110-5150_W6000RI,Primary solid biofuels,TJ,"167261,5332","2165296,35762",,"2332557,89082"
EA19,2013,R5200,Liquid biofuels,TJ,,,"404376,383952","404376,383952"
EA19,2013,R5300,Biogases,TJ,"156192,80760000003","83272,353768","2082,639924","241547,80129200002"
EA19,2013,RA000,Renewables and biofuels,TJ,"2189211,7572","2700574,9695","395848,54224000004","5285635,268940001"
EA19,2013,TOTAL,Total,TJ,"8386309,4508","15891988,908312002","8725063,64742","33003362,006532002"
EA19,2013,W6210,Renewable municipal waste,TJ,"50978,7288","90395,272872",,"141374,00167199998"
EA19,2014,R5110-5150_W6000RI,Primary solid biofuels,TJ,"162969,066","1985902,44462",,"2148871,51062"
EA19,2014,R5200,Liquid biofuels,TJ,,,"437195,0763","437195,0763"
EA19,2014,R5300,Biogases,TJ,"167431,4424","95365,04634000002","1983,1196880000005","264779,608428"
EA19,2014,RA000,Renewables and biofuels,TJ,"2286496,4688","2598639,5360520007","433851,58155600005","5318987,586408"
EA19,2014,TOTAL,Total,TJ,"8171080,2","14482970,772552","8814194,046144001","31468245,018696003"
EA19,2014,W6210,Renewable municipal waste,TJ,"54255,4524","92466,39909600001",,"146721,851496"
EA19,2015,R5110-5150_W6000RI,Primary solid biofuels,TJ,"168531,87600000002","2068409,6606879998",,"2236941,536688"
EA19,2015,R5200,Liquid biofuels,TJ,,,"433033,60644","433033,60644"
EA19,2015,R5300,Biogases,TJ,"176950,26","102525,77224800001","1519,222248","280995,254496"
EA19,2015,RA000,Renewables and biofuels,TJ,"2399180,2344","2719456,935084","439651,42999199993","5558288,599476"
EA19,2015,TOTAL,Total,TJ,"8300317,820400001","14922277,084620003","8903916,918936001","32126511,823956"
EA19,2015,W6210,Renewable municipal waste,TJ,"54183,1104","97726,40153999999",,"151909,51194"
EA19,2016,R5110-5150_W6000RI,Primary solid biofuels,TJ,"172315,34639999998","2105101,7291880003",,"2277417,075588"
EA19,2016,R5200,Liquid biofuels,TJ,,,"418598,77608","418598,77608"
EA19,2016,R5300,Biogases,TJ,"180330,102","106980,61118400001","1639,425276","288950,13846"
EA19,2016,RA000,Renewables and biofuels,TJ,"2470703,2992000002","2795073,850656","469497,07566000003","5735274,225516001"
EA19,2016,TOTAL,Total,TJ,"8361553,932000001","15193338,094728","9019514,048256","32574406,074984003"
EA19,2016,W6210,Renewable municipal waste,TJ,"55829,7576","102644,34242400002",,"158474,100024"
EA19,2017,R5110-5150_W6000RI,Primary solid biofuels,TJ,"177011,2152","2144343,851964",,"2321355,067164"
EA19,2017,R5200,Liquid biofuels,TJ,,,"449436,902688","449436,902688"
EA19,2017,R5300,Biogases,TJ,"181436,8788","112702,20832800004","1955,8636200000003","296094,95074800006"
EA19,2017,RA000,Renewables and biofuels,TJ,"2577579,732","2878541,6023800005","506473,46974800003","5962594,804128"
EA19,2017,TOTAL,Total,TJ,"8414126,8884","15220801,409328002","9078757,938144","32713686,235872008"
EA19,2017,W6210,Renewable municipal waste,TJ,"56636,049600000006","107555,12388",,"164191,17348"
EA19,2018,R5110-5150_W6000RI,Primary solid biofuels,TJ,"180474,5664","2106887,35752",,"2287361,92392"
EA19,2018,R5200,Liquid biofuels,TJ,,,"489643,036164","489643,036164"
EA19,2018,R5300,Biogases,TJ,"179970,03000000003","116892,02282400001","2069,284032","298931,336856"
EA19,2018,RA000,Renewables and biofuels,TJ,"2677891,5","2892530,287332","550400,244912","6120822,032244001"
EA19,2018,TOTAL,Total,TJ,"8396958,185999999","15130784,204496","9071216,464644","32598958,85514"
EA19,2018,W6210,Renewable municipal waste,TJ,"59199,526800000014","112707,860508",,"171907,387308"
EE,2004,R5110-5150_W6000RI,Primary solid biofuels,TJ,"82,8","23771,980512000002",,"23854,780511999998"
EE,2004,R5200,Liquid biofuels,TJ,,,"0,0","0,0"
EE,2004,R5300,Biogases,TJ,"25,2","21,017736000000003","0,0","46,217736"
EE,2004,RA000,Renewables and biofuels,TJ,"167,2812","23792,998248","45,13370400000001","24005,413152"
EE,2004,TOTAL,Total,TJ,"30636,0","71540,47962","28494,983988000004","130671,46360799999"
EE,2004,W6210,Renewable municipal waste,TJ,"0,0","0,0",,"0,0"
EE,2005,R5110-5150_W6000RI,Primary solid biofuels,TJ,"75,60000000000001","22516,987212",,"22592,587212"
EE,2005,R5200,Liquid biofuels,TJ,,,"0,0","0,0"
EE,2005,R5300,Biogases,TJ,"51,5916","64,97913600000001","0,0","116,57073600000001"
EE,2005,RA000,Renewables and biofuels,TJ,"348,8328","22582,008216","58,866408","22989,707424"
EE,2005,TOTAL,Total,TJ,"30949,199999999997","70139,953152","30134,618604000003","131223,771756"
EE,2005,W6210,Renewable municipal waste,TJ,"0,0","0,0",,"0,0"
EE,2006,R5110-5150_W6000RI,Primary solid biofuels,TJ,"93,60000000000001","20614,002876",,"20707,602876"
EE,2006,R5200,Liquid biofuels,TJ,,,"0,0","0,0"
EE,2006,R5300,Biogases,TJ,"50,4","68,99846400000001","0,0","119,398464"
EE,2006,RA000,Renewables and biofuels,TJ,"461,5884","20683,001340000003","47,436444","21192,026184"
EE,2006,TOTAL,Total,TJ,"32335,2","67394,71026","32251,715892","131981,626152"
EE,2006,W6210,Renewable municipal waste,TJ,"0,0","0,0",,"0,0"
EE,2007,R5110-5150_W6000RI,Primary solid biofuels,TJ,"70,38000000000001","23820,966072",,"23891,346072"
EE,2007,R5200,Liquid biofuels,TJ,,,"0,0","0,0"
EE,2007,R5300,Biogases,TJ,"48,257999999999996","57,98718","0,0","106,24518"
EE,2007,RA000,Renewables and biofuels,TJ,"503,49600000000004","23878,995120000003","45,46864800000001","24427,959768"
EE,2007,TOTAL,Total,TJ,"35172,0","72986,265396","33860,200716","142018,466112"
EE,2007,W6210,Renewable municipal waste,TJ,"0,0","0,0",,"0,0"
EE,2008,R5110-5150_W6000RI,Primary solid biofuels,TJ,"98,442","25546,974372000004",,"25645,416372000007"
EE,2008,R5200,Liquid biofuels,TJ,,,"0,0","0,0"
EE,2008,R5300,Biogases,TJ,"33,4548","65,021004","0,0","98,475804"
EE,2008,RA000,Renewables and biofuels,TJ,"684,3708","25611,995376","48,650616","26345,016792"
EE,2008,TOTAL,Total,TJ,"34704,0","72196,04876399999","32883,294672","139783,343436"
EE,2008,W6210,Renewable municipal waste,TJ,"0,0","0,0",,"0,0"
EE,2009,R5110-5150_W6000RI,Primary solid biofuels,TJ,"1101,9204","26923,00806",,"28024,92846"
EE,2009,R5200,Liquid biofuels,TJ,,,"0,0","0,0"
EE,2009,R5300,Biogases,TJ,"24,084000000000003","57,02421600000001","0,0","81,10821600000001"
EE,2009,RA000,Renewables and biofuels,TJ,"1903,1111999999994","26979,990407999998","57,233556","28940,335163999996"
EE,2009,TOTAL,Total,TJ,"31899,6","64553,798988","29692,994940000004","126146,393928"
EE,2009,W6210,Renewable municipal waste,TJ,"0,0","0,0",,"0,0"
EE,2010,R5110-5150_W6000RI,Primary solid biofuels,TJ,"2627,3520000000003","28899,010188",,"31526,362188000003"
EE,2010,R5200,Liquid biofuels,TJ,,,"0,0","0,0"
EE,2010,R5300,Biogases,TJ,"36,684","104,000112","0,0","140,684112"
EE,2010,RA000,Renewables and biofuels,TJ,"3598,2072","29003,0103","59,45256","32660,67006"
EE,2010,TOTAL,Total,TJ,"34956,0","67044,2751","31323,418595999996","133323,693696"
EE,2010,W6210,Renewable municipal waste,TJ,"0,0","0,0",,"0,0"
EE,2011,R5110-5150_W6000RI,Primary solid biofuels,TJ,"2757,4776","27862,023564",,"30619,501164"
EE,2011,R5200,Liquid biofuels,TJ,,,"0,0","0,0"
EE,2011,R5300,Biogases,TJ,"54,2412","59,996843999999996","0,0","114,238044"
EE,2011,RA000,Renewables and biofuels,TJ,"4097,736","28960,723620000004","59,57816400000001","33118,037784"
EE,2011,TOTAL,Total,TJ,"33591,6","65855,182032","31119,01902","130565,80105199998"
EE,2011,W6210,Renewable municipal waste,TJ,"0,0","0,0",,"0,0"
EE,2012,R5110-5150_W6000RI,Primary solid biofuels,TJ,"3546,5148000000004","27503,005464",,"31049,520264000002"
EE,2012,R5200,Liquid biofuels,TJ,,,"0,0","0,0"
EE,2012,R5300,Biogases,TJ,"56,736","35,001648","0,0","91,73764800000001"
EE,2012,RA000,Renewables and biofuels,TJ,"5487,0372","28789,985915999998","60,62486400000001","34337,64798"
EE,2012,TOTAL,Total,TJ,"35017,200000000004","66948,020568","31459,405860000003","133424,62642800002"
EE,2012,W6210,Renewable municipal waste,TJ,"0,0","0,0",,"0,0"
EE,2013,R5110-5150_W6000RI,Primary solid biofuels,TJ,"2322,0","27852,980076000003",,"30174,980076000003"
EE,2013,R5200,Liquid biofuels,TJ,,,"0,0","0,0"
EE,2013,R5300,Biogases,TJ,"72,0","154,995336","0,0","226,995336"
EE,2013,RA000,Renewables and biofuels,TJ,"4515,4872","29500,778951999993","52,921152000000006","34069,18730399999"
EE,2013,TOTAL,Total,TJ,"34873,200000000004","68605,49095200001","30670,780212","134149,47116400002"
EE,2013,W6210,Renewable municipal waste,TJ,"0,0","0,0",,"0,0"
EE,2014,R5110-5150_W6000RI,Primary solid biofuels,TJ,"2631,6","27394,986024",,"30026,586024000004"
EE,2014,R5200,Liquid biofuels,TJ,,,"0,0","0,0"
EE,2014,R5300,Biogases,TJ,"97,2","256,02282","0,0","353,22282000000007"
EE,2014,RA000,Renewables and biofuels,TJ,"4890,7764","29404,733760000003","45,301176000000005","34340,811336000006"
EE,2014,TOTAL,Total,TJ,"34891,200000000004","65373,53256000001","30624,013656000003","130888,74621600001"
EE,2014,W6210,Renewable municipal waste,TJ,"0,0","0,0",,"0,0"
EE,2015,R5110-5150_W6000RI,Primary solid biofuels,TJ,"2556,0","28962,984492000003",,"31518,984492"
EE,2015,R5200,Liquid biofuels,TJ,,,"0,0","0,0"
EE,2015,R5300,Biogases,TJ,"180,0","286,0003080000001","0,0","466,0003080000001"
EE,2015,RA000,Renewables and biofuels,TJ,"5154,7176","31281,29938800001","45,42678","36481,44376800001"
EE,2015,TOTAL,Total,TJ,"34102,8","63334,43535600001","31430,181996000003","128867,41735200002"
EE,2015,W6210,Renewable municipal waste,TJ,"0,0","0,0",,"0,0"
EE,2016,R5110-5150_W6000RI,Primary solid biofuels,TJ,"3024,0000000000005","29779,996644000003",,"32803,996644000006"
EE,2016,R5200,Liquid biofuels,TJ,,,"0,0","0,0"
EE,2016,R5300,Biogases,TJ,"162,0","505,97478","0,0","667,97478"
EE,2016,RA000,Renewables and biofuels,TJ,"5676,9228","32499,072036","49,57171200000001","38225,566548"
EE,2016,TOTAL,Total,TJ,"36535,2372","63602,474292","32078,801052","132216,512544"
EE,2016,W6210,Renewable municipal waste,TJ,"0,0","0,0",,"0,0"
EE,2017,R5110-5150_W6000RI,Primary solid biofuels,TJ,"3585,4092","29989,001700000004",,"33574,41090000001"
EE,2017,R5200,Liquid biofuels,TJ,,,"0,0","0,0"
EE,2017,R5300,Biogases,TJ,"150,3144","350,142084","0,0","500,45648400000005"
EE,2017,RA000,Renewables and biofuels,TJ,"6393,585599999999","32900,628024","49,111164","39343,324788"
