geo,year,siec,fuel,unit,GFC_ELC,GEP_RED,electricity_consumption,GHP_RED,FC_IND_OTH_E,GFC_HEAT_CL_E,heat_consumption,FC_TRA_OTH_E_RED,FC_TRA_RAIL_E_RED,FC_TRA_ROAD_E_RED,GFC_TRA_E_NMULTI,GFC_TRA_E_MULTI,transport_consumption,all_sectors_consumption
RS,2018,R5300,Biogases,KTOE,,"8,746431642304385","8,746431642304385","0,0","7,822999999999999",,"7,822999999999999","0,0","0,0","0,0",,,"0,0","16,569431642304384"
RS,2018,RA000,Renewables and biofuels,KTOE,,"896,8000859845228","896,8000859845228",,,"1057,544","1057,544",,,,"9,72","24,3","9,72","1964,0640859845228"
RS,2018,TOTAL,Total,KTOE,"3129,3541702493553",,"3129,3541702493553",,,"4353,0329999999985","4353,0329999999985",,,,"2036,785","2051,365","2036,785","9519,172170249354"
RS,2018,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
SE,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"568,4436801375753","568,4436801375753","2009,434","4352,943",,"6362,377",,,,,,,"6930,820680137575"
SE,2004,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","139,46",,,"139,46","139,46"
SE,2004,R5300,Biogases,KTOE,,"5,300773860705073","5,300773860705073","24,697","0,0",,"24,697","0,0","0,0","10,783",,,"10,783","40,780773860705075"
SE,2004,RA000,Renewables and biofuels,KTOE,,"6584,544711951849","6584,544711951849",,,"7085,941","7085,941",,,,"281,821","479,187","281,821","13952,30671195185"
SE,2004,TOTAL,Total,KTOE,"12861,478933791917",,"12861,478933791917",,,"15196,124","15196,124",,,,"7423,066999999999","7620,433000000001","7423,066999999999","35480,66993379191"
SE,2004,W6210,Renewable municipal waste,KTOE,,"42,36491831470335","42,36491831470335","172,709","0,0",,"172,709",,,,,,,"215,07391831470335"
SE,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"588,8153912295788","588,8153912295788","2213,743","4573,732",,"6787,475",,,,,,,"7376,290391229579"
SE,2005,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","152,869",,,"152,869","152,869"
SE,2005,R5300,Biogases,KTOE,,"4,592691315563198","4,592691315563198","20,684","0,0",,"20,684","0,0","0,0","13,388",,,"13,388","38,664691315563196"
SE,2005,RA000,Renewables and biofuels,KTOE,,"6607,333619948408","6607,333619948408",,,"7678,559","7678,559",,,,"290,307","476,382","290,307","14576,19961994841"
SE,2005,TOTAL,Total,KTOE,"12981,244282029234",,"12981,244282029234",,,"15133,375","15133,375",,,,"7036,226","7222,3","7036,226","35150,84528202924"
SE,2005,W6210,Renewable municipal waste,KTOE,,"45,02149613069648","45,02149613069648","204,858","0,0",,"204,858",,,,,,,"249,87949613069648"
SE,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"645,1563198624249","645,1563198624249","2222,676","4870,904",,"7093,58",,,,,,,"7738,736319862424"
SE,2006,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","214,065",,,"214,065","214,065"
SE,2006,R5300,Biogases,KTOE,,"3,9800515907136713","3,9800515907136713","22,953000000000007","0,0",,"22,953000000000007","0,0","0,0","19,78",,,"19,78","46,713051590713675"
SE,2006,RA000,Renewables and biofuels,KTOE,,"6648,590627687016","6648,590627687016",,,"8129,125","8129,125",,,,"360,845","551,3430000000002","360,845","15138,560627687015"
SE,2006,TOTAL,Total,KTOE,"12839,45184866724",,"12839,45184866724",,,"15003,603","15003,603",,,,"7151,636","7342,135","7151,636","34994,69084866724"
SE,2006,W6210,Renewable municipal waste,KTOE,,"48,803009458297524","48,803009458297524","206,506","0,0",,"206,506",,,,,,,"255,3090094582975"
SE,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"730,524505588994","730,524505588994","2103,516","5038,884",,"7142,4",,,,,,,"7872,924505588993"
SE,2007,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","285,072",,,"285,072","285,072"
SE,2007,R5300,Biogases,KTOE,,"5,503009458297506","5,503009458297506","35,134","0,0",,"35,134","0,0","0,0","23,706",,,"23,706","64,3430094582975"
SE,2007,RA000,Renewables and biofuels,KTOE,,"6869,088736027516","6869,088736027516",,,"8482,098","8482,098",,,,"436,967","629,25","436,967","15788,153736027516"
SE,2007,TOTAL,Total,KTOE,"12909,32476354256",,"12909,32476354256",,,"15105,822","15105,822",,,,"7279,988","7472,271","7279,988","35295,134763542555"
SE,2007,W6210,Renewable municipal waste,KTOE,,"95,35683576956147","95,35683576956147","371,143","0,0",,"371,143",,,,,,,"466,49983576956146"
SE,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"768,0134135855545","768,0134135855545","2178,967","4843,46",,"7022,427",,,,,,,"7790,440413585554"
SE,2008,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","343,916",,,"343,916","343,916"
SE,2008,R5300,Biogases,KTOE,,"2,6046431642304384","2,6046431642304384","18,821","58,278",,"77,099","0,0","0,0","28,141",,,"28,141","107,84464316423043"
SE,2008,RA000,Renewables and biofuels,KTOE,,"6828,9928632846095","6828,9928632846095",,,"8498,418","8498,418",,,,"477,67","636,09","477,67","15805,08086328461"
SE,2008,TOTAL,Total,KTOE,"12720,10498710232",,"12720,10498710232",,,"14756,276000000002","14756,276000000002",,,,"7158,732","7317,151999999999","7158,732","34635,11298710232"
SE,2008,W6210,Renewable municipal waste,KTOE,,"109,08907996560617","109,08907996560617","424,835","0,0",,"424,835",,,,,,,"533,9240799656061"
SE,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"868,6973344797937","868,6973344797937","2101,748","5006,019",,"7107,767",,,,,,,"7976,464334479793"
SE,2009,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","359,521",,,"359,521","359,521"
SE,2009,R5300,Biogases,KTOE,,"2,9234737747205504","2,9234737747205504","15,692","65,85",,"81,542","0,0","0,0","35,785",,,"35,785","120,25047377472055"
SE,2009,RA000,Renewables and biofuels,KTOE,,"7077,187188306105","7077,187188306105",,,"8750,232","8750,232",,,,"506,85","674,168","506,85","16334,269188306105"
SE,2009,TOTAL,Total,KTOE,"12149,216509028376",,"12149,216509028376",,,"14276,571000000002","14276,571000000002",,,,"7038,649","7205,9659999999985","7038,649","33464,436509028375"
SE,2009,W6210,Renewable municipal waste,KTOE,,"90,15133276010317","90,15133276010317","449,365","0,0",,"449,365",,,,,,,"539,5163327601032"
SE,2010,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"882,201203783319","882,201203783319","2615,363","5211,164000000002",,"7826,527000000002",,,,,,,"8708,728203783321"
SE,2010,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","380,511",,,"380,511","380,511"
SE,2010,R5300,Biogases,KTOE,,"3,1298366294067064","3,1298366294067064","17,46","65,85",,"83,31","0,0","0,0","49,332",,,"49,332","135,77183662940672"
SE,2010,RA000,Renewables and biofuels,KTOE,,"7217,751590713671","7217,751590713671",,,"9510,532","9510,532",,,,"540,817","707,278","540,817","17269,100590713668"
SE,2010,TOTAL,Total,KTOE,"12942,648323301806",,"12942,648323301806",,,"16087,44","16087,44",,,,"7180,604","7347,064","7180,604","36210,69232330181"
SE,2010,W6210,Renewable municipal waste,KTOE,,"147,50644883920893","147,50644883920893","475,423","0,0",,"475,423",,,,,,,"622,9294488392089"
SE,2011,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"828,9767841788478","828,9767841788478","1995,892","5437,852",,"7433,744",,,,,,,"8262,720784178848"
SE,2011,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","391,753",,,"391,753","391,753"
SE,2011,R5300,Biogases,KTOE,,"2,8374892519346515","2,8374892519346515","16,289","25,174",,"41,463","0,0","0,0","60,56800000000001",,,"60,56800000000001","104,86848925193466"
SE,2011,RA000,Renewables and biofuels,KTOE,,"7333,786328460877","7333,786328460877",,,"9114,037","9114,037",,,,"584,553","870,5060000000002","584,553","17032,376328460876"
SE,2011,TOTAL,Total,KTOE,"12300,085984522786",,"12300,085984522786",,,"15152,37","15152,37",,,,"7093,424","7291,772","7093,424","34545,879984522784"
SE,2011,W6210,Renewable municipal waste,KTOE,,"159,93121238177127","159,93121238177127","464,531","0,0",,"464,531",,,,,,,"624,4622123817712"
SE,2012,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"903,439380911436","903,439380911436","2429,755","5490,757",,"7920,512",,,,,,,"8823,951380911436"
SE,2012,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","451,4",,,"451,4","451,4"
SE,2012,R5300,Biogases,KTOE,,"1,7196904557179706","1,7196904557179706","11,178","32,053000000000004",,"43,23100000000001","0,0","0,0","65,44800000000001",,,"65,44800000000001","110,398690455718"
SE,2012,RA000,Renewables and biofuels,KTOE,,"7548,822184006878","7548,822184006878",,,"9701,731","9701,731",,,,"645,597","966,471","645,597","17896,15018400688"
SE,2012,TOTAL,Total,KTOE,"12627,858985382632",,"12627,858985382632",,,"15462,303","15462,303",,,,"6822,099","7015,222","6822,099","34912,260985382636"
SE,2012,W6210,Renewable municipal waste,KTOE,,"142,90627687016337","142,90627687016337","509,24300000000005","0,0",,"509,24300000000005",,,,,,,"652,1492768701635"
SE,2013,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"826,2252794496991","826,2252794496991","2353,468","5272,236999999999",,"7625,704999999999",,,,,,,"8451,930279449698"
SE,2013,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","541,823",,,"541,823","541,823"
SE,2013,R5300,Biogases,KTOE,,"1,7196904557179706","1,7196904557179706","13,328","35,946",,"49,274","0,0","0,0","56,371",,,"56,371","107,36469045571798"
SE,2013,RA000,Renewables and biofuels,KTOE,,"7592,6419604471175","7592,6419604471175",,,"9449,815","9449,815",,,,"739,178","1063,914","739,178","17781,634960447118"
SE,2013,TOTAL,Total,KTOE,"12298,305503009458",,"12298,305503009458",,,"14870,847","14870,847",,,,"6735,276999999999","6946,754","6735,276999999999","33904,42950300946"
SE,2013,W6210,Renewable municipal waste,KTOE,,"146,3456577815993","146,3456577815993","538,621","0,0",,"538,621",,,,,,,"684,9666577815992"
SE,2014,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"774,4625967325882","774,4625967325882","2277,849","5185,894",,"7463,743",,,,,,,"8238,205596732589"
SE,2014,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","703,382",,,"703,382","703,382"
SE,2014,R5300,Biogases,KTOE,,"1,2037833190025795","1,2037833190025795","8,837","41,273",,"50,11","0,0","0,0","67,635",,,"67,635","118,94878331900259"
SE,2014,RA000,Renewables and biofuels,KTOE,,"7497,159071367155","7497,159071367155",,,"9313,82","9313,82",,,,"905,431","1307,469","905,431","17716,410071367154"
SE,2014,TOTAL,Total,KTOE,"11859,977730008597",,"11859,977730008597",,,"14426,443","14426,443",,,,"6741,558000000001","6943,178000000001","6741,558000000001","33027,9787300086"
SE,2014,W6210,Renewable municipal waste,KTOE,,"139,81083404987103","139,81083404987103","576,263","0,0",,"576,263",,,,,,,"716,073834049871"
SE,2015,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"771,8830610490112","771,8830610490112","2318,31","5370,641",,"7688,950999999999",,,,,,,"8460,83406104901"
SE,2015,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","834,049",,,"834,049","834,049"
SE,2015,R5300,Biogases,KTOE,,"0,945829750644884","0,945829750644884","6,544","44,807",,"51,351","0,0","0,0","76,396",,,"76,396","128,69282975064488"
SE,2015,RA000,Renewables and biofuels,KTOE,,"7878,107308684438","7878,107308684438",,,"9604,267","9604,267",,,,"1048,2","1538,261","1048,2","18530,574308684438"
SE,2015,TOTAL,Total,KTOE,"11984,929922613928",,"11984,929922613928",,,"14688,233","14688,233",,,,"6951,559","7158,19","6951,559","33624,72192261393"
SE,2015,W6210,Renewable municipal waste,KTOE,,"150,38693035253655","150,38693035253655","632,918","0,0",,"632,918",,,,,,,"783,3049303525365"
SE,2016,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"838,2631126397248","838,2631126397248","2476,593","5375,848000000001",,"7852,441000000001",,,,,,,"8690,704112639725"
SE,2016,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","1017,8",,,"1017,8","1017,8"
SE,2016,R5300,Biogases,KTOE,,"0,952536543422184","0,952536543422184","6,544","50,038",,"56,581999999999994","0,0","0,0","86,52",,,"86,52","144,05453654342216"
SE,2016,RA000,Renewables and biofuels,KTOE,,"8040,683061049011","8040,683061049011",,,"9874,679","9874,679",,,,"1249,12","1881,284","1249,12","19164,48206104901"
SE,2016,TOTAL,Total,KTOE,"12395,209200343937",,"12395,209200343937",,,"15069,432","15069,432",,,,"6865,983","7083,182","6865,983","34330,62420034394"
SE,2016,W6210,Renewable municipal waste,KTOE,,"144,53998280309546","144,53998280309546","566,089","0,0",,"566,089",,,,,,,"710,6289828030955"
SE,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"881,3413585554599","881,3413585554599","2517,675","5274,768",,"7792,443",,,,,,,"8673,78435855546"
SE,2017,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","1274,622",,,"1274,622","1274,622"
SE,2017,R5300,Biogases,KTOE,,"0,945829750644884","0,945829750644884","10,39","35,421",,"45,811","0,0","0,0","101,092",,,"101,092","147,84882975064488"
SE,2017,RA000,Renewables and biofuels,KTOE,,"8226,163026655202","8226,163026655202",,,"9813,101","9813,101",,,,"1515,659","1947,441","1515,659","19554,923026655204"
SE,2017,TOTAL,Total,KTOE,"12481,169389509889",,"12481,169389509889",,,"14902,318","14902,318",,,,"7045,238","7255,155","7045,238","34428,725389509884"
SE,2017,W6210,Renewable municipal waste,KTOE,,"152,8804815133276","152,8804815133276","584,384","0,0",,"584,384",,,,,,,"737,2644815133276"
SE,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"876,6122098022355","876,6122098022355","2484,26","5099,933",,"7584,193",,,,,,,"8460,805209802236"
SE,2018,R5200,Liquid biofuels,KTOE,,,,,,,,,"0,0","1389,0410000000004",,,"1389,0410000000004","1389,0410000000004"
SE,2018,R5300,Biogases,KTOE,,"0,8598452278589853","0,8598452278589853","7,5710000000000015","29,139",,"36,71","0,0","0,0","110,702",,,"110,702","148,271845227859"
SE,2018,RA000,Renewables and biofuels,KTOE,,"8318,51083404987","8318,51083404987",,,"9634,305","9634,305",,,,"1643,259","2100,074","1643,259","19596,07483404987"
SE,2018,TOTAL,Total,KTOE,"12560,361134995701",,"12560,361134995701",,,"14736,235","14736,235",,,,"6856,731","7072,004","6856,731","34153,3271349957"
SE,2018,W6210,Renewable municipal waste,KTOE,,"142,39036973344798","142,39036973344798","551,232","0,0",,"551,232",,,,,,,"693,622369733448"
SI,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"7,7781599312123815","7,7781599312123815","9,673","428,49",,"438,163",,,,,,,"445,9411599312124"
SI,2004,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
SI,2004,R5300,Biogases,KTOE,,"2,6065348237317285","2,6065348237317285","0,0","1,5519999999999998",,"1,5519999999999998","0,0","0,0","0,0",,,"0,0","4,158534823731729"
SI,2004,RA000,Renewables and biofuels,KTOE,,"365,31917454858126","365,31917454858126",,,"439,715","439,715",,,,"4,782","11,577","4,782","809,8161745485812"
SI,2004,TOTAL,Total,KTOE,"1248,0653482373173",,"1248,0653482373173",,,"2394,778","2394,778",,,,"1354,567","1361,362","1354,567","4997,4103482373175"
SI,2004,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
SI,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"7,012467755803955","7,012467755803955","9,363","438,163",,"447,526",,,,,,,"454,538467755804"
SI,2005,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","0,0",,,"0,0","0,0"
SI,2005,R5300,Biogases,KTOE,,"2,765950128976784","2,765950128976784","0,0","1,457",,"1,457","0,0","0,0","0,0",,,"0,0","4,222950128976784"
SI,2005,RA000,Renewables and biofuels,KTOE,,"364,44969905417025","364,44969905417025",,,"448,983","448,983",,,,"4,9830000000000005","12,043","4,9830000000000005","818,4156990541702"
SI,2005,TOTAL,Total,KTOE,"1271,8830610490113",,"1271,8830610490113",,,"2373,783","2373,783",,,,"1442,553","1449,6129999999996","1442,553","5088,2190610490115"
SI,2005,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
SI,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"6,494754944110058","6,494754944110058","8,336","419,055",,"427,391",,,,,,,"433,8857549441101"
SI,2006,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","4,08",,,"4,08","4,08"
SI,2006,R5300,Biogases,KTOE,,"2,9854686156491828","2,9854686156491828","0,645","1,385",,"2,0300000000000002","0,0","0,0","0,0",,,"0,0","5,0154686156491834"
SI,2006,RA000,Renewables and biofuels,KTOE,,"367,9731728288908","367,9731728288908",,,"429,421","429,421",,,,"9,063","16,160999999999998","9,063","806,4571728288907"
SI,2006,TOTAL,Total,KTOE,"1303,4393809114358",,"1303,4393809114358",,,"2318,166","2318,166",,,,"1522,634","1529,731","1522,634","5144,2393809114365"
SI,2006,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
SI,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"5,588478073946689","5,588478073946689","8,312000000000001","405,489",,"413,801",,,,,,,"419,3894780739467"
SI,2007,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","13,769",,,"13,769","13,769"
SI,2007,R5300,Biogases,KTOE,,"4,1410146173688736","4,1410146173688736","1,457","1,72",,"3,177","0,0","0,0","0,0",,,"0,0","7,318014617368874"
SI,2007,RA000,Renewables and biofuels,KTOE,,"363,70963026655204","363,70963026655204",,,"416,977","416,977",,,,"18,573","25,521","18,573","799,259630266552"
SI,2007,TOTAL,Total,KTOE,"1313,1556319862425",,"1313,1556319862425",,,"2045,027","2045,027",,,,"1726,175","1733,1229999999996","1726,175","5084,357631986242"
SI,2007,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
SI,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"19,983490971625105","19,983490971625105","10,414","399,111",,"409,525",,,,,,,"429,50849097162506"
SI,2008,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","24,568",,,"24,568","24,568"
SI,2008,R5300,Biogases,KTOE,,"4,807136715391229","4,807136715391229","1,982","1,911",,"3,893","0,0","0,0","0,0",,,"0,0","8,700136715391228"
SI,2008,RA000,Renewables and biofuels,KTOE,,"381,2925193465176","381,2925193465176",,,"413,418","413,418",,,,"29,325","36,171","29,325","824,0355193465177"
SI,2008,TOTAL,Total,KTOE,"1272,5709372312983",,"1272,5709372312983",,,"2149,615","2149,615",,,,"2032,846","2039,691","2032,846","5455,031937231299"
SI,2008,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
SI,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"10,28701633705933","10,28701633705933","16,17","562,339",,"578,509",,,,,,,"588,7960163370593"
SI,2009,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","29,687",,,"29,687","29,687"
SI,2009,R5300,Biogases,KTOE,,"5,90146173688736","5,90146173688736","2,556","2,0780000000000003",,"4,634","0,0","0,0","0,0",,,"0,0","10,53546173688736"
SI,2009,RA000,Renewables and biofuels,KTOE,,"387,30481513327595","387,30481513327595",,,"597,091","597,091",,,,"33,402","38,653","33,402","1017,797815133276"
SI,2009,TOTAL,Total,KTOE,"1147,37747205503",,"1147,37747205503",,,"2166,166","2166,166",,,,"1712,036","1717,287","1712,036","5025,57947205503"
SI,2009,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
SI,2010,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"10,277558039552881","10,277558039552881","17,842","576,192",,"594,034",,,,,,,"604,3115580395529"
SI,2010,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","44,606",,,"44,606","44,606"
SI,2010,R5300,Biogases,KTOE,,"8,370507308684438","8,370507308684438","4,634","2,556",,"7,19","0,0","0,0","0,0",,,"0,0","15,56050730868444"
SI,2010,RA000,Renewables and biofuels,KTOE,,"391,36680997420456","391,36680997420456",,,"635,664","635,664",,,,"49,063","55,401","49,063","1076,0938099742048"
SI,2010,TOTAL,Total,KTOE,"1215,4154772141014",,"1215,4154772141014",,,"2258,589","2258,589",,,,"1770,526","1776,864","1770,526","5244,530477214102"
SI,2010,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
SI,2011,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"10,759845227858985","10,759845227858985","18,797","570,889",,"589,686",,,,,,,"600,445845227859"
SI,2011,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","34,991",,,"34,991","34,991"
SI,2011,R5300,Biogases,KTOE,,"10,886930352536542","10,886930352536542","5,47","2,436",,"7,906","0,0","0,0","0,0",,,"0,0","18,79293035253654"
SI,2011,RA000,Renewables and biofuels,KTOE,,"388,20223559759245","388,20223559759245",,,"634,924","634,924",,,,"39,751","46,58600000000001","39,751","1062,8772355975925"
SI,2011,TOTAL,Total,KTOE,"1250,4680997420464",,"1250,4680997420464",,,"2096,343","2096,343",,,,"1874,138","1880,973","1874,138","5220,949099742046"
SI,2011,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
SI,2012,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"9,817970765262253","9,817970765262253","19,753","545,6669999999998",,"565,4199999999998",,,,,,,"575,237970765262"
SI,2012,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","50,971",,,"50,971","50,971"
SI,2012,R5300,Biogases,KTOE,,"13,164832330180568","13,164832330180568","9,339","2,388",,"11,727","0,0","0,0","0,0",,,"0,0","24,89183233018057"
SI,2012,RA000,Renewables and biofuels,KTOE,,"394,6406706792776","394,6406706792776",,,"616,987","616,987",,,,"55,374","61,68600000000001","55,374","1067,0016706792776"
SI,2012,TOTAL,Total,KTOE,"1247,5754084264831",,"1247,5754084264831",,,"1961,364","1961,364",,,,"1890,715","1897,028","1890,715","5099,654408426483"
SI,2012,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
SI,2013,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"10,215821152192605","10,215821152192605","20,254","571,2719999999998",,"591,5259999999998",,,,,,,"601,7418211521924"
SI,2013,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","57,987",,,"57,987","57,987"
SI,2013,R5300,Biogases,KTOE,,"12,119346517626823","12,119346517626823","8,766","2,317",,"11,083","0,0","0,0","0,0",,,"0,0","23,20234651762682"
SI,2013,RA000,Renewables and biofuels,KTOE,,"413,0406706792777","413,0406706792777",,,"647,2719999999998","647,2719999999998",,,,"62,098","67,944","62,098","1122,4106706792775"
SI,2013,TOTAL,Total,KTOE,"1248,4115219260534",,"1248,4115219260534",,,"1937,946","1937,946",,,,"1796,651","1802,497","1796,651","4983,008521926054"
SI,2013,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
SI,2014,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"10,731642304385211","10,731642304385211","19,394","490,733",,"510,127",,,,,,,"520,8586423043852"
SI,2014,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","42,371",,,"42,371","42,371"
SI,2014,R5300,Biogases,KTOE,,"11,156319862424763","11,156319862424763","8,431000000000001","2,0780000000000003",,"10,509","0,0","0,0","0,0",,,"0,0","21,665319862424763"
SI,2014,RA000,Renewables and biofuels,KTOE,,"420,8554600171969","420,8554600171969",,,"567,378","567,378",,,,"46,07","51,414","46,07","1034,3034600171968"
SI,2014,TOTAL,Total,KTOE,"1239,8568357695615",,"1239,8568357695615",,,"1749,97","1749,97",,,,"1782,569","1787,9129999999998","1782,569","4772,395835769561"
SI,2014,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
SI,2015,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"11,288306104901116","11,288306104901116","26,918000000000006","537,929",,"564,847",,,,,,,"576,1353061049011"
SI,2015,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","29,073",,,"29,073","29,073"
SI,2015,R5300,Biogases,KTOE,,"11,37592433361995","11,37592433361995","7,261","1,887",,"9,148","0,0","0,0","0,0",,,"0,0","20,523924333619952"
SI,2015,RA000,Renewables and biofuels,KTOE,,"415,59810834049875","415,59810834049875",,,"623,34","623,34",,,,"33,397","39,585","33,397","1072,3351083404987"
SI,2015,TOTAL,Total,KTOE,"1269,8993121238175",,"1269,8993121238175",,,"1837,133","1837,133",,,,"1759,349","1765,537","1759,349","4866,381312123817"
SI,2015,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
SI,2016,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"11,743680137575236","11,743680137575236","28,279","556,439",,"584,718",,,,,,,"596,4616801375752"
SI,2016,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","18,192",,,"18,192","18,192"
SI,2016,R5300,Biogases,KTOE,,"12,221496130696474","12,221496130696474","6,6160000000000005","1,624",,"8,24","0,0","0,0","0,0",,,"0,0","20,461496130696474"
SI,2016,RA000,Renewables and biofuels,KTOE,,"414,78039552880483","414,78039552880483",,,"648,0840000000002","648,0840000000002",,,,"23,037","30,042","23,037","1085,901395528805"
SI,2016,TOTAL,Total,KTOE,"1293,6495270851244",,"1293,6495270851244",,,"1905,073","1905,073",,,,"1868,808","1875,813","1868,808","5067,530527085124"
SI,2016,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
SI,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"13,313155631986243","13,313155631986243","30,34","531,491",,"561,831",,,,,,,"575,1441556319862"
SI,2017,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","24,113000000000003",,,"24,113000000000003","24,113000000000003"
SI,2017,R5300,Biogases,KTOE,,"11,18744625967326","11,18744625967326","5,27","1,247",,"6,5169999999999995","0,0","0,0","0,0",,,"0,0","17,70444625967326"
SI,2017,RA000,Renewables and biofuels,KTOE,,"433,2366294067068","433,2366294067068",,,"627,5509999999998","627,5509999999998",,,,"30,659","49,61","30,659","1091,4466294067067"
SI,2017,TOTAL,Total,KTOE,"1336,0266552020637",,"1336,0266552020637",,,"1887,655","1887,655",,,,"1920,095","1929,598","1920,095","5143,776655202064"
SI,2017,W6210,Renewable municipal waste,KTOE,,"0,0","0,0","0,0","0,0",,"0,0",,,,,,,"0,0"
SI,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,,"12,564832330180566","12,564832330180566","28,665","492,958",,"521,623",,,,,,,"534,1878323301806"
SI,2018,R5200,Liquid biofuels,KTOE,,,,,,,,"0,0","0,0","72,0",,,"72,0","72,0"
