geo,year,siec,unit,GEP_NPUMP_MIX,GEP_RED,GFC_ELC,NMLPRD_MIX,NMLPRD_PURE
IT,2016,R5300,GWH,,"8258,73",,,
IT,2016,R5300B,GWH,,"0,0",,,
IT,2016,RA000,GWH,,"110528,025",,,
IT,2016,RA100,GWH,,"46191,420999999995",,,
IT,2016,RA200,GWH,,"6288,573",,,
IT,2016,RA300,GWH,,"16518,523999999998",,,
IT,2016,RA410,GWH,,"0,0",,,
IT,2016,RA420,GWH,,"22104,259",,,
IT,2016,RA500,GWH,,"0,0",,,
IT,2016,TOTAL,GWH,,,"324969,756",,
IT,2016,W6210,GWH,,"2415,439",,,
IT,2017,E7000,GWH,"1568,797",,,"2067,027","43979,636"
IT,2017,R5110-5150_W6000RI,GWH,,"4231,834",,,
IT,2017,R5292P,GWH,,"4463,5779999999995",,,
IT,2017,R5292SB,GWH,,"0,0",,,
IT,2017,R5292SP,GWH,,"4388,515",,,
IT,2017,R5293SB,GWH,,"0,0",,,
IT,2017,R5293SP,GWH,,"733,2919999999999",,,
IT,2017,R5300,GWH,,"8299,124",,,
IT,2017,R5300B,GWH,,"16,423",,,
IT,2017,RA000,GWH,,"113143,388",,,
IT,2017,RA100,GWH,,"46046,663",,,
IT,2017,RA200,GWH,,"6201,159000000001",,,
IT,2017,RA300,GWH,,"17198,328999999998",,,
IT,2017,RA410,GWH,,"0,0",,,
IT,2017,RA420,GWH,,"24377,711",,,
IT,2017,RA500,GWH,,"0,0",,,
IT,2017,TOTAL,GWH,,,"331764,701",,
IT,2017,W6210,GWH,,"2383,631",,,
IT,2018,E7000,GWH,"2520,447",,,"2121,101","44679,045"
IT,2018,R5110-5150_W6000RI,GWH,,"4191,39",,,
IT,2018,R5292P,GWH,,"4290,708",,,
IT,2018,R5292SB,GWH,,"0,0",,,
IT,2018,R5292SP,GWH,,"4216,692",,,
IT,2018,R5293SB,GWH,,"0,0",,,
IT,2018,R5293SP,GWH,,"840,4860000000001",,,
IT,2018,R5300,GWH,,"8299,564",,,
IT,2018,R5300B,GWH,,"49,951",,,
IT,2018,RA000,GWH,,"112610,905",,,
IT,2018,RA100,GWH,,"46800,14599999999",,,
IT,2018,RA200,GWH,,"6105,39",,,
IT,2018,RA300,GWH,,"17923,008",,,
IT,2018,RA410,GWH,,"0,0",,,
IT,2018,RA420,GWH,,"22653,838",,,
IT,2018,RA500,GWH,,"0,0",,,
IT,2018,TOTAL,GWH,,,"331890,885",,
IT,2018,W6210,GWH,,"2370,926",,,
LT,2004,E7000,GWH,"0,0",,,"0,0","407,347"
LT,2004,R5110-5150_W6000RI,GWH,,"4,314",,,
LT,2004,R5292P,GWH,,"0,0",,,
LT,2004,R5292SB,GWH,,"0,0",,,
LT,2004,R5292SP,GWH,,"0,0",,,
LT,2004,R5293SB,GWH,,"0,0",,,
LT,2004,R5293SP,GWH,,"0,0",,,
LT,2004,R5300,GWH,,"1,7990000000000002",,,
LT,2004,R5300B,GWH,,"0,0",,,
LT,2004,RA000,GWH,,"414,46",,,
LT,2004,RA100,GWH,,"407,347",,,
LT,2004,RA200,GWH,,"0,0",,,
LT,2004,RA300,GWH,,"1,0",,,
LT,2004,RA410,GWH,,"0,0",,,
LT,2004,RA420,GWH,,"0,0",,,
LT,2004,RA500,GWH,,"0,0",,,
LT,2004,TOTAL,GWH,,,"11557,0",,
LT,2004,W6210,GWH,,"0,0",,,
LT,2005,E7000,GWH,"0,0",,,"0,0","429,36800000000005"
LT,2005,R5110-5150_W6000RI,GWH,,"2,594",,,
LT,2005,R5292P,GWH,,"0,0",,,
LT,2005,R5292SB,GWH,,"0,0",,,
LT,2005,R5292SP,GWH,,"0,0",,,
LT,2005,R5293SB,GWH,,"0,0",,,
LT,2005,R5293SP,GWH,,"0,0",,,
LT,2005,R5300,GWH,,"4,065",,,
LT,2005,R5300B,GWH,,"0,0",,,
LT,2005,RA000,GWH,,"438,027",,,
LT,2005,RA100,GWH,,"429,36800000000005",,,
LT,2005,RA200,GWH,,"0,0",,,
LT,2005,RA300,GWH,,"2,0",,,
LT,2005,RA410,GWH,,"0,0",,,
LT,2005,RA420,GWH,,"0,0",,,
LT,2005,RA500,GWH,,"0,0",,,
LT,2005,TOTAL,GWH,,,"11449,0",,
LT,2005,W6210,GWH,,"0,0",,,
LT,2006,E7000,GWH,"0,0",,,"0,0","428,092"
LT,2006,R5110-5150_W6000RI,GWH,,"19,346",,,
LT,2006,R5292P,GWH,,"0,0",,,
LT,2006,R5292SB,GWH,,"0,0",,,
LT,2006,R5292SP,GWH,,"0,0",,,
LT,2006,R5293SB,GWH,,"0,0",,,
LT,2006,R5293SP,GWH,,"0,0",,,
LT,2006,R5300,GWH,,"5,4110000000000005",,,
LT,2006,R5300B,GWH,,"0,0",,,
LT,2006,RA000,GWH,,"468,392",,,
LT,2006,RA100,GWH,,"428,092",,,
LT,2006,RA200,GWH,,"0,0",,,
LT,2006,RA300,GWH,,"15,543",,,
LT,2006,RA410,GWH,,"0,0",,,
LT,2006,RA420,GWH,,"0,0",,,
LT,2006,RA500,GWH,,"0,0",,,
LT,2006,TOTAL,GWH,,,"11649,0",,
LT,2006,W6210,GWH,,"0,0",,,
LT,2007,E7000,GWH,"0,0",,,"0,0","423,74"
LT,2007,R5110-5150_W6000RI,GWH,,"48,373000000000005",,,
LT,2007,R5292P,GWH,,"0,0",,,
LT,2007,R5292SB,GWH,,"0,0",,,
LT,2007,R5292SP,GWH,,"0,0",,,
LT,2007,R5293SB,GWH,,"0,0",,,
LT,2007,R5293SP,GWH,,"0,0",,,
LT,2007,R5300,GWH,,"6,336",,,
LT,2007,R5300B,GWH,,"0,0",,,
LT,2007,RA000,GWH,,"563,351",,,
LT,2007,RA100,GWH,,"423,74",,,
LT,2007,RA200,GWH,,"0,0",,,
LT,2007,RA300,GWH,,"84,90299999999999",,,
LT,2007,RA410,GWH,,"0,0",,,
LT,2007,RA420,GWH,,"0,0",,,
LT,2007,RA500,GWH,,"0,0",,,
LT,2007,TOTAL,GWH,,,"12098,0",,
LT,2007,W6210,GWH,,"0,0",,,
LT,2008,E7000,GWH,"0,0",,,"0,0","418,858"
LT,2008,R5110-5150_W6000RI,GWH,,"59,61600000000001",,,
LT,2008,R5292P,GWH,,"0,0",,,
LT,2008,R5292SB,GWH,,"0,0",,,
LT,2008,R5292SP,GWH,,"0,0",,,
LT,2008,R5293SB,GWH,,"0,0",,,
LT,2008,R5293SP,GWH,,"0,0",,,
LT,2008,R5300,GWH,,"9,118",,,
LT,2008,R5300B,GWH,,"0,0",,,
LT,2008,RA000,GWH,,"607,471",,,
LT,2008,RA100,GWH,,"418,858",,,
LT,2008,RA200,GWH,,"0,0",,,
LT,2008,RA300,GWH,,"119,87899999999999",,,
LT,2008,RA410,GWH,,"0,0",,,
LT,2008,RA420,GWH,,"0,0",,,
LT,2008,RA500,GWH,,"0,0",,,
LT,2008,TOTAL,GWH,,,"12370,0",,
LT,2008,W6210,GWH,,"0,0",,,
LT,2009,E7000,GWH,"0,0",,,"0,0","413,991"
LT,2009,R5110-5150_W6000RI,GWH,,"87,322",,,
LT,2009,R5292P,GWH,,"0,0",,,
LT,2009,R5292SB,GWH,,"0,0",,,
LT,2009,R5292SP,GWH,,"0,0",,,
LT,2009,R5293SB,GWH,,"0,0",,,
LT,2009,R5293SP,GWH,,"0,0",,,
LT,2009,R5300,GWH,,"14,774000000000001",,,
LT,2009,R5300B,GWH,,"0,0",,,
LT,2009,RA000,GWH,,"687,243",,,
LT,2009,RA100,GWH,,"413,991",,,
LT,2009,RA200,GWH,,"0,0",,,
LT,2009,RA300,GWH,,"171,15599999999998",,,
LT,2009,RA410,GWH,,"0,0",,,
LT,2009,RA420,GWH,,"0,0",,,
LT,2009,RA500,GWH,,"0,0",,,
LT,2009,TOTAL,GWH,,,"11711,0",,
LT,2009,W6210,GWH,,"0,0",,,
LT,2010,E7000,GWH,"0,0",,,"0,0","419,639"
LT,2010,R5110-5150_W6000RI,GWH,,"115,98299999999999",,,
LT,2010,R5292P,GWH,,"0,0",,,
LT,2010,R5292SB,GWH,,"0,0",,,
LT,2010,R5292SP,GWH,,"0,0",,,
LT,2010,R5293SB,GWH,,"0,0",,,
LT,2010,R5293SP,GWH,,"0,0",,,
LT,2010,R5300,GWH,,"30,818",,,
LT,2010,R5300B,GWH,,"0,0",,,
LT,2010,RA000,GWH,,"812,607",,,
LT,2010,RA100,GWH,,"419,639",,,
LT,2010,RA200,GWH,,"0,0",,,
LT,2010,RA300,GWH,,"246,167",,,
LT,2010,RA410,GWH,,"0,0",,,
LT,2010,RA420,GWH,,"0,0",,,
LT,2010,RA500,GWH,,"0,0",,,
LT,2010,TOTAL,GWH,,,"10984,0",,
LT,2010,W6210,GWH,,"0,0",,,
LT,2011,E7000,GWH,"0,0",,,"0,0","425,089"
LT,2011,R5110-5150_W6000RI,GWH,,"121,402",,,
LT,2011,R5292P,GWH,,"0,0",,,
LT,2011,R5292SB,GWH,,"0,0",,,
LT,2011,R5292SP,GWH,,"0,0",,,
LT,2011,R5293SB,GWH,,"0,0",,,
LT,2011,R5293SP,GWH,,"0,0",,,
LT,2011,R5300,GWH,,"36,582",,,
LT,2011,R5300B,GWH,,"0,0",,,
LT,2011,RA000,GWH,,"991,6460000000001",,,
LT,2011,RA100,GWH,,"425,089",,,
LT,2011,RA200,GWH,,"0,0",,,
LT,2011,RA300,GWH,,"408,57300000000004",,,
LT,2011,RA410,GWH,,"0,0",,,
LT,2011,RA420,GWH,,"0,0",,,
LT,2011,RA500,GWH,,"0,0",,,
LT,2011,TOTAL,GWH,,,"10985,0",,
LT,2011,W6210,GWH,,"0,0",,,
LT,2012,E7000,GWH,"0,0",,,"0,0","429,93800000000005"
LT,2012,R5110-5150_W6000RI,GWH,,"175,549",,,
LT,2012,R5292P,GWH,,"0,0",,,
LT,2012,R5292SB,GWH,,"0,0",,,
LT,2012,R5292SP,GWH,,"0,0",,,
LT,2012,R5293SB,GWH,,"0,0",,,
LT,2012,R5293SP,GWH,,"0,0",,,
LT,2012,R5300,GWH,,"42,066",,,
LT,2012,R5300B,GWH,,"0,0",,,
LT,2012,RA000,GWH,,"1212,258",,,
LT,2012,RA100,GWH,,"429,93800000000005",,,
LT,2012,RA200,GWH,,"0,0",,,
LT,2012,RA300,GWH,,"562,389",,,
LT,2012,RA410,GWH,,"0,0",,,
LT,2012,RA420,GWH,,"2,316",,,
LT,2012,RA500,GWH,,"0,0",,,
LT,2012,TOTAL,GWH,,,"11148,0",,
LT,2012,W6210,GWH,,"0,0",,,
LT,2013,E7000,GWH,"0,0",,,"0,0","431,809"
LT,2013,R5110-5150_W6000RI,GWH,,"278,742",,,
LT,2013,R5292P,GWH,,"0,0",,,
LT,2013,R5292SB,GWH,,"0,0",,,
LT,2013,R5292SP,GWH,,"0,0",,,
LT,2013,R5293SB,GWH,,"0,0",,,
LT,2013,R5293SP,GWH,,"0,0",,,
LT,2013,R5300,GWH,,"59,193000000000005",,,
LT,2013,R5300B,GWH,,"0,0",,,
LT,2013,RA000,GWH,,"1466,6689999999999",,,
LT,2013,RA100,GWH,,"431,809",,,
LT,2013,RA200,GWH,,"0,0",,,
LT,2013,RA300,GWH,,"633,505",,,
LT,2013,RA410,GWH,,"0,0",,,
LT,2013,RA420,GWH,,"44,78",,,
LT,2013,RA500,GWH,,"0,0",,,
LT,2013,TOTAL,GWH,,,"11160,0",,
LT,2013,W6210,GWH,,"18,64",,,
LT,2014,E7000,GWH,"0,0",,,"0,0","429,759"
LT,2014,R5110-5150_W6000RI,GWH,,"292,587",,,
LT,2014,R5292P,GWH,,"0,0",,,
LT,2014,R5292SB,GWH,,"0,0",,,
LT,2014,R5292SP,GWH,,"0,0",,,
LT,2014,R5293SB,GWH,,"0,0",,,
LT,2014,R5293SP,GWH,,"0,0",,,
LT,2014,R5300,GWH,,"78,438",,,
LT,2014,R5300B,GWH,,"0,0",,,
LT,2014,RA000,GWH,,"1552,665",,,
LT,2014,RA100,GWH,,"429,759",,,
LT,2014,RA200,GWH,,"0,0",,,
LT,2014,RA300,GWH,,"650,059",,,
LT,2014,RA410,GWH,,"0,0",,,
LT,2014,RA420,GWH,,"72,984",,,
LT,2014,RA500,GWH,,"0,0",,,
LT,2014,TOTAL,GWH,,,"11331,0",,
LT,2014,W6210,GWH,,"28,839000000000002",,,
LT,2015,E7000,GWH,"0,0",,,"0,0","427,32199999999995"
LT,2015,R5110-5150_W6000RI,GWH,,"318,172",,,
LT,2015,R5292P,GWH,,"0,0",,,
LT,2015,R5292SB,GWH,,"0,0",,,
LT,2015,R5292SP,GWH,,"0,0",,,
LT,2015,R5293SB,GWH,,"0,0",,,
LT,2015,R5293SP,GWH,,"0,0",,,
LT,2015,R5300,GWH,,"86,295",,,
LT,2015,R5300B,GWH,,"0,0",,,
LT,2015,RA000,GWH,,"1782,881",,,
LT,2015,RA100,GWH,,"427,32199999999995",,,
LT,2015,RA200,GWH,,"0,0",,,
LT,2015,RA300,GWH,,"835,72",,,
LT,2015,RA410,GWH,,"0,0",,,
LT,2015,RA420,GWH,,"73,313",,,
LT,2015,RA500,GWH,,"0,0",,,
LT,2015,TOTAL,GWH,,,"11466,0",,
LT,2015,W6210,GWH,,"42,059",,,
LT,2016,E7000,GWH,"0,0",,,"0,0","432,908"
LT,2016,R5110-5150_W6000RI,GWH,,"269,186",,,
LT,2016,R5292P,GWH,,"0,0",,,
LT,2016,R5292SB,GWH,,"0,0",,,
LT,2016,R5292SP,GWH,,"0,0",,,
LT,2016,R5293SB,GWH,,"0,0",,,
LT,2016,R5293SP,GWH,,"0,0",,,
LT,2016,R5300,GWH,,"122,73299999999999",,,
LT,2016,R5300B,GWH,,"0,0",,,
LT,2016,RA000,GWH,,"2017,06",,,
LT,2016,RA100,GWH,,"432,908",,,
LT,2016,RA200,GWH,,"0,0",,,
LT,2016,RA300,GWH,,"1078,347",,,
LT,2016,RA410,GWH,,"0,0",,,
LT,2016,RA420,GWH,,"66,48",,,
LT,2016,RA500,GWH,,"0,0",,,
LT,2016,TOTAL,GWH,,,"11951,0",,
LT,2016,W6210,GWH,,"47,406000000000006",,,
LT,2017,E7000,GWH,"0,0",,,"0,0","446,3"
LT,2017,R5110-5150_W6000RI,GWH,,"303,241",,,
LT,2017,R5292P,GWH,,"0,0",,,
LT,2017,R5292SB,GWH,,"0,0",,,
LT,2017,R5292SP,GWH,,"0,0",,,
LT,2017,R5293SB,GWH,,"0,0",,,
LT,2017,R5293SP,GWH,,"0,0",,,
LT,2017,R5300,GWH,,"127,241",,,
LT,2017,R5300B,GWH,,"0,0",,,
LT,2017,RA000,GWH,,"2242,6820000000002",,,
LT,2017,RA100,GWH,,"446,3",,,
LT,2017,RA200,GWH,,"0,0",,,
LT,2017,RA300,GWH,,"1224,705",,,
LT,2017,RA410,GWH,,"0,0",,,
LT,2017,RA420,GWH,,"68,029",,,
LT,2017,RA500,GWH,,"0,0",,,
LT,2017,TOTAL,GWH,,,"12285,4",,
LT,2017,W6210,GWH,,"73,166",,,
LT,2018,E7000,GWH,"0,0",,,"0,0","451,76300000000003"
LT,2018,R5110-5150_W6000RI,GWH,,"355,1",,,
LT,2018,R5292P,GWH,,"0,0",,,
LT,2018,R5292SB,GWH,,"0,0",,,
LT,2018,R5292SP,GWH,,"0,0",,,
LT,2018,R5293SB,GWH,,"0,0",,,
LT,2018,R5293SP,GWH,,"0,0",,,
LT,2018,R5300,GWH,,"139,9",,,
LT,2018,R5300B,GWH,,"0,0",,,
LT,2018,RA000,GWH,,"2322,099",,,
LT,2018,RA100,GWH,,"451,76300000000003",,,
LT,2018,RA200,GWH,,"0,0",,,
LT,2018,RA300,GWH,,"1240,735",,,
LT,2018,RA410,GWH,,"0,0",,,
LT,2018,RA420,GWH,,"86,6",,,
LT,2018,RA500,GWH,,"0,0",,,
LT,2018,TOTAL,GWH,,,"12615,0",,
LT,2018,W6210,GWH,,"48,0",,,
LU,2004,E7000,GWH,"0,0",,,"0,0","90,811"
LU,2004,R5110-5150_W6000RI,GWH,,"0,0",,,
LU,2004,R5292P,GWH,,"0,0",,,
LU,2004,R5292SB,GWH,,"0,0",,,
LU,2004,R5292SP,GWH,,"0,0",,,
LU,2004,R5293SB,GWH,,"0,0",,,
LU,2004,R5293SP,GWH,,"0,0",,,
LU,2004,R5300,GWH,,"20,344",,,
LU,2004,R5300B,GWH,,"0,0",,,
LU,2004,RA000,GWH,,"186,81900000000002",,,
LU,2004,RA100,GWH,,"90,811",,,
LU,2004,RA200,GWH,,"0,0",,,
LU,2004,RA300,GWH,,"44,233000000000004",,,
LU,2004,RA410,GWH,,"0,0",,,
LU,2004,RA420,GWH,,"9,199",,,
LU,2004,RA500,GWH,,"0,0",,,
LU,2004,TOTAL,GWH,,,"6756,67",,
LU,2004,W6210,GWH,,"22,230999999999998",,,
LU,2005,E7000,GWH,"0,0",,,"0,0","92,27600000000001"
LU,2005,R5110-5150_W6000RI,GWH,,"0,0",,,
LU,2005,R5292P,GWH,,"0,0",,,
LU,2005,R5292SB,GWH,,"0,0",,,
LU,2005,R5292SP,GWH,,"0,0",,,
LU,2005,R5293SB,GWH,,"0,0",,,
LU,2005,R5293SP,GWH,,"0,0",,,
LU,2005,R5300,GWH,,"27,22",,,
LU,2005,R5300B,GWH,,"0,0",,,
LU,2005,RA000,GWH,,"209,96599999999998",,,
LU,2005,RA100,GWH,,"92,27600000000001",,,
LU,2005,RA200,GWH,,"0,0",,,
LU,2005,RA300,GWH,,"53,82899999999999",,,
LU,2005,RA410,GWH,,"0,0",,,
LU,2005,RA420,GWH,,"17,698",,,
LU,2005,RA500,GWH,,"0,0",,,
LU,2005,TOTAL,GWH,,,"6604,938",,
LU,2005,W6210,GWH,,"18,942999999999998",,,
LU,2006,E7000,GWH,"0,0",,,"0,0","94,054"
LU,2006,R5110-5150_W6000RI,GWH,,"0,0",,,
LU,2006,R5292P,GWH,,"0,0",,,
LU,2006,R5292SB,GWH,,"0,0",,,
LU,2006,R5292SP,GWH,,"0,0",,,
LU,2006,R5293SB,GWH,,"0,0",,,
LU,2006,R5293SP,GWH,,"0,0",,,
LU,2006,R5300,GWH,,"32,595",,,
LU,2006,R5300B,GWH,,"0,0",,,
LU,2006,RA000,GWH,,"224,738",,,
LU,2006,RA100,GWH,,"94,054",,,
LU,2006,RA200,GWH,,"0,0",,,
LU,2006,RA300,GWH,,"54,354",,,
LU,2006,RA410,GWH,,"0,0",,,
LU,2006,RA420,GWH,,"21,114",,,
LU,2006,RA500,GWH,,"0,0",,,
LU,2006,TOTAL,GWH,,,"7084,58",,
LU,2006,W6210,GWH,,"22,621",,,
LU,2007,E7000,GWH,"0,0",,,"0,0","97,007"
LU,2007,R5110-5150_W6000RI,GWH,,"0,0",,,
LU,2007,R5292P,GWH,,"0,0",,,
LU,2007,R5292SB,GWH,,"0,0",,,
LU,2007,R5292SP,GWH,,"0,0",,,
LU,2007,R5293SB,GWH,,"0,0",,,
LU,2007,R5293SP,GWH,,"0,0",,,
LU,2007,R5300,GWH,,"36,591",,,
LU,2007,R5300B,GWH,,"0,0",,,
LU,2007,RA000,GWH,,"236,58599999999998",,,
LU,2007,RA100,GWH,,"97,007",,,
LU,2007,RA200,GWH,,"0,0",,,
LU,2007,RA300,GWH,,"56,01",,,
LU,2007,RA410,GWH,,"0,0",,,
LU,2007,RA420,GWH,,"20,901",,,
LU,2007,RA500,GWH,,"0,0",,,
LU,2007,TOTAL,GWH,,,"7159,47",,
LU,2007,W6210,GWH,,"26,076",,,
LU,2008,E7000,GWH,"0,0",,,"0,0","101,195"
LU,2008,R5110-5150_W6000RI,GWH,,"0,0",,,
LU,2008,R5292P,GWH,,"0,0",,,
LU,2008,R5292SB,GWH,,"0,0",,,
LU,2008,R5292SP,GWH,,"0,0",,,
LU,2008,R5293SB,GWH,,"0,0",,,
LU,2008,R5293SP,GWH,,"0,0",,,
LU,2008,R5300,GWH,,"43,827",,,
LU,2008,R5300B,GWH,,"0,0",,,
LU,2008,RA000,GWH,,"253,22099999999998",,,
LU,2008,RA100,GWH,,"101,195",,,
LU,2008,RA200,GWH,,"0,0",,,
LU,2008,RA300,GWH,,"62,347",,,
LU,2008,RA410,GWH,,"0,0",,,
LU,2008,RA420,GWH,,"20,031",,,
LU,2008,RA500,GWH,,"0,0",,,
LU,2008,TOTAL,GWH,,,"7070,508000000001",,
LU,2008,W6210,GWH,,"25,820999999999998",,,
LU,2009,E7000,GWH,"0,0",,,"0,0","102,488"
LU,2009,R5110-5150_W6000RI,GWH,,"0,0",,,
LU,2009,R5292P,GWH,,"0,0",,,
LU,2009,R5292SB,GWH,,"0,0",,,
LU,2009,R5292SP,GWH,,"0,0",,,
LU,2009,R5293SB,GWH,,"0,0",,,
LU,2009,R5293SP,GWH,,"0,0",,,
LU,2009,R5300,GWH,,"53,32899999999999",,,
LU,2009,R5300B,GWH,,"0,0",,,
LU,2009,RA000,GWH,,"269,697",,,
LU,2009,RA100,GWH,,"102,488",,,
LU,2009,RA200,GWH,,"0,0",,,
LU,2009,RA300,GWH,,"68,707",,,
LU,2009,RA410,GWH,,"0,0",,,
LU,2009,RA420,GWH,,"20,316",,,
LU,2009,RA500,GWH,,"0,0",,,
LU,2009,TOTAL,GWH,,,"6569,501",,
LU,2009,W6210,GWH,,"24,855999999999998",,,
LU,2010,E7000,GWH,"0,0",,,"0,0","103,914"
LU,2010,R5110-5150_W6000RI,GWH,,"0,0",,,
LU,2010,R5292P,GWH,,"0,0",,,
LU,2010,R5292SB,GWH,,"0,0",,,
LU,2010,R5292SP,GWH,,"0,0",,,
LU,2010,R5293SB,GWH,,"0,0",,,
LU,2010,R5293SP,GWH,,"0,0",,,
LU,2010,R5300,GWH,,"55,957",,,
LU,2010,R5300B,GWH,,"0,0",,,
LU,2010,RA000,GWH,,"276,191",,,
LU,2010,RA100,GWH,,"103,914",,,
LU,2010,RA200,GWH,,"0,0",,,
LU,2010,RA300,GWH,,"66,988",,,
LU,2010,RA410,GWH,,"0,0",,,
LU,2010,RA420,GWH,,"21,148000000000003",,,
LU,2010,RA500,GWH,,"0,0",,,
LU,2010,TOTAL,GWH,,,"7294,39",,
LU,2010,W6210,GWH,,"28,183000000000003",,,
LU,2011,E7000,GWH,"0,0",,,"0,0","103,956"
LU,2011,R5110-5150_W6000RI,GWH,,"0,0",,,
LU,2011,R5292P,GWH,,"0,0",,,
LU,2011,R5292SB,GWH,,"0,0",,,
LU,2011,R5292SP,GWH,,"0,0",,,
LU,2011,R5293SB,GWH,,"0,0",,,
LU,2011,R5293SP,GWH,,"0,0",,,
LU,2011,R5300,GWH,,"55,306000000000004",,,
LU,2011,R5300B,GWH,,"1,439",,,
LU,2011,RA000,GWH,,"290,569",,,
LU,2011,RA100,GWH,,"103,956",,,
LU,2011,RA200,GWH,,"0,0",,,
LU,2011,RA300,GWH,,"66,45",,,
LU,2011,RA410,GWH,,"0,0",,,
LU,2011,RA420,GWH,,"25,744",,,
LU,2011,RA500,GWH,,"0,0",,,
LU,2011,TOTAL,GWH,,,"7130,741999999999",,
LU,2011,W6210,GWH,,"37,673",,,
LU,2012,E7000,GWH,"0,0",,,"0,0","104,757"
LU,2012,R5110-5150_W6000RI,GWH,,"0,0",,,
LU,2012,R5292P,GWH,,"0,0",,,
LU,2012,R5292SB,GWH,,"0,0",,,
LU,2012,R5292SP,GWH,,"0,0",,,
LU,2012,R5293SB,GWH,,"0,0",,,
LU,2012,R5293SP,GWH,,"0,0",,,
LU,2012,R5300,GWH,,"57,797",,,
LU,2012,R5300B,GWH,,"8,202",,,
LU,2012,RA000,GWH,,"319,962",,,
LU,2012,RA100,GWH,,"104,757",,,
LU,2012,RA200,GWH,,"0,0",,,
LU,2012,RA300,GWH,,"74,715",,,
LU,2012,RA410,GWH,,"0,0",,,
LU,2012,RA420,GWH,,"38,277",,,
LU,2012,RA500,GWH,,"0,0",,,
LU,2012,TOTAL,GWH,,,"6866,170999999999",,
LU,2012,W6210,GWH,,"36,214",,,
LU,2013,E7000,GWH,"0,0",,,"0,0","104,73200000000001"
LU,2013,R5110-5150_W6000RI,GWH,,"1,954",,,
LU,2013,R5292P,GWH,,"0,0",,,
LU,2013,R5292SB,GWH,,"0,0",,,
LU,2013,R5292SP,GWH,,"0,0",,,
LU,2013,R5293SB,GWH,,"0,0",,,
LU,2013,R5293SP,GWH,,"0,0",,,
LU,2013,R5300,GWH,,"56,465",,,
LU,2013,R5300B,GWH,,"6,024",,,
LU,2013,RA000,GWH,,"362,043",,,
LU,2013,RA100,GWH,,"104,73200000000001",,,
LU,2013,RA200,GWH,,"0,0",,,
LU,2013,RA300,GWH,,"83,337",,,
LU,2013,RA410,GWH,,"0,0",,,
LU,2013,RA420,GWH,,"73,738",,,
LU,2013,RA500,GWH,,"0,0",,,
LU,2013,TOTAL,GWH,,,"6794,188",,
LU,2013,W6210,GWH,,"35,792",,,
LU,2014,E7000,GWH,"0,0",,,"0,0","106,027"
LU,2014,R5110-5150_W6000RI,GWH,,"21,006",,,
LU,2014,R5292P,GWH,,"0,0",,,
LU,2014,R5292SB,GWH,,"0,0",,,
LU,2014,R5292SP,GWH,,"0,0",,,
LU,2014,R5293SB,GWH,,"0,0",,,
LU,2014,R5293SP,GWH,,"0,0",,,
LU,2014,R5300,GWH,,"60,51",,,
LU,2014,R5300B,GWH,,"7,0089999999999995",,,
LU,2014,RA000,GWH,,"405,06800000000004",,,
LU,2014,RA100,GWH,,"106,027",,,
LU,2014,RA200,GWH,,"0,0",,,
LU,2014,RA300,GWH,,"82,066",,,
LU,2014,RA410,GWH,,"0,0",,,
LU,2014,RA420,GWH,,"94,741",,,
LU,2014,RA500,GWH,,"0,0",,,
LU,2014,TOTAL,GWH,,,"6798,187",,
LU,2014,W6210,GWH,,"33,709",,,
LU,2015,E7000,GWH,"0,0",,,"0,0","104,042"
LU,2015,R5110-5150_W6000RI,GWH,,"24,17",,,
LU,2015,R5292P,GWH,,"0,0",,,
LU,2015,R5292SB,GWH,,"0,0",,,
LU,2015,R5292SP,GWH,,"0,0",,,
LU,2015,R5293SB,GWH,,"0,0",,,
LU,2015,R5293SP,GWH,,"0,0",,,
LU,2015,R5300,GWH,,"61,599",,,
LU,2015,R5300B,GWH,,"5,17",,,
LU,2015,RA000,GWH,,"429,681",,,
LU,2015,RA100,GWH,,"104,042",,,
LU,2015,RA200,GWH,,"0,0",,,
LU,2015,RA300,GWH,,"90,785",,,
LU,2015,RA410,GWH,,"0,0",,,
LU,2015,RA420,GWH,,"103,721",,,
LU,2015,RA500,GWH,,"0,0",,,
LU,2015,TOTAL,GWH,,,"6934,024",,
LU,2015,W6210,GWH,,"40,195",,,
LU,2016,E7000,GWH,"0,0",,,"0,0","103,932"
LU,2016,R5110-5150_W6000RI,GWH,,"25,11",,,
LU,2016,R5292P,GWH,,"0,0",,,
LU,2016,R5292SB,GWH,,"0,0",,,
LU,2016,R5292SP,GWH,,"0,0",,,
LU,2016,R5293SB,GWH,,"0,0",,,
LU,2016,R5293SP,GWH,,"0,0",,,
LU,2016,R5300,GWH,,"72,697",,,
LU,2016,R5300B,GWH,,"1,694",,,
LU,2016,RA000,GWH,,"472,785",,,
LU,2016,RA100,GWH,,"103,932",,,
LU,2016,RA200,GWH,,"0,0",,,
LU,2016,RA300,GWH,,"126,853",,,
LU,2016,RA410,GWH,,"0,0",,,
LU,2016,RA420,GWH,,"100,288",,,
LU,2016,RA500,GWH,,"0,0",,,
LU,2016,TOTAL,GWH,,,"7083,543000000001",,
LU,2016,W6210,GWH,,"42,211000000000006",,,
LU,2017,E7000,GWH,"0,0",,,"0,0","103,55799999999999"
LU,2017,R5110-5150_W6000RI,GWH,,"52,013999999999996",,,
