,geo,year,siec,unit,BIOFCON_LIM_TRA,BIOF_FS_SHR,FC_TRA_E_RED,FC_TRA_OTH_E_RED,FC_TRA_RAIL_E_RED,FC_TRA_ROAD_E_RED,GFC_TRA_E_MULTI,GFC_TRA_E_NMULTI,LIM_TT,NRG_MNBRFT_E,ST_MS_TRA
4575,DE,2013,R5260S,KTOE,,,"0,0",,,,,,,,
4576,DE,2013,R5261S,KTOE,,,"0,0",,,,,,,,
4577,DE,2013,R5262S,KTOE,,,"0,0",,,,,,,,
4578,DE,2013,R5263S,KTOE,,,"0,0",,,,,,,,
4579,DE,2013,R5264S,KTOE,,,"0,0",,,,,,,,
4580,DE,2013,R5265S,KTOE,,,"0,0",,,,,,,,
4581,DE,2013,R5266S,KTOE,,,"0,0",,,,,,,,
4582,DE,2013,R5267S,KTOE,,,"0,0",,,,,,,,
4583,DE,2013,R5268S,KTOE,,,"0,0",,,,,,,,
4584,DE,2013,R5269S,KTOE,,,"0,0",,,,,,,,
4585,DE,2013,R5270S,KTOE,,,"0,0",,,,,,,,
4586,DE,2013,R5271S,KTOE,,,"0,0",,,,,,,,
4587,DE,2013,R5272S,KTOE,,,"0,0",,,,,,,,
4588,DE,2013,R5273S,KTOE,,,"595,721",,,,,,,,
4589,DE,2013,R5274S,KTOE,,,"595,721",,,,,,,,
4590,DE,2013,R5275S,KTOE,,,"0,0",,,,,,,,
4591,DE,2013,R5276S,KTOE,,,"2051,424",,,,,,,,
4592,DE,2013,R5277S,KTOE,,,"0,0",,,,,,,,
4593,DE,2013,R5278S,KTOE,,,"58,653",,,,,,,,
4594,DE,2013,R5279S,KTOE,,,"0,0",,,,,,,,
4595,DE,2013,R5300,KTOE,,,,"0,0","0,0","41,488",,,,,
4596,DE,2013,RA000,KTOE,,,,,,,"3848,034","2924,303",,,"0,0"
4597,DE,2013,RHYD,KTOE,,,"0,0",,,,,,,,
4598,DE,2013,RSYNF,KTOE,,,"0,0",,,,,,,,
4599,DE,2013,TOTAL,KTOE,,,,,,,"52696,94","52374,924000000006",,,
4600,DE,2014,E7000,KTOE,,,,,,,,,,"0,0",
4601,DE,2014,E7100,KTOE,,,,"0,0","233,201","1,0979999999999999",,,,,
4602,DE,2014,E7200,KTOE,,,,"0,0","752,955","3,545",,,,,
4603,DE,2014,R5200,KTOE,"2281,224",,,"0,0","19,983","2732,6",,,"3739,363",,
4604,DE,2014,R5200,PC,,"4,27",,,,,,,,,
4605,DE,2014,R5250S,KTOE,,,"2763,4509999999996",,,,,,,,
4606,DE,2014,R5251S,KTOE,,,"334,786",,,,,,,,
4607,DE,2014,R5252S,KTOE,,,"5,278",,,,,,,,
4608,DE,2014,R5253S,KTOE,,,"0,0",,,,,,,,
4609,DE,2014,R5254S,KTOE,,,"0,0",,,,,,,,
4610,DE,2014,R5255S,KTOE,,,"0,0",,,,,,,,
4611,DE,2014,R5256S,KTOE,,,"0,0",,,,,,,,
4612,DE,2014,R5257S,KTOE,,,"0,0",,,,,,,,
4613,DE,2014,R5258S,KTOE,,,"0,0",,,,,,,,
4614,DE,2014,R5259S,KTOE,,,"0,0",,,,,,,,
4615,DE,2014,R5260S,KTOE,,,"0,0",,,,,,,,
4616,DE,2014,R5261S,KTOE,,,"0,0",,,,,,,,
4617,DE,2014,R5262S,KTOE,,,"0,0",,,,,,,,
4618,DE,2014,R5263S,KTOE,,,"0,0",,,,,,,,
4619,DE,2014,R5264S,KTOE,,,"0,0",,,,,,,,
4620,DE,2014,R5265S,KTOE,,,"0,0",,,,,,,,
4621,DE,2014,R5266S,KTOE,,,"0,0",,,,,,,,
4622,DE,2014,R5267S,KTOE,,,"0,0",,,,,,,,
4623,DE,2014,R5268S,KTOE,,,"0,0",,,,,,,,
4624,DE,2014,R5269S,KTOE,,,"0,0",,,,,,,,
4625,DE,2014,R5270S,KTOE,,,"0,0",,,,,,,,
4626,DE,2014,R5271S,KTOE,,,"0,0",,,,,,,,
4627,DE,2014,R5272S,KTOE,,,"0,0",,,,,,,,
4628,DE,2014,R5273S,KTOE,,,"329,50699999999995",,,,,,,,
4629,DE,2014,R5274S,KTOE,,,"329,50699999999995",,,,,,,,
4630,DE,2014,R5275S,KTOE,,,"0,0",,,,,,,,
4631,DE,2014,R5276S,KTOE,,,"2281,224",,,,,,,,
4632,DE,2014,R5277S,KTOE,,,"0,0",,,,,,,,
4633,DE,2014,R5278S,KTOE,,,"147,442",,,,,,,,
4634,DE,2014,R5279S,KTOE,,,"0,0",,,,,,,,
4635,DE,2014,R5300,KTOE,,,,"0,0","0,0","38,621",,,,,
4636,DE,2014,RA000,KTOE,,,,,,,"3686,7290000000003","2997,75",,,"0,0"
4637,DE,2014,RHYD,KTOE,,,"0,0",,,,,,,,
4638,DE,2014,RSYNF,KTOE,,,"0,0",,,,,,,,
4639,DE,2014,TOTAL,KTOE,,,,,,,"53419,477","53069,676",,,
4640,DE,2015,E7000,KTOE,,,,,,,,,,"0,0",
4641,DE,2015,E7100,KTOE,,,,"0,0","241,019","1,72",,,,,
4642,DE,2015,E7200,KTOE,,,,"0,0","710,743","5,073",,,,,
4643,DE,2015,R5200,KTOE,"2066,362",,,"0,0","17,043","2533,092",,,"3795,022",,
4644,DE,2015,R5200,PC,,"3,8110000000000004",,,,,,,,,
4645,DE,2015,R5250S,KTOE,,,"2561,2929999999997",,,,,,,,
4646,DE,2015,R5251S,KTOE,,,"389,56",,,,,,,,
4647,DE,2015,R5252S,KTOE,,,"5,559",,,,,,,,
4648,DE,2015,R5253S,KTOE,,,"0,0",,,,,,,,
4649,DE,2015,R5254S,KTOE,,,"0,222",,,,,,,,
4650,DE,2015,R5255S,KTOE,,,"1,944",,,,,,,,
4651,DE,2015,R5256S,KTOE,,,"0,499",,,,,,,,
4652,DE,2015,R5257S,KTOE,,,"1,294",,,,,,,,
4653,DE,2015,R5258S,KTOE,,,"0,052000000000000005",,,,,,,,
4654,DE,2015,R5259S,KTOE,,,"0,0",,,,,,,,
4655,DE,2015,R5260S,KTOE,,,"0,0",,,,,,,,
4656,DE,2015,R5261S,KTOE,,,"1,011",,,,,,,,
4657,DE,2015,R5262S,KTOE,,,"0,402",,,,,,,,
4658,DE,2015,R5263S,KTOE,,,"0,135",,,,,,,,
4659,DE,2015,R5264S,KTOE,,,"0,0",,,,,,,,
4660,DE,2015,R5265S,KTOE,,,"0,0",,,,,,,,
4661,DE,2015,R5266S,KTOE,,,"0,0",,,,,,,,
4662,DE,2015,R5267S,KTOE,,,"0,0",,,,,,,,
4663,DE,2015,R5268S,KTOE,,,"0,0",,,,,,,,
4664,DE,2015,R5269S,KTOE,,,"0,0",,,,,,,,
4665,DE,2015,R5270S,KTOE,,,"0,0",,,,,,,,
4666,DE,2015,R5271S,KTOE,,,"0,0",,,,,,,,
4667,DE,2015,R5272S,KTOE,,,"0,0",,,,,,,,
4668,DE,2015,R5273S,KTOE,,,"384,0",,,,,,,,
4669,DE,2015,R5274S,KTOE,,,"384,0",,,,,,,,
4670,DE,2015,R5275S,KTOE,,,"0,0",,,,,,,,
4671,DE,2015,R5276S,KTOE,,,"2066,362",,,,,,,,
4672,DE,2015,R5277S,KTOE,,,"0,0",,,,,,,,
4673,DE,2015,R5278S,KTOE,,,"105,37100000000001",,,,,,,,
4674,DE,2015,R5279S,KTOE,,,"0,0",,,,,,,,
4675,DE,2015,R5300,KTOE,,,,"0,0","0,0","29,665",,,,,
4676,DE,2015,RA000,KTOE,,,,,,,"3562,002","2804,032",,,"0,0"
4677,DE,2015,RHYD,KTOE,,,"0,0",,,,,,,,
4678,DE,2015,RSYNF,KTOE,,,"0,0",,,,,,,,
4679,DE,2015,TOTAL,KTOE,,,,,,,"54214,60400000001","53853,075",,,
4680,DE,2016,E7000,KTOE,,,,,,,,,,"0,0",
4681,DE,2016,E7100,KTOE,,,,"0,0","281,921","2,6180000000000003",,,,,
4682,DE,2016,E7200,KTOE,,,,"0,0","718,079","6,667999999999999",,,,,
4683,DE,2016,R5200,KTOE,"1783,68",,,"0,0","17,035999999999998","2538,399",,,"3878,998",,
4684,DE,2016,R5200,PC,,"3,219",,,,,,,,,
4685,DE,2016,R5250S,KTOE,,,"2545,236",,,,,,,,
4686,DE,2016,R5251S,KTOE,,,"623,387",,,,,,,,
4687,DE,2016,R5252S,KTOE,,,"6,718",,,,,,,,
4688,DE,2016,R5253S,KTOE,,,"0,0",,,,,,,,
4689,DE,2016,R5254S,KTOE,,,"0,027000000000000003",,,,,,,,
4690,DE,2016,R5255S,KTOE,,,"2,0340000000000003",,,,,,,,
4691,DE,2016,R5256S,KTOE,,,"1,27",,,,,,,,
4692,DE,2016,R5257S,KTOE,,,"0,0",,,,,,,,
4693,DE,2016,R5258S,KTOE,,,"0,040999999999999995",,,,,,,,
4694,DE,2016,R5259S,KTOE,,,"2,716",,,,,,,,
4695,DE,2016,R5260S,KTOE,,,"0,0",,,,,,,,
4696,DE,2016,R5261S,KTOE,,,"0,133",,,,,,,,
4697,DE,2016,R5262S,KTOE,,,"0,402",,,,,,,,
4698,DE,2016,R5263S,KTOE,,,"0,094",,,,,,,,
4699,DE,2016,R5264S,KTOE,,,"0,0",,,,,,,,
4700,DE,2016,R5265S,KTOE,,,"0,0",,,,,,,,
4701,DE,2016,R5266S,KTOE,,,"0,0",,,,,,,,
4702,DE,2016,R5267S,KTOE,,,"0,0",,,,,,,,
4703,DE,2016,R5268S,KTOE,,,"0,0",,,,,,,,
4704,DE,2016,R5269S,KTOE,,,"0,0",,,,,,,,
4705,DE,2016,R5270S,KTOE,,,"0,0",,,,,,,,
4706,DE,2016,R5271S,KTOE,,,"0,0",,,,,,,,
4707,DE,2016,R5272S,KTOE,,,"0,0",,,,,,,,
4708,DE,2016,R5273S,KTOE,,,"616,669",,,,,,,,
4709,DE,2016,R5274S,KTOE,,,"616,669",,,,,,,,
4710,DE,2016,R5275S,KTOE,,,"0,0",,,,,,,,
4711,DE,2016,R5276S,KTOE,,,"1783,68",,,,,,,,
4712,DE,2016,R5277S,KTOE,,,"0,0",,,,,,,,
4713,DE,2016,R5278S,KTOE,,,"138,16899999999998",,,,,,,,
4714,DE,2016,R5279S,KTOE,,,"0,0",,,,,,,,
4715,DE,2016,R5300,KTOE,,,,"0,0","0,0","32,555",,,,,
4716,DE,2016,RA000,KTOE,,,,,,,"3886,515","2829,775",,,"0,0"
4717,DE,2016,RHYD,KTOE,,,"0,0",,,,,,,,
4718,DE,2016,RSYNF,KTOE,,,"0,0",,,,,,,,
4719,DE,2016,TOTAL,KTOE,,,,,,,"55414,257000000005","54991,376",,,
4720,DE,2017,E7000,KTOE,,,,,,,,,,"0,0",
4721,DE,2017,E7100,KTOE,,,,"0,0","313,337","4,169",,,,,
4722,DE,2017,E7200,KTOE,,,,"0,0","701,2810000000001","9,331",,,,,
4723,DE,2017,R5200,KTOE,"1817,5910000000001",,,"0,0","14,177","2566,5370000000003",,,"3951,567",,
4724,DE,2017,R5200,PC,,"3,22",,,,,,,,,
4725,DE,2017,R5250S,KTOE,,,"2557,86",,,,,,,,
4726,DE,2017,R5251S,KTOE,,,"605,372",,,,,,,,
4727,DE,2017,R5252S,KTOE,,,"5,356",,,,,,,,
4728,DE,2017,R5253S,KTOE,,,"0,0",,,,,,,,
4729,DE,2017,R5254S,KTOE,,,"0,0",,,,,,,,
4730,DE,2017,R5255S,KTOE,,,"2,0540000000000003",,,,,,,,
4731,DE,2017,R5256S,KTOE,,,"1,385",,,,,,,,
4732,DE,2017,R5257S,KTOE,,,"0,005",,,,,,,,
4733,DE,2017,R5258S,KTOE,,,"0,07200000000000001",,,,,,,,
4734,DE,2017,R5259S,KTOE,,,"1,63",,,,,,,,
4735,DE,2017,R5260S,KTOE,,,"0,067",,,,,,,,
4736,DE,2017,R5261S,KTOE,,,"0,0",,,,,,,,
4737,DE,2017,R5262S,KTOE,,,"0,0",,,,,,,,
4738,DE,2017,R5263S,KTOE,,,"0,14300000000000002",,,,,,,,
4739,DE,2017,R5264S,KTOE,,,"0,0",,,,,,,,
4740,DE,2017,R5265S,KTOE,,,"0,0",,,,,,,,
4741,DE,2017,R5266S,KTOE,,,"0,0",,,,,,,,
4742,DE,2017,R5267S,KTOE,,,"0,0",,,,,,,,
4743,DE,2017,R5268S,KTOE,,,"0,0",,,,,,,,
4744,DE,2017,R5269S,KTOE,,,"0,0",,,,,,,,
4745,DE,2017,R5270S,KTOE,,,"0,0",,,,,,,,
4746,DE,2017,R5271S,KTOE,,,"0,0",,,,,,,,
4747,DE,2017,R5272S,KTOE,,,"0,0",,,,,,,,
4748,DE,2017,R5273S,KTOE,,,"600,016",,,,,,,,
4749,DE,2017,R5274S,KTOE,,,"600,016",,,,,,,,
4750,DE,2017,R5275S,KTOE,,,"0,0",,,,,,,,
4751,DE,2017,R5276S,KTOE,,,"1817,5910000000001",,,,,,,,
4752,DE,2017,R5277S,KTOE,,,"0,0",,,,,,,,
4753,DE,2017,R5278S,KTOE,,,"134,89700000000002",,,,,,,,
4754,DE,2017,R5279S,KTOE,,,"0,0",,,,,,,,
4755,DE,2017,R5300,KTOE,,,,"0,0","0,0","38,287",,,,,
4756,DE,2017,RA000,KTOE,,,,,,,"3967,4190000000003","2875,366",,,"0,0"
4757,DE,2017,RHYD,KTOE,,,"0,0",,,,,,,,
4758,DE,2017,RSYNF,KTOE,,,"0,0",,,,,,,,
4759,DE,2017,TOTAL,KTOE,,,,,,,"56450,962","55980,957",,,
4760,DE,2018,E7000,KTOE,,,,,,,,,,"0,0",
4761,DE,2018,E7100,KTOE,,,,"0,0","329,10900000000004","6,2989999999999995",,,,,
4762,DE,2018,E7200,KTOE,,,,"0,0","690,6669999999999","13,219000000000001",,,,,
4763,DE,2018,R5200,KTOE,"1727,0439999999999",,,"0,0","12,399000000000001","2674,301",,,"3830,9570000000003",,
4764,DE,2018,R5200,PC,,"3,156",,,,,,,,,
4765,DE,2018,R5250S,KTOE,,,"2686,349",,,,,,,,
4766,DE,2018,R5251S,KTOE,,,"791,529",,,,,,,,
4767,DE,2018,R5252S,KTOE,,,"8,118",,,,,,,,
4768,DE,2018,R5253S,KTOE,,,"0,0",,,,,,,,
4769,DE,2018,R5254S,KTOE,,,"0,0",,,,,,,,
4770,DE,2018,R5255S,KTOE,,,"4,562",,,,,,,,
4771,DE,2018,R5256S,KTOE,,,"1,266",,,,,,,,
4772,DE,2018,R5257S,KTOE,,,"0,0",,,,,,,,
4773,DE,2018,R5258S,KTOE,,,"0,0",,,,,,,,
4774,DE,2018,R5259S,KTOE,,,"1,08",,,,,,,,
4775,DE,2018,R5260S,KTOE,,,"0,0",,,,,,,,
4776,DE,2018,R5261S,KTOE,,,"0,006999999999999999",,,,,,,,
4777,DE,2018,R5262S,KTOE,,,"0,0",,,,,,,,
4778,DE,2018,R5263S,KTOE,,,"0,024",,,,,,,,
4779,DE,2018,R5264S,KTOE,,,"0,0",,,,,,,,
4780,DE,2018,R5265S,KTOE,,,"0,0",,,,,,,,
4781,DE,2018,R5266S,KTOE,,,"0,0",,,,,,,,
4782,DE,2018,R5267S,KTOE,,,"0,0",,,,,,,,
4783,DE,2018,R5268S,KTOE,,,"1,18",,,,,,,,
4784,DE,2018,R5269S,KTOE,,,"0,0",,,,,,,,
4785,DE,2018,R5270S,KTOE,,,"0,0",,,,,,,,
4786,DE,2018,R5271S,KTOE,,,"0,0",,,,,,,,
4787,DE,2018,R5272S,KTOE,,,"0,0",,,,,,,,
4788,DE,2018,R5273S,KTOE,,,"783,41",,,,,,,,
4789,DE,2018,R5274S,KTOE,,,"783,41",,,,,,,,
4790,DE,2018,R5275S,KTOE,,,"0,0",,,,,,,,
4791,DE,2018,R5276S,KTOE,,,"1727,0439999999999",,,,,,,,
4792,DE,2018,R5277S,KTOE,,,"0,0",,,,,,,,
4793,DE,2018,R5278S,KTOE,,,"167,77599999999998",,,,,,,,
4794,DE,2018,R5279S,KTOE,,,"0,0",,,,,,,,
4795,DE,2018,R5300,KTOE,,,,"0,0","0,0","33,415",,,,,
4796,DE,2018,RA000,KTOE,,,,,,,"4332,146","3021,757",,,"0,0"
4797,DE,2018,RHYD,KTOE,,,"0,0",,,,,,,,
4798,DE,2018,RSYNF,KTOE,,,"0,0",,,,,,,,
4799,DE,2018,TOTAL,KTOE,,,,,,,"54727,962999999996","54234,299000000006",,,
4800,DK,2004,E7000,KTOE,,,,,,,,,,"0,0",
4801,DK,2004,E7100,KTOE,,,,"0,0","7,557","0,0",,,,,
4802,DK,2004,E7200,KTOE,,,,"0,0","24,256999999999998","0,0",,,,,
4803,DK,2004,R5200,KTOE,,,,"0,0","0,0","0,0",,,,,
4804,DK,2004,R5200,PC,,,,,,,,,,,
4805,DK,2004,R5250S,KTOE,,,"0,0",,,,,,,,
4806,DK,2004,R5251S,KTOE,,,"0,0",,,,,,,,
4807,DK,2004,R5252S,KTOE,,,,,,,,,,,
4808,DK,2004,R5253S,KTOE,,,,,,,,,,,
4809,DK,2004,R5254S,KTOE,,,,,,,,,,,
4810,DK,2004,R5255S,KTOE,,,,,,,,,,,
4811,DK,2004,R5256S,KTOE,,,,,,,,,,,
4812,DK,2004,R5257S,KTOE,,,,,,,,,,,
4813,DK,2004,R5258S,KTOE,,,,,,,,,,,
4814,DK,2004,R5259S,KTOE,,,,,,,,,,,
4815,DK,2004,R5260S,KTOE,,,,,,,,,,,
4816,DK,2004,R5261S,KTOE,,,,,,,,,,,
4817,DK,2004,R5262S,KTOE,,,,,,,,,,,
4818,DK,2004,R5263S,KTOE,,,,,,,,,,,
4819,DK,2004,R5264S,KTOE,,,,,,,,,,,
4820,DK,2004,R5265S,KTOE,,,,,,,,,,,
4821,DK,2004,R5266S,KTOE,,,,,,,,,,,
4822,DK,2004,R5267S,KTOE,,,,,,,,,,,
4823,DK,2004,R5268S,KTOE,,,,,,,,,,,
4824,DK,2004,R5269S,KTOE,,,,,,,,,,,
4825,DK,2004,R5270S,KTOE,,,,,,,,,,,
4826,DK,2004,R5271S,KTOE,,,,,,,,,,,
4827,DK,2004,R5272S,KTOE,,,,,,,,,,,
4828,DK,2004,R5273S,KTOE,,,,,,,,,,,
4829,DK,2004,R5274S,KTOE,,,,,,,,,,,
4830,DK,2004,R5275S,KTOE,,,,,,,,,,,
4831,DK,2004,R5276S,KTOE,,,,,,,,,,,
4832,DK,2004,R5277S,KTOE,,,,,,,,,,,
4833,DK,2004,R5278S,KTOE,,,,,,,,,,,
4834,DK,2004,R5279S,KTOE,,,,,,,,,,,
4835,DK,2004,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
4836,DK,2004,RA000,KTOE,,,,,,,"18,893","7,557",,,"0,0"
4837,DK,2004,RHYD,KTOE,,,"0,0",,,,,,,,
4838,DK,2004,RSYNF,KTOE,,,"0,0",,,,,,,,
4839,DK,2004,TOTAL,KTOE,,,,,,,"4246,871","4235,535",,,
4840,DK,2005,E7000,KTOE,,,,,,,,,,"0,0",
4841,DK,2005,E7100,KTOE,,,,"0,0","7,659","0,0",,,,,
4842,DK,2005,E7200,KTOE,,,,"0,0","24,585","0,0",,,,,
4843,DK,2005,R5200,KTOE,,,,"0,0","0,0","0,0",,,,,
4844,DK,2005,R5200,PC,,,,,,,,,,,
4845,DK,2005,R5250S,KTOE,,,"0,0",,,,,,,,
4846,DK,2005,R5251S,KTOE,,,"0,0",,,,,,,,
4847,DK,2005,R5252S,KTOE,,,,,,,,,,,
4848,DK,2005,R5253S,KTOE,,,,,,,,,,,
4849,DK,2005,R5254S,KTOE,,,,,,,,,,,
4850,DK,2005,R5255S,KTOE,,,,,,,,,,,
4851,DK,2005,R5256S,KTOE,,,,,,,,,,,
4852,DK,2005,R5257S,KTOE,,,,,,,,,,,
4853,DK,2005,R5258S,KTOE,,,,,,,,,,,
4854,DK,2005,R5259S,KTOE,,,,,,,,,,,
4855,DK,2005,R5260S,KTOE,,,,,,,,,,,
4856,DK,2005,R5261S,KTOE,,,,,,,,,,,
4857,DK,2005,R5262S,KTOE,,,,,,,,,,,
4858,DK,2005,R5263S,KTOE,,,,,,,,,,,
4859,DK,2005,R5264S,KTOE,,,,,,,,,,,
4860,DK,2005,R5265S,KTOE,,,,,,,,,,,
4861,DK,2005,R5266S,KTOE,,,,,,,,,,,
4862,DK,2005,R5267S,KTOE,,,,,,,,,,,
4863,DK,2005,R5268S,KTOE,,,,,,,,,,,
4864,DK,2005,R5269S,KTOE,,,,,,,,,,,
4865,DK,2005,R5270S,KTOE,,,,,,,,,,,
4866,DK,2005,R5271S,KTOE,,,,,,,,,,,
4867,DK,2005,R5272S,KTOE,,,,,,,,,,,
4868,DK,2005,R5273S,KTOE,,,,,,,,,,,
4869,DK,2005,R5274S,KTOE,,,,,,,,,,,
4870,DK,2005,R5275S,KTOE,,,,,,,,,,,
4871,DK,2005,R5276S,KTOE,,,,,,,,,,,
4872,DK,2005,R5277S,KTOE,,,,,,,,,,,
4873,DK,2005,R5278S,KTOE,,,,,,,,,,,
4874,DK,2005,R5279S,KTOE,,,,,,,,,,,
4875,DK,2005,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
4876,DK,2005,RA000,KTOE,,,,,,,"19,148","7,659",,,"0,0"
4877,DK,2005,RHYD,KTOE,,,"0,0",,,,,,,,
4878,DK,2005,RSYNF,KTOE,,,"0,0",,,,,,,,
4879,DK,2005,TOTAL,KTOE,,,,,,,"4322,428","4310,939",,,
4880,DK,2006,E7000,KTOE,,,,,,,,,,"0,0",
4881,DK,2006,E7100,KTOE,,,,"0,0","7,68","0,0",,,,,
4882,DK,2006,E7200,KTOE,,,,"0,0","24,651","0,0",,,,,
4883,DK,2006,R5200,KTOE,,,,"0,0","0,0","3,826",,,,,
4884,DK,2006,R5200,PC,,,,,,,,,,,
4885,DK,2006,R5250S,KTOE,,,"3,826",,,,,,,,
4886,DK,2006,R5251S,KTOE,,,"0,0",,,,,,,,
4887,DK,2006,R5252S,KTOE,,,,,,,,,,,
4888,DK,2006,R5253S,KTOE,,,,,,,,,,,
4889,DK,2006,R5254S,KTOE,,,,,,,,,,,
4890,DK,2006,R5255S,KTOE,,,,,,,,,,,
4891,DK,2006,R5256S,KTOE,,,,,,,,,,,
4892,DK,2006,R5257S,KTOE,,,,,,,,,,,
4893,DK,2006,R5258S,KTOE,,,,,,,,,,,
4894,DK,2006,R5259S,KTOE,,,,,,,,,,,
4895,DK,2006,R5260S,KTOE,,,,,,,,,,,
4896,DK,2006,R5261S,KTOE,,,,,,,,,,,
4897,DK,2006,R5262S,KTOE,,,,,,,,,,,
4898,DK,2006,R5263S,KTOE,,,,,,,,,,,
4899,DK,2006,R5264S,KTOE,,,,,,,,,,,
4900,DK,2006,R5265S,KTOE,,,,,,,,,,,
4901,DK,2006,R5266S,KTOE,,,,,,,,,,,
4902,DK,2006,R5267S,KTOE,,,,,,,,,,,
4903,DK,2006,R5268S,KTOE,,,,,,,,,,,
4904,DK,2006,R5269S,KTOE,,,,,,,,,,,
4905,DK,2006,R5270S,KTOE,,,,,,,,,,,
4906,DK,2006,R5271S,KTOE,,,,,,,,,,,
4907,DK,2006,R5272S,KTOE,,,,,,,,,,,
4908,DK,2006,R5273S,KTOE,,,,,,,,,,,
4909,DK,2006,R5274S,KTOE,,,,,,,,,,,
4910,DK,2006,R5275S,KTOE,,,,,,,,,,,
4911,DK,2006,R5276S,KTOE,,,,,,,,,,,
4912,DK,2006,R5277S,KTOE,,,,,,,,,,,
4913,DK,2006,R5278S,KTOE,,,,,,,,,,,
4914,DK,2006,R5279S,KTOE,,,,,,,,,,,
4915,DK,2006,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
4916,DK,2006,RA000,KTOE,,,,,,,"23,025","11,505999999999998",,,"0,0"
4917,DK,2006,RHYD,KTOE,,,"0,0",,,,,,,,
4918,DK,2006,RSYNF,KTOE,,,"0,0",,,,,,,,
4919,DK,2006,TOTAL,KTOE,,,,,,,"4420,839","4409,32",,,
4920,DK,2007,E7000,KTOE,,,,,,,,,,"0,0",
4921,DK,2007,E7100,KTOE,,,,"0,0","7,545","0,0",,,,,
4922,DK,2007,E7200,KTOE,,,,"0,0","23,066","0,0",,,,,
4923,DK,2007,R5200,KTOE,,,,"0,0","0,0","5,739",,,,,
4924,DK,2007,R5200,PC,,,,,,,,,,,
4925,DK,2007,R5250S,KTOE,,,"5,739",,,,,,,,
4926,DK,2007,R5251S,KTOE,,,"0,0",,,,,,,,
4927,DK,2007,R5252S,KTOE,,,,,,,,,,,
4928,DK,2007,R5253S,KTOE,,,,,,,,,,,
4929,DK,2007,R5254S,KTOE,,,,,,,,,,,
4930,DK,2007,R5255S,KTOE,,,,,,,,,,,
4931,DK,2007,R5256S,KTOE,,,,,,,,,,,
4932,DK,2007,R5257S,KTOE,,,,,,,,,,,
4933,DK,2007,R5258S,KTOE,,,,,,,,,,,
4934,DK,2007,R5259S,KTOE,,,,,,,,,,,
4935,DK,2007,R5260S,KTOE,,,,,,,,,,,
4936,DK,2007,R5261S,KTOE,,,,,,,,,,,
4937,DK,2007,R5262S,KTOE,,,,,,,,,,,
4938,DK,2007,R5263S,KTOE,,,,,,,,,,,
4939,DK,2007,R5264S,KTOE,,,,,,,,,,,
4940,DK,2007,R5265S,KTOE,,,,,,,,,,,
4941,DK,2007,R5266S,KTOE,,,,,,,,,,,
4942,DK,2007,R5267S,KTOE,,,,,,,,,,,
4943,DK,2007,R5268S,KTOE,,,,,,,,,,,
4944,DK,2007,R5269S,KTOE,,,,,,,,,,,
4945,DK,2007,R5270S,KTOE,,,,,,,,,,,
4946,DK,2007,R5271S,KTOE,,,,,,,,,,,
4947,DK,2007,R5272S,KTOE,,,,,,,,,,,
4948,DK,2007,R5273S,KTOE,,,,,,,,,,,
4949,DK,2007,R5274S,KTOE,,,,,,,,,,,
4950,DK,2007,R5275S,KTOE,,,,,,,,,,,
4951,DK,2007,R5276S,KTOE,,,,,,,,,,,
4952,DK,2007,R5277S,KTOE,,,,,,,,,,,
4953,DK,2007,R5278S,KTOE,,,,,,,,,,,
4954,DK,2007,R5279S,KTOE,,,,,,,,,,,
4955,DK,2007,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
4956,DK,2007,RA000,KTOE,,,,,,,"24,601","13,284",,,"0,0"
4957,DK,2007,RHYD,KTOE,,,"0,0",,,,,,,,
4958,DK,2007,RSYNF,KTOE,,,"0,0",,,,,,,,
4959,DK,2007,TOTAL,KTOE,,,,,,,"4601,589","4590,272",,,
4960,DK,2008,E7000,KTOE,,,,,,,,,,"0,0",
4961,DK,2008,E7100,KTOE,,,,"0,0","7,79","0,0",,,,,
4962,DK,2008,E7200,KTOE,,,,"0,0","24,713","0,0",,,,,
4963,DK,2008,R5200,KTOE,,,,"0,0","0,0","5,102",,,,,
4964,DK,2008,R5200,PC,,,,,,,,,,,
4965,DK,2008,R5250S,KTOE,,,"5,102",,,,,,,,
4966,DK,2008,R5251S,KTOE,,,"0,0",,,,,,,,
4967,DK,2008,R5252S,KTOE,,,,,,,,,,,
4968,DK,2008,R5253S,KTOE,,,,,,,,,,,
4969,DK,2008,R5254S,KTOE,,,,,,,,,,,
4970,DK,2008,R5255S,KTOE,,,,,,,,,,,
4971,DK,2008,R5256S,KTOE,,,,,,,,,,,
4972,DK,2008,R5257S,KTOE,,,,,,,,,,,
4973,DK,2008,R5258S,KTOE,,,,,,,,,,,
4974,DK,2008,R5259S,KTOE,,,,,,,,,,,
4975,DK,2008,R5260S,KTOE,,,,,,,,,,,
4976,DK,2008,R5261S,KTOE,,,,,,,,,,,
4977,DK,2008,R5262S,KTOE,,,,,,,,,,,
4978,DK,2008,R5263S,KTOE,,,,,,,,,,,
4979,DK,2008,R5264S,KTOE,,,,,,,,,,,
4980,DK,2008,R5265S,KTOE,,,,,,,,,,,
