,geo,year,siec,unit,BIOFCON_LIM_TRA,BIOF_FS_SHR,FC_TRA_E_RED,FC_TRA_OTH_E_RED,FC_TRA_RAIL_E_RED,FC_TRA_ROAD_E_RED,GFC_TRA_E_MULTI,GFC_TRA_E_NMULTI,LIM_TT,NRG_MNBRFT_E,ST_MS_TRA
0,AL,2004,E7000,KTOE,,,,,,,,,,"0,0",
1,AL,2004,E7100,KTOE,,,,"0,722","0,0","0,0",,,,,
2,AL,2004,E7200,KTOE,,,,"0,31","0,0","0,0",,,,,
3,AL,2004,R5200,KTOE,,,,"0,0","0,0","0,0",,,,,
4,AL,2004,R5200,PC,,,,,,,,,,,
5,AL,2004,R5250S,KTOE,,,"0,0",,,,,,,,
6,AL,2004,R5251S,KTOE,,,"0,0",,,,,,,,
7,AL,2004,R5252S,KTOE,,,,,,,,,,,
8,AL,2004,R5253S,KTOE,,,,,,,,,,,
9,AL,2004,R5254S,KTOE,,,,,,,,,,,
10,AL,2004,R5255S,KTOE,,,,,,,,,,,
11,AL,2004,R5256S,KTOE,,,,,,,,,,,
12,AL,2004,R5257S,KTOE,,,,,,,,,,,
13,AL,2004,R5258S,KTOE,,,,,,,,,,,
14,AL,2004,R5259S,KTOE,,,,,,,,,,,
15,AL,2004,R5260S,KTOE,,,,,,,,,,,
16,AL,2004,R5261S,KTOE,,,,,,,,,,,
17,AL,2004,R5262S,KTOE,,,,,,,,,,,
18,AL,2004,R5263S,KTOE,,,,,,,,,,,
19,AL,2004,R5264S,KTOE,,,,,,,,,,,
20,AL,2004,R5265S,KTOE,,,,,,,,,,,
21,AL,2004,R5266S,KTOE,,,,,,,,,,,
22,AL,2004,R5267S,KTOE,,,,,,,,,,,
23,AL,2004,R5268S,KTOE,,,,,,,,,,,
24,AL,2004,R5269S,KTOE,,,,,,,,,,,
25,AL,2004,R5270S,KTOE,,,,,,,,,,,
26,AL,2004,R5271S,KTOE,,,,,,,,,,,
27,AL,2004,R5272S,KTOE,,,,,,,,,,,
28,AL,2004,R5273S,KTOE,,,,,,,,,,,
29,AL,2004,R5274S,KTOE,,,,,,,,,,,
30,AL,2004,R5275S,KTOE,,,,,,,,,,,
31,AL,2004,R5276S,KTOE,,,,,,,,,,,
32,AL,2004,R5277S,KTOE,,,,,,,,,,,
33,AL,2004,R5278S,KTOE,,,,,,,,,,,
34,AL,2004,R5279S,KTOE,,,,,,,,,,,
35,AL,2004,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
36,AL,2004,RA000,KTOE,,,,,,,"0,722","0,722",,,"0,0"
37,AL,2004,RHYD,KTOE,,,"0,0",,,,,,,,
38,AL,2004,RSYNF,KTOE,,,"0,0",,,,,,,,
39,AL,2004,TOTAL,KTOE,,,,,,,"732,2819999999999","732,2819999999999",,,
40,AL,2005,E7000,KTOE,,,,,,,,,,"0,0",
41,AL,2005,E7100,KTOE,,,,"0,722","0,0","0,0",,,,,
42,AL,2005,E7200,KTOE,,,,"0,31","0,0","0,0",,,,,
43,AL,2005,R5200,KTOE,,,,"0,0","0,0","0,0",,,,,
44,AL,2005,R5200,PC,,,,,,,,,,,
45,AL,2005,R5250S,KTOE,,,"0,0",,,,,,,,
46,AL,2005,R5251S,KTOE,,,"0,0",,,,,,,,
47,AL,2005,R5252S,KTOE,,,,,,,,,,,
48,AL,2005,R5253S,KTOE,,,,,,,,,,,
49,AL,2005,R5254S,KTOE,,,,,,,,,,,
50,AL,2005,R5255S,KTOE,,,,,,,,,,,
51,AL,2005,R5256S,KTOE,,,,,,,,,,,
52,AL,2005,R5257S,KTOE,,,,,,,,,,,
53,AL,2005,R5258S,KTOE,,,,,,,,,,,
54,AL,2005,R5259S,KTOE,,,,,,,,,,,
55,AL,2005,R5260S,KTOE,,,,,,,,,,,
56,AL,2005,R5261S,KTOE,,,,,,,,,,,
57,AL,2005,R5262S,KTOE,,,,,,,,,,,
58,AL,2005,R5263S,KTOE,,,,,,,,,,,
59,AL,2005,R5264S,KTOE,,,,,,,,,,,
60,AL,2005,R5265S,KTOE,,,,,,,,,,,
61,AL,2005,R5266S,KTOE,,,,,,,,,,,
62,AL,2005,R5267S,KTOE,,,,,,,,,,,
63,AL,2005,R5268S,KTOE,,,,,,,,,,,
64,AL,2005,R5269S,KTOE,,,,,,,,,,,
65,AL,2005,R5270S,KTOE,,,,,,,,,,,
66,AL,2005,R5271S,KTOE,,,,,,,,,,,
67,AL,2005,R5272S,KTOE,,,,,,,,,,,
68,AL,2005,R5273S,KTOE,,,,,,,,,,,
69,AL,2005,R5274S,KTOE,,,,,,,,,,,
70,AL,2005,R5275S,KTOE,,,,,,,,,,,
71,AL,2005,R5276S,KTOE,,,,,,,,,,,
72,AL,2005,R5277S,KTOE,,,,,,,,,,,
73,AL,2005,R5278S,KTOE,,,,,,,,,,,
74,AL,2005,R5279S,KTOE,,,,,,,,,,,
75,AL,2005,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
76,AL,2005,RA000,KTOE,,,,,,,"0,722","0,722",,,"0,0"
77,AL,2005,RHYD,KTOE,,,"0,0",,,,,,,,
78,AL,2005,RSYNF,KTOE,,,"0,0",,,,,,,,
79,AL,2005,TOTAL,KTOE,,,,,,,"758,985","758,985",,,
80,AL,2006,E7000,KTOE,,,,,,,,,,"0,0",
81,AL,2006,E7100,KTOE,,,,"0,0","0,0","0,0",,,,,
82,AL,2006,E7200,KTOE,,,,"0,0","0,0","0,0",,,,,
83,AL,2006,R5200,KTOE,,,,"0,0","0,0","0,0",,,,,
84,AL,2006,R5200,PC,,,,,,,,,,,
85,AL,2006,R5250S,KTOE,,,"0,0",,,,,,,,
86,AL,2006,R5251S,KTOE,,,"0,0",,,,,,,,
87,AL,2006,R5252S,KTOE,,,,,,,,,,,
88,AL,2006,R5253S,KTOE,,,,,,,,,,,
89,AL,2006,R5254S,KTOE,,,,,,,,,,,
90,AL,2006,R5255S,KTOE,,,,,,,,,,,
91,AL,2006,R5256S,KTOE,,,,,,,,,,,
92,AL,2006,R5257S,KTOE,,,,,,,,,,,
93,AL,2006,R5258S,KTOE,,,,,,,,,,,
94,AL,2006,R5259S,KTOE,,,,,,,,,,,
95,AL,2006,R5260S,KTOE,,,,,,,,,,,
96,AL,2006,R5261S,KTOE,,,,,,,,,,,
97,AL,2006,R5262S,KTOE,,,,,,,,,,,
98,AL,2006,R5263S,KTOE,,,,,,,,,,,
99,AL,2006,R5264S,KTOE,,,,,,,,,,,
100,AL,2006,R5265S,KTOE,,,,,,,,,,,
101,AL,2006,R5266S,KTOE,,,,,,,,,,,
102,AL,2006,R5267S,KTOE,,,,,,,,,,,
103,AL,2006,R5268S,KTOE,,,,,,,,,,,
104,AL,2006,R5269S,KTOE,,,,,,,,,,,
105,AL,2006,R5270S,KTOE,,,,,,,,,,,
106,AL,2006,R5271S,KTOE,,,,,,,,,,,
107,AL,2006,R5272S,KTOE,,,,,,,,,,,
108,AL,2006,R5273S,KTOE,,,,,,,,,,,
109,AL,2006,R5274S,KTOE,,,,,,,,,,,
110,AL,2006,R5275S,KTOE,,,,,,,,,,,
111,AL,2006,R5276S,KTOE,,,,,,,,,,,
112,AL,2006,R5277S,KTOE,,,,,,,,,,,
113,AL,2006,R5278S,KTOE,,,,,,,,,,,
114,AL,2006,R5279S,KTOE,,,,,,,,,,,
115,AL,2006,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
116,AL,2006,RA000,KTOE,,,,,,,"0,0","0,0",,,"0,0"
117,AL,2006,RHYD,KTOE,,,"0,0",,,,,,,,
118,AL,2006,RSYNF,KTOE,,,"0,0",,,,,,,,
119,AL,2006,TOTAL,KTOE,,,,,,,"610,06","610,06",,,
120,AL,2007,E7000,KTOE,,,,,,,,,,"0,0",
121,AL,2007,E7100,KTOE,,,,"0,0","0,0","0,0",,,,,
122,AL,2007,E7200,KTOE,,,,"0,0","0,0","0,0",,,,,
123,AL,2007,R5200,KTOE,,,,"0,0","0,0","0,0",,,,,
124,AL,2007,R5200,PC,,,,,,,,,,,
125,AL,2007,R5250S,KTOE,,,"0,0",,,,,,,,
126,AL,2007,R5251S,KTOE,,,"0,0",,,,,,,,
127,AL,2007,R5252S,KTOE,,,,,,,,,,,
128,AL,2007,R5253S,KTOE,,,,,,,,,,,
129,AL,2007,R5254S,KTOE,,,,,,,,,,,
130,AL,2007,R5255S,KTOE,,,,,,,,,,,
131,AL,2007,R5256S,KTOE,,,,,,,,,,,
132,AL,2007,R5257S,KTOE,,,,,,,,,,,
133,AL,2007,R5258S,KTOE,,,,,,,,,,,
134,AL,2007,R5259S,KTOE,,,,,,,,,,,
135,AL,2007,R5260S,KTOE,,,,,,,,,,,
136,AL,2007,R5261S,KTOE,,,,,,,,,,,
137,AL,2007,R5262S,KTOE,,,,,,,,,,,
138,AL,2007,R5263S,KTOE,,,,,,,,,,,
139,AL,2007,R5264S,KTOE,,,,,,,,,,,
140,AL,2007,R5265S,KTOE,,,,,,,,,,,
141,AL,2007,R5266S,KTOE,,,,,,,,,,,
142,AL,2007,R5267S,KTOE,,,,,,,,,,,
143,AL,2007,R5268S,KTOE,,,,,,,,,,,
144,AL,2007,R5269S,KTOE,,,,,,,,,,,
145,AL,2007,R5270S,KTOE,,,,,,,,,,,
146,AL,2007,R5271S,KTOE,,,,,,,,,,,
147,AL,2007,R5272S,KTOE,,,,,,,,,,,
148,AL,2007,R5273S,KTOE,,,,,,,,,,,
149,AL,2007,R5274S,KTOE,,,,,,,,,,,
150,AL,2007,R5275S,KTOE,,,,,,,,,,,
151,AL,2007,R5276S,KTOE,,,,,,,,,,,
152,AL,2007,R5277S,KTOE,,,,,,,,,,,
153,AL,2007,R5278S,KTOE,,,,,,,,,,,
154,AL,2007,R5279S,KTOE,,,,,,,,,,,
155,AL,2007,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
156,AL,2007,RA000,KTOE,,,,,,,"0,0","0,0",,,"0,0"
157,AL,2007,RHYD,KTOE,,,"0,0",,,,,,,,
158,AL,2007,RSYNF,KTOE,,,"0,0",,,,,,,,
159,AL,2007,TOTAL,KTOE,,,,,,,"687,0880000000001","687,0880000000001",,,
160,AL,2008,E7000,KTOE,,,,,,,,,,"0,0",
161,AL,2008,E7100,KTOE,,,,"0,0","0,0","0,0",,,,,
162,AL,2008,E7200,KTOE,,,,"0,0","0,0","0,0",,,,,
163,AL,2008,R5200,KTOE,,,,"0,0","0,0","0,0",,,,,
164,AL,2008,R5200,PC,,,,,,,,,,,
165,AL,2008,R5250S,KTOE,,,"0,0",,,,,,,,
166,AL,2008,R5251S,KTOE,,,"0,0",,,,,,,,
167,AL,2008,R5252S,KTOE,,,,,,,,,,,
168,AL,2008,R5253S,KTOE,,,,,,,,,,,
169,AL,2008,R5254S,KTOE,,,,,,,,,,,
170,AL,2008,R5255S,KTOE,,,,,,,,,,,
171,AL,2008,R5256S,KTOE,,,,,,,,,,,
172,AL,2008,R5257S,KTOE,,,,,,,,,,,
173,AL,2008,R5258S,KTOE,,,,,,,,,,,
174,AL,2008,R5259S,KTOE,,,,,,,,,,,
175,AL,2008,R5260S,KTOE,,,,,,,,,,,
176,AL,2008,R5261S,KTOE,,,,,,,,,,,
177,AL,2008,R5262S,KTOE,,,,,,,,,,,
178,AL,2008,R5263S,KTOE,,,,,,,,,,,
179,AL,2008,R5264S,KTOE,,,,,,,,,,,
180,AL,2008,R5265S,KTOE,,,,,,,,,,,
181,AL,2008,R5266S,KTOE,,,,,,,,,,,
182,AL,2008,R5267S,KTOE,,,,,,,,,,,
183,AL,2008,R5268S,KTOE,,,,,,,,,,,
184,AL,2008,R5269S,KTOE,,,,,,,,,,,
185,AL,2008,R5270S,KTOE,,,,,,,,,,,
186,AL,2008,R5271S,KTOE,,,,,,,,,,,
187,AL,2008,R5272S,KTOE,,,,,,,,,,,
188,AL,2008,R5273S,KTOE,,,,,,,,,,,
189,AL,2008,R5274S,KTOE,,,,,,,,,,,
190,AL,2008,R5275S,KTOE,,,,,,,,,,,
191,AL,2008,R5276S,KTOE,,,,,,,,,,,
192,AL,2008,R5277S,KTOE,,,,,,,,,,,
193,AL,2008,R5278S,KTOE,,,,,,,,,,,
194,AL,2008,R5279S,KTOE,,,,,,,,,,,
195,AL,2008,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
196,AL,2008,RA000,KTOE,,,,,,,"0,0","0,0",,,"0,0"
197,AL,2008,RHYD,KTOE,,,"0,0",,,,,,,,
198,AL,2008,RSYNF,KTOE,,,"0,0",,,,,,,,
199,AL,2008,TOTAL,KTOE,,,,,,,"745,6289999999999","745,6289999999999",,,
200,AL,2009,E7000,KTOE,,,,,,,,,,"0,0",
201,AL,2009,E7100,KTOE,,,,"0,0","0,0","0,0",,,,,
202,AL,2009,E7200,KTOE,,,,"0,0","0,0","0,0",,,,,
203,AL,2009,R5200,KTOE,,,,"0,0","0,0","0,0",,,,,
204,AL,2009,R5200,PC,,,,,,,,,,,
205,AL,2009,R5250S,KTOE,,,"0,0",,,,,,,,
206,AL,2009,R5251S,KTOE,,,"0,0",,,,,,,,
207,AL,2009,R5252S,KTOE,,,,,,,,,,,
208,AL,2009,R5253S,KTOE,,,,,,,,,,,
209,AL,2009,R5254S,KTOE,,,,,,,,,,,
210,AL,2009,R5255S,KTOE,,,,,,,,,,,
211,AL,2009,R5256S,KTOE,,,,,,,,,,,
212,AL,2009,R5257S,KTOE,,,,,,,,,,,
213,AL,2009,R5258S,KTOE,,,,,,,,,,,
214,AL,2009,R5259S,KTOE,,,,,,,,,,,
215,AL,2009,R5260S,KTOE,,,,,,,,,,,
216,AL,2009,R5261S,KTOE,,,,,,,,,,,
217,AL,2009,R5262S,KTOE,,,,,,,,,,,
218,AL,2009,R5263S,KTOE,,,,,,,,,,,
219,AL,2009,R5264S,KTOE,,,,,,,,,,,
220,AL,2009,R5265S,KTOE,,,,,,,,,,,
221,AL,2009,R5266S,KTOE,,,,,,,,,,,
222,AL,2009,R5267S,KTOE,,,,,,,,,,,
223,AL,2009,R5268S,KTOE,,,,,,,,,,,
224,AL,2009,R5269S,KTOE,,,,,,,,,,,
225,AL,2009,R5270S,KTOE,,,,,,,,,,,
226,AL,2009,R5271S,KTOE,,,,,,,,,,,
227,AL,2009,R5272S,KTOE,,,,,,,,,,,
228,AL,2009,R5273S,KTOE,,,,,,,,,,,
229,AL,2009,R5274S,KTOE,,,,,,,,,,,
230,AL,2009,R5275S,KTOE,,,,,,,,,,,
231,AL,2009,R5276S,KTOE,,,,,,,,,,,
232,AL,2009,R5277S,KTOE,,,,,,,,,,,
233,AL,2009,R5278S,KTOE,,,,,,,,,,,
234,AL,2009,R5279S,KTOE,,,,,,,,,,,
235,AL,2009,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
236,AL,2009,RA000,KTOE,,,,,,,"0,0","0,0",,,"0,0"
237,AL,2009,RHYD,KTOE,,,"0,0",,,,,,,,
238,AL,2009,RSYNF,KTOE,,,"0,0",,,,,,,,
239,AL,2009,TOTAL,KTOE,,,,,,,"743,575","743,575",,,
240,AL,2010,E7000,KTOE,,,,,,,,,,"0,0",
241,AL,2010,E7100,KTOE,,,,"0,0","0,0","0,0",,,,,
242,AL,2010,E7200,KTOE,,,,"0,0","0,0","0,0",,,,,
243,AL,2010,R5200,KTOE,,,,"0,0","0,0","0,0",,,,,
244,AL,2010,R5200,PC,,,,,,,,,,,
245,AL,2010,R5250S,KTOE,,,"0,0",,,,,,,,
246,AL,2010,R5251S,KTOE,,,"0,0",,,,,,,,
247,AL,2010,R5252S,KTOE,,,,,,,,,,,
248,AL,2010,R5253S,KTOE,,,,,,,,,,,
249,AL,2010,R5254S,KTOE,,,,,,,,,,,
250,AL,2010,R5255S,KTOE,,,,,,,,,,,
251,AL,2010,R5256S,KTOE,,,,,,,,,,,
252,AL,2010,R5257S,KTOE,,,,,,,,,,,
253,AL,2010,R5258S,KTOE,,,,,,,,,,,
254,AL,2010,R5259S,KTOE,,,,,,,,,,,
255,AL,2010,R5260S,KTOE,,,,,,,,,,,
256,AL,2010,R5261S,KTOE,,,,,,,,,,,
257,AL,2010,R5262S,KTOE,,,,,,,,,,,
258,AL,2010,R5263S,KTOE,,,,,,,,,,,
259,AL,2010,R5264S,KTOE,,,,,,,,,,,
260,AL,2010,R5265S,KTOE,,,,,,,,,,,
261,AL,2010,R5266S,KTOE,,,,,,,,,,,
262,AL,2010,R5267S,KTOE,,,,,,,,,,,
263,AL,2010,R5268S,KTOE,,,,,,,,,,,
264,AL,2010,R5269S,KTOE,,,,,,,,,,,
265,AL,2010,R5270S,KTOE,,,,,,,,,,,
266,AL,2010,R5271S,KTOE,,,,,,,,,,,
267,AL,2010,R5272S,KTOE,,,,,,,,,,,
268,AL,2010,R5273S,KTOE,,,,,,,,,,,
269,AL,2010,R5274S,KTOE,,,,,,,,,,,
270,AL,2010,R5275S,KTOE,,,,,,,,,,,
271,AL,2010,R5276S,KTOE,,,,,,,,,,,
272,AL,2010,R5277S,KTOE,,,,,,,,,,,
273,AL,2010,R5278S,KTOE,,,,,,,,,,,
274,AL,2010,R5279S,KTOE,,,,,,,,,,,
275,AL,2010,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
276,AL,2010,RA000,KTOE,,,,,,,"0,0","0,0",,,"0,0"
277,AL,2010,RHYD,KTOE,,,"0,0",,,,,,,,
278,AL,2010,RSYNF,KTOE,,,"0,0",,,,,,,,
279,AL,2010,TOTAL,KTOE,,,,,,,"722,007","722,007",,,
280,AL,2011,E7000,KTOE,,,,,,,,,,"0,0",
281,AL,2011,E7100,KTOE,,,,"0,0","0,0","0,0",,,,,
282,AL,2011,E7200,KTOE,,,,"0,0","0,0","0,0",,,,,
283,AL,2011,R5200,KTOE,"0,0",,,"0,0","0,0","0,0",,,"53,56",,
284,AL,2011,R5200,PC,,"0,0",,,,,,,,,
285,AL,2011,R5250S,KTOE,,,"0,0",,,,,,,,
286,AL,2011,R5251S,KTOE,,,"0,0",,,,,,,,
287,AL,2011,R5252S,KTOE,,,"0,0",,,,,,,,
288,AL,2011,R5253S,KTOE,,,"0,0",,,,,,,,
289,AL,2011,R5254S,KTOE,,,"0,0",,,,,,,,
290,AL,2011,R5255S,KTOE,,,"0,0",,,,,,,,
291,AL,2011,R5256S,KTOE,,,"0,0",,,,,,,,
292,AL,2011,R5257S,KTOE,,,"0,0",,,,,,,,
293,AL,2011,R5258S,KTOE,,,"0,0",,,,,,,,
294,AL,2011,R5259S,KTOE,,,"0,0",,,,,,,,
295,AL,2011,R5260S,KTOE,,,"0,0",,,,,,,,
296,AL,2011,R5261S,KTOE,,,"0,0",,,,,,,,
297,AL,2011,R5262S,KTOE,,,"0,0",,,,,,,,
298,AL,2011,R5263S,KTOE,,,"0,0",,,,,,,,
299,AL,2011,R5264S,KTOE,,,"0,0",,,,,,,,
300,AL,2011,R5265S,KTOE,,,"0,0",,,,,,,,
301,AL,2011,R5266S,KTOE,,,"0,0",,,,,,,,
302,AL,2011,R5267S,KTOE,,,"0,0",,,,,,,,
303,AL,2011,R5268S,KTOE,,,"0,0",,,,,,,,
304,AL,2011,R5269S,KTOE,,,"0,0",,,,,,,,
305,AL,2011,R5270S,KTOE,,,"0,0",,,,,,,,
306,AL,2011,R5271S,KTOE,,,"0,0",,,,,,,,
307,AL,2011,R5272S,KTOE,,,"0,0",,,,,,,,
308,AL,2011,R5273S,KTOE,,,"0,0",,,,,,,,
309,AL,2011,R5274S,KTOE,,,"0,0",,,,,,,,
310,AL,2011,R5275S,KTOE,,,"0,0",,,,,,,,
311,AL,2011,R5276S,KTOE,,,"0,0",,,,,,,,
312,AL,2011,R5277S,KTOE,,,"0,0",,,,,,,,
313,AL,2011,R5278S,KTOE,,,"0,0",,,,,,,,
314,AL,2011,R5279S,KTOE,,,"0,0",,,,,,,,
315,AL,2011,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
316,AL,2011,RA000,KTOE,,,,,,,"0,0","0,0",,,"0,0"
317,AL,2011,RHYD,KTOE,,,"0,0",,,,,,,,
318,AL,2011,RSYNF,KTOE,,,"0,0",,,,,,,,
319,AL,2011,TOTAL,KTOE,,,,,,,"765,143","765,143",,,
320,AL,2012,E7000,KTOE,,,,,,,,,,"0,0",
321,AL,2012,E7100,KTOE,,,,"0,0","0,0","0,0",,,,,
322,AL,2012,E7200,KTOE,,,,"0,0","0,0","0,0",,,,,
323,AL,2012,R5200,KTOE,"0,0",,,"0,0","0,0","0,0",,,"51,25899999999999",,
324,AL,2012,R5200,PC,,"0,0",,,,,,,,,
325,AL,2012,R5250S,KTOE,,,"0,0",,,,,,,,
326,AL,2012,R5251S,KTOE,,,"0,0",,,,,,,,
327,AL,2012,R5252S,KTOE,,,"0,0",,,,,,,,
328,AL,2012,R5253S,KTOE,,,"0,0",,,,,,,,
329,AL,2012,R5254S,KTOE,,,"0,0",,,,,,,,
330,AL,2012,R5255S,KTOE,,,"0,0",,,,,,,,
331,AL,2012,R5256S,KTOE,,,"0,0",,,,,,,,
332,AL,2012,R5257S,KTOE,,,"0,0",,,,,,,,
333,AL,2012,R5258S,KTOE,,,"0,0",,,,,,,,
334,AL,2012,R5259S,KTOE,,,"0,0",,,,,,,,
335,AL,2012,R5260S,KTOE,,,"0,0",,,,,,,,
336,AL,2012,R5261S,KTOE,,,"0,0",,,,,,,,
337,AL,2012,R5262S,KTOE,,,"0,0",,,,,,,,
338,AL,2012,R5263S,KTOE,,,"0,0",,,,,,,,
339,AL,2012,R5264S,KTOE,,,"0,0",,,,,,,,
340,AL,2012,R5265S,KTOE,,,"0,0",,,,,,,,
341,AL,2012,R5266S,KTOE,,,"0,0",,,,,,,,
342,AL,2012,R5267S,KTOE,,,"0,0",,,,,,,,
343,AL,2012,R5268S,KTOE,,,"0,0",,,,,,,,
344,AL,2012,R5269S,KTOE,,,"0,0",,,,,,,,
345,AL,2012,R5270S,KTOE,,,"0,0",,,,,,,,
346,AL,2012,R5271S,KTOE,,,"0,0",,,,,,,,
347,AL,2012,R5272S,KTOE,,,"0,0",,,,,,,,
348,AL,2012,R5273S,KTOE,,,"0,0",,,,,,,,
349,AL,2012,R5274S,KTOE,,,"0,0",,,,,,,,
350,AL,2012,R5275S,KTOE,,,"0,0",,,,,,,,
351,AL,2012,R5276S,KTOE,,,"0,0",,,,,,,,
352,AL,2012,R5277S,KTOE,,,"0,0",,,,,,,,
353,AL,2012,R5278S,KTOE,,,"0,0",,,,,,,,
354,AL,2012,R5279S,KTOE,,,"0,0",,,,,,,,
355,AL,2012,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
356,AL,2012,RA000,KTOE,,,,,,,"0,0","0,0",,,"0,0"
357,AL,2012,RHYD,KTOE,,,"0,0",,,,,,,,
358,AL,2012,RSYNF,KTOE,,,"0,0",,,,,,,,
359,AL,2012,TOTAL,KTOE,,,,,,,"732,278","732,278",,,
360,AL,2013,E7000,KTOE,,,,,,,,,,"0,0",
361,AL,2013,E7100,KTOE,,,,"0,0","0,0","0,0",,,,,
362,AL,2013,E7200,KTOE,,,,"0,0","0,0","0,0",,,,,
363,AL,2013,R5200,KTOE,"0,0",,,"0,0","0,0","0,0",,,"55,861000000000004",,
364,AL,2013,R5200,PC,,"0,0",,,,,,,,,
365,AL,2013,R5250S,KTOE,,,"0,0",,,,,,,,
366,AL,2013,R5251S,KTOE,,,"0,0",,,,,,,,
367,AL,2013,R5252S,KTOE,,,"0,0",,,,,,,,
368,AL,2013,R5253S,KTOE,,,"0,0",,,,,,,,
369,AL,2013,R5254S,KTOE,,,"0,0",,,,,,,,
370,AL,2013,R5255S,KTOE,,,"0,0",,,,,,,,
371,AL,2013,R5256S,KTOE,,,"0,0",,,,,,,,
372,AL,2013,R5257S,KTOE,,,"0,0",,,,,,,,
373,AL,2013,R5258S,KTOE,,,"0,0",,,,,,,,
374,AL,2013,R5259S,KTOE,,,"0,0",,,,,,,,
375,AL,2013,R5260S,KTOE,,,"0,0",,,,,,,,
376,AL,2013,R5261S,KTOE,,,"0,0",,,,,,,,
377,AL,2013,R5262S,KTOE,,,"0,0",,,,,,,,
378,AL,2013,R5263S,KTOE,,,"0,0",,,,,,,,
379,AL,2013,R5264S,KTOE,,,"0,0",,,,,,,,
380,AL,2013,R5265S,KTOE,,,"0,0",,,,,,,,
381,AL,2013,R5266S,KTOE,,,"0,0",,,,,,,,
382,AL,2013,R5267S,KTOE,,,"0,0",,,,,,,,
383,AL,2013,R5268S,KTOE,,,"0,0",,,,,,,,
384,AL,2013,R5269S,KTOE,,,"0,0",,,,,,,,
385,AL,2013,R5270S,KTOE,,,"0,0",,,,,,,,
386,AL,2013,R5271S,KTOE,,,"0,0",,,,,,,,
387,AL,2013,R5272S,KTOE,,,"0,0",,,,,,,,
388,AL,2013,R5273S,KTOE,,,"0,0",,,,,,,,
389,AL,2013,R5274S,KTOE,,,"0,0",,,,,,,,
390,AL,2013,R5275S,KTOE,,,"0,0",,,,,,,,
391,AL,2013,R5276S,KTOE,,,"0,0",,,,,,,,
392,AL,2013,R5277S,KTOE,,,"0,0",,,,,,,,
393,AL,2013,R5278S,KTOE,,,"0,0",,,,,,,,
394,AL,2013,R5279S,KTOE,,,"0,0",,,,,,,,
395,AL,2013,R5300,KTOE,,,,"0,0","0,0","0,0",,,,,
396,AL,2013,RA000,KTOE,,,,,,,"0,0","0,0",,,"0,0"
397,AL,2013,RHYD,KTOE,,,"0,0",,,,,,,,
398,AL,2013,RSYNF,KTOE,,,"0,0",,,,,,,,
399,AL,2013,TOTAL,KTOE,,,,,,,"798,008","798,008",,,
400,AL,2014,E7000,KTOE,,,,,,,,,,"0,0",
401,AL,2014,E7100,KTOE,,,,"0,0","0,0","0,0",,,,,
402,AL,2014,E7200,KTOE,,,,"0,0","0,0","0,0",,,,,
403,AL,2014,R5200,KTOE,"0,0",,,"0,0","0,0","25,815",,,"57,955",,
404,AL,2014,R5200,PC,,"0,0",,,,,,,,,
405,AL,2014,R5250S,KTOE,,,"0,0",,,,,,,,
406,AL,2014,R5251S,KTOE,,,"0,0",,,,,,,,
407,AL,2014,R5252S,KTOE,,,"0,0",,,,,,,,
408,AL,2014,R5253S,KTOE,,,"0,0",,,,,,,,
409,AL,2014,R5254S,KTOE,,,"0,0",,,,,,,,
410,AL,2014,R5255S,KTOE,,,"0,0",,,,,,,,
411,AL,2014,R5256S,KTOE,,,"0,0",,,,,,,,
412,AL,2014,R5257S,KTOE,,,"0,0",,,,,,,,
413,AL,2014,R5258S,KTOE,,,"0,0",,,,,,,,
414,AL,2014,R5259S,KTOE,,,"0,0",,,,,,,,
415,AL,2014,R5260S,KTOE,,,"0,0",,,,,,,,
416,AL,2014,R5261S,KTOE,,,"0,0",,,,,,,,
417,AL,2014,R5262S,KTOE,,,"0,0",,,,,,,,
418,AL,2014,R5263S,KTOE,,,"0,0",,,,,,,,
419,AL,2014,R5264S,KTOE,,,"0,0",,,,,,,,
420,AL,2014,R5265S,KTOE,,,"0,0",,,,,,,,
421,AL,2014,R5266S,KTOE,,,"0,0",,,,,,,,
422,AL,2014,R5267S,KTOE,,,"0,0",,,,,,,,
423,AL,2014,R5268S,KTOE,,,"0,0",,,,,,,,
424,AL,2014,R5269S,KTOE,,,"0,0",,,,,,,,
425,AL,2014,R5270S,KTOE,,,"0,0",,,,,,,,
426,AL,2014,R5271S,KTOE,,,"0,0",,,,,,,,
427,AL,2014,R5272S,KTOE,,,"0,0",,,,,,,,
428,AL,2014,R5273S,KTOE,,,"0,0",,,,,,,,
429,AL,2014,R5274S,KTOE,,,"0,0",,,,,,,,
430,AL,2014,R5275S,KTOE,,,"0,0",,,,,,,,
431,AL,2014,R5276S,KTOE,,,"0,0",,,,,,,,
432,AL,2014,R5277S,KTOE,,,"0,0",,,,,,,,
