,geo,year,siec,unit,BIOG_G_ADJSHR,BIOG_G_SHR,BIOG_G_TRA,FC_IND_OTH_E,GFC_HEAT_CL_E,GHP_RED,PPRD_RED
441,AT,2011,R5160,KTOE,,,,"8,238999999999999",,,
442,AT,2011,R5292,KTOE,,,,"37,08",,,
443,AT,2011,R5292P,KTOE,,,,,,"0,556",
444,AT,2011,R5292S,KTOE,,,,"0,0",,,
445,AT,2011,R5292SB,KTOE,,,,,,"0,0",
446,AT,2011,R5292SP,KTOE,,,,,,"0,0",
447,AT,2011,R5293S,KTOE,,,,"0,0",,,
448,AT,2011,R5293SB,KTOE,,,,,,"0,0",
449,AT,2011,R5293SP,KTOE,,,,,,"0,0",
450,AT,2011,R5300,KTOE,,,,"24,53",,"6,856",
451,AT,2011,R5300B,KTOE,,,,"0,0",,"0,0",
452,AT,2011,R5300B,PC,"0,0","0,0",,,,,
453,AT,2011,R5300B,TJ_GCV,,,"0,0",,,,
454,AT,2011,RA000,KTOE,,,,,"4293,1179999999995",,
455,AT,2011,RA200,KTOE,,,,"6,648",,"12,505",
456,AT,2011,RA410,KTOE,,,,"163,32299999999998",,"1,7380000000000002",
457,AT,2011,RA600,KTOE,,,,,,,"172,981"
458,AT,2011,TOTAL,KTOE,,,,,"13613,771999999999",,
459,AT,2011,W6210,KTOE,,,,"0,0",,"53,784",
460,AT,2012,R5110-5150_W6000RI,KTOE,,,,"3180,328",,"838,954",
461,AT,2012,R5160,KTOE,,,,"9,485",,,
462,AT,2012,R5292,KTOE,,,,"36,461",,,
463,AT,2012,R5292P,KTOE,,,,,,"0,0",
464,AT,2012,R5292S,KTOE,,,,"0,0",,,
465,AT,2012,R5292SB,KTOE,,,,,,"0,0",
466,AT,2012,R5292SP,KTOE,,,,,,"0,0",
467,AT,2012,R5293S,KTOE,,,,"0,0",,,
468,AT,2012,R5293SB,KTOE,,,,,,"0,0",
469,AT,2012,R5293SP,KTOE,,,,,,"0,0",
470,AT,2012,R5300,KTOE,,,,"32,214",,"7,132999999999999",
471,AT,2012,R5300B,KTOE,,,,"0,0",,"0,0",
472,AT,2012,R5300B,PC,"0,0","0,0",,,,,
473,AT,2012,R5300B,TJ_GCV,,,"0,0",,,,
474,AT,2012,RA000,KTOE,,,,,"4504,139",,
475,AT,2012,RA200,KTOE,,,,"8,257",,"13,804",
476,AT,2012,RA410,KTOE,,,,"170,74",,"2,164",
477,AT,2012,RA600,KTOE,,,,,,,"191,875"
478,AT,2012,TOTAL,KTOE,,,,,"13665,106000000002",,
479,AT,2012,W6210,KTOE,,,,"0,0",,"49,18600000000001",
480,AT,2013,R5110-5150_W6000RI,KTOE,,,,"3290,316",,"836,8689999999999",
481,AT,2013,R5160,KTOE,,,,"9,026",,,
482,AT,2013,R5292,KTOE,,,,"29,138",,,
483,AT,2013,R5292P,KTOE,,,,,,"0,27",
484,AT,2013,R5292S,KTOE,,,,"0,0",,,
485,AT,2013,R5292SB,KTOE,,,,,,"0,0",
486,AT,2013,R5292SP,KTOE,,,,,,"0,0",
487,AT,2013,R5293S,KTOE,,,,"0,0",,,
488,AT,2013,R5293SB,KTOE,,,,,,"0,0",
489,AT,2013,R5293SP,KTOE,,,,,,"0,0",
490,AT,2013,R5300,KTOE,,,,"35,195",,"6,34",
491,AT,2013,R5300B,KTOE,,,,"0,0",,"0,0",
492,AT,2013,R5300B,PC,"0,0","0,0",,,,,
493,AT,2013,R5300B,TJ_GCV,,,"0,0",,,,
494,AT,2013,RA000,KTOE,,,,,"4634,643",,
495,AT,2013,RA200,KTOE,,,,"7,8660000000000005",,"14,175",
496,AT,2013,RA410,KTOE,,,,"174,218",,"2,0669999999999997",
497,AT,2013,RA600,KTOE,,,,,,,"212,00799999999998"
498,AT,2013,TOTAL,KTOE,,,,,"13862,265",,
499,AT,2013,W6210,KTOE,,,,"0,0",,"46,562",
500,AT,2014,R5110-5150_W6000RI,KTOE,,,,"2986,975",,"805,067",
501,AT,2014,R5160,KTOE,,,,"8,631",,,
502,AT,2014,R5292,KTOE,,,,"27,615",,,
503,AT,2014,R5292P,KTOE,,,,,,"0,478",
504,AT,2014,R5292S,KTOE,,,,"0,0",,,
505,AT,2014,R5292SB,KTOE,,,,,,"0,0",
506,AT,2014,R5292SP,KTOE,,,,,,"0,0",
507,AT,2014,R5293S,KTOE,,,,"0,0",,,
508,AT,2014,R5293SB,KTOE,,,,,,"0,0",
509,AT,2014,R5293SP,KTOE,,,,,,"0,0",
510,AT,2014,R5300,KTOE,,,,"44,278999999999996",,"4,6419999999999995",
511,AT,2014,R5300B,KTOE,,,,"0,0",,"0,0",
512,AT,2014,R5300B,PC,"0,0","0,0",,,,,
513,AT,2014,R5300B,TJ_GCV,,,"0,0",,,,
514,AT,2014,RA000,KTOE,,,,,"4332,527",,
515,AT,2014,RA200,KTOE,,,,"6,379",,"12,398",
516,AT,2014,RA410,KTOE,,,,"178,62099999999998",,"1,902",
517,AT,2014,RA600,KTOE,,,,,,,"233,003"
518,AT,2014,TOTAL,KTOE,,,,,"12899,076000000001",,
519,AT,2014,W6210,KTOE,,,,"0,0",,"50,63",
520,AT,2015,R5110-5150_W6000RI,KTOE,,,,"3068,988",,"846,176",
521,AT,2015,R5160,KTOE,,,,"10,883",,,
522,AT,2015,R5292,KTOE,,,,"29,558000000000003",,,
523,AT,2015,R5292P,KTOE,,,,,,"0,561",
524,AT,2015,R5292S,KTOE,,,,"0,0",,,
525,AT,2015,R5292SB,KTOE,,,,,,"0,0",
526,AT,2015,R5292SP,KTOE,,,,,,"0,0",
527,AT,2015,R5293S,KTOE,,,,"0,0",,,
528,AT,2015,R5293SB,KTOE,,,,,,"0,0",
529,AT,2015,R5293SP,KTOE,,,,,,"0,0",
530,AT,2015,R5300,KTOE,,,,"46,397",,"3,471",
531,AT,2015,R5300B,KTOE,,,,"0,0",,"0,0",
532,AT,2015,R5300B,PC,"0,0","0,0",,,,,
533,AT,2015,R5300B,TJ_GCV,,,"0,0",,,,
534,AT,2015,RA000,KTOE,,,,,"4491,745",,
535,AT,2015,RA200,KTOE,,,,"7,185",,"13,806",
536,AT,2015,RA410,KTOE,,,,"180,743",,"2,245",
537,AT,2015,RA600,KTOE,,,,,,,"254,433"
538,AT,2015,TOTAL,KTOE,,,,,"13484,076000000001",,
539,AT,2015,W6210,KTOE,,,,"0,0",,"57,417",
540,AT,2016,R5110-5150_W6000RI,KTOE,,,,"3178,363",,"847,3810000000001",
541,AT,2016,R5160,KTOE,,,,"10,895999999999999",,,
542,AT,2016,R5292,KTOE,,,,"26,668000000000003",,,
543,AT,2016,R5292P,KTOE,,,,,,"0,5329999999999999",
544,AT,2016,R5292S,KTOE,,,,"0,0",,,
545,AT,2016,R5292SB,KTOE,,,,,,"0,0",
546,AT,2016,R5292SP,KTOE,,,,,,"0,0",
547,AT,2016,R5293S,KTOE,,,,"0,0",,,
548,AT,2016,R5293SB,KTOE,,,,,,"0,0",
549,AT,2016,R5293SP,KTOE,,,,,,"0,0",
550,AT,2016,R5300,KTOE,,,,"48,107",,"5,85",
551,AT,2016,R5300B,KTOE,,,,"0,0",,"0,0",
552,AT,2016,R5300B,PC,"0,0","0,0",,,,,
553,AT,2016,R5300B,TJ_GCV,,,"0,0",,,,
554,AT,2016,RA000,KTOE,,,,,"4632,803",,
555,AT,2016,RA200,KTOE,,,,"7,166",,"14,011",
556,AT,2016,RA410,KTOE,,,,"180,88099999999997",,"2,155",
557,AT,2016,RA600,KTOE,,,,,,,"276,217"
558,AT,2016,TOTAL,KTOE,,,,,"13847,796999999999",,
559,AT,2016,W6210,KTOE,,,,"0,0",,"61,776",
560,AT,2017,R5110-5150_W6000RI,KTOE,,,,"3238,78",,"902,1310000000001",
561,AT,2017,R5160,KTOE,,,,"9,635",,,
562,AT,2017,R5292,KTOE,,,,"27,461",,,
563,AT,2017,R5292P,KTOE,,,,,,"0,603",
564,AT,2017,R5292S,KTOE,,,,"0,0",,,
565,AT,2017,R5292SB,KTOE,,,,,,"0,0",
566,AT,2017,R5292SP,KTOE,,,,,,"0,0",
567,AT,2017,R5293S,KTOE,,,,"0,0",,,
568,AT,2017,R5293SB,KTOE,,,,,,"0,0",
569,AT,2017,R5293SP,KTOE,,,,,,"0,0",
570,AT,2017,R5300,KTOE,,,,"51,992",,"3,813",
571,AT,2017,R5300B,KTOE,,,,"0,0",,"0,0",
572,AT,2017,R5300B,PC,"0,0","0,0",,,,,
573,AT,2017,R5300B,TJ_GCV,,,"0,0",,,,
574,AT,2017,RA000,KTOE,,,,,"4783,7029999999995",,
575,AT,2017,RA200,KTOE,,,,"12,595",,"14,115",
576,AT,2017,RA410,KTOE,,,,"180,017",,"2,213",
577,AT,2017,RA600,KTOE,,,,,,,"302,942"
578,AT,2017,TOTAL,KTOE,,,,,"14206,063999999998",,
579,AT,2017,W6210,KTOE,,,,"0,0",,"65,469",
580,AT,2018,R5110-5150_W6000RI,KTOE,,,,"3016,202",,"871,66",
581,AT,2018,R5160,KTOE,,,,"10,834000000000001",,,
582,AT,2018,R5292,KTOE,,,,"27,143",,,
583,AT,2018,R5292P,KTOE,,,,,,"0,507",
584,AT,2018,R5292S,KTOE,,,,"0,0",,,
585,AT,2018,R5292SB,KTOE,,,,,,"0,0",
586,AT,2018,R5292SP,KTOE,,,,,,"0,0",
587,AT,2018,R5293S,KTOE,,,,"0,0",,,
588,AT,2018,R5293SB,KTOE,,,,,,"0,0",
589,AT,2018,R5293SP,KTOE,,,,,,"0,0",
590,AT,2018,R5300,KTOE,,,,"37,439",,"7,06",
591,AT,2018,R5300B,KTOE,,,,"0,0",,"0,0",
592,AT,2018,R5300B,PC,"0,0","0,0",,,,,
593,AT,2018,R5300B,TJ_GCV,,,"0,0",,,,
594,AT,2018,RA000,KTOE,,,,,"4547,404",,
595,AT,2018,RA200,KTOE,,,,"11,880999999999998",,"13,697000000000001",
596,AT,2018,RA410,KTOE,,,,"178,518",,"2,231",
597,AT,2018,RA600,KTOE,,,,,,,"333,60400000000004"
598,AT,2018,TOTAL,KTOE,,,,,"13382,934",,
599,AT,2018,W6210,KTOE,,,,"0,0",,"64,277",
600,BA,2004,R5110-5150_W6000RI,KTOE,,,,"182,072",,"0,0",
601,BA,2004,R5160,KTOE,,,,"0,0",,,
602,BA,2004,R5292,KTOE,,,,"0,0",,,
603,BA,2004,R5292P,KTOE,,,,,,"0,0",
604,BA,2004,R5292S,KTOE,,,,,,,
605,BA,2004,R5292SB,KTOE,,,,,,,
606,BA,2004,R5292SP,KTOE,,,,,,,
607,BA,2004,R5293S,KTOE,,,,,,,
608,BA,2004,R5293SB,KTOE,,,,,,,
609,BA,2004,R5293SP,KTOE,,,,,,,
610,BA,2004,R5300,KTOE,,,,"0,0",,"0,0",
611,BA,2004,R5300B,KTOE,,,,"0,0",,"0,0",
612,BA,2004,R5300B,PC,"0,0","0,0",,,,,
613,BA,2004,R5300B,TJ_GCV,,,"0,0",,,,
614,BA,2004,RA000,KTOE,,,,,"182,072",,
615,BA,2004,RA200,KTOE,,,,"0,0",,"0,0",
616,BA,2004,RA410,KTOE,,,,"0,0",,"0,0",
617,BA,2004,RA600,KTOE,,,,,,,"0,0"
618,BA,2004,TOTAL,KTOE,,,,,"966,35",,
619,BA,2004,W6210,KTOE,,,,"0,0",,"0,0",
620,BA,2005,R5110-5150_W6000RI,KTOE,,,,"181,738",,"0,0",
621,BA,2005,R5160,KTOE,,,,"0,0",,,
622,BA,2005,R5292,KTOE,,,,"0,0",,,
623,BA,2005,R5292P,KTOE,,,,,,"0,0",
624,BA,2005,R5292S,KTOE,,,,,,,
625,BA,2005,R5292SB,KTOE,,,,,,,
626,BA,2005,R5292SP,KTOE,,,,,,,
627,BA,2005,R5293S,KTOE,,,,,,,
628,BA,2005,R5293SB,KTOE,,,,,,,
629,BA,2005,R5293SP,KTOE,,,,,,,
630,BA,2005,R5300,KTOE,,,,"0,0",,"0,0",
631,BA,2005,R5300B,KTOE,,,,"0,0",,"0,0",
632,BA,2005,R5300B,PC,"0,0","0,0",,,,,
633,BA,2005,R5300B,TJ_GCV,,,"0,0",,,,
634,BA,2005,RA000,KTOE,,,,,"181,738",,
635,BA,2005,RA200,KTOE,,,,"0,0",,"0,0",
636,BA,2005,RA410,KTOE,,,,"0,0",,"0,0",
637,BA,2005,RA600,KTOE,,,,,,,"0,0"
638,BA,2005,TOTAL,KTOE,,,,,"1098,997",,
639,BA,2005,W6210,KTOE,,,,"0,0",,"0,0",
640,BA,2006,R5110-5150_W6000RI,KTOE,,,,"181,49900000000002",,"0,0",
641,BA,2006,R5160,KTOE,,,,"0,0",,,
642,BA,2006,R5292,KTOE,,,,"0,0",,,
643,BA,2006,R5292P,KTOE,,,,,,"0,0",
644,BA,2006,R5292S,KTOE,,,,,,,
645,BA,2006,R5292SB,KTOE,,,,,,,
646,BA,2006,R5292SP,KTOE,,,,,,,
647,BA,2006,R5293S,KTOE,,,,,,,
648,BA,2006,R5293SB,KTOE,,,,,,,
649,BA,2006,R5293SP,KTOE,,,,,,,
650,BA,2006,R5300,KTOE,,,,"0,0",,"0,0",
651,BA,2006,R5300B,KTOE,,,,"0,0",,"0,0",
652,BA,2006,R5300B,PC,"0,0","0,0",,,,,
653,BA,2006,R5300B,TJ_GCV,,,"0,0",,,,
654,BA,2006,RA000,KTOE,,,,,"181,49900000000002",,
655,BA,2006,RA200,KTOE,,,,"0,0",,"0,0",
656,BA,2006,RA410,KTOE,,,,"0,0",,"0,0",
657,BA,2006,RA600,KTOE,,,,,,,"0,0"
658,BA,2006,TOTAL,KTOE,,,,,"1005,122",,
659,BA,2006,W6210,KTOE,,,,"0,0",,"0,0",
660,BA,2007,R5110-5150_W6000RI,KTOE,,,,"181,21200000000002",,"0,0",
661,BA,2007,R5160,KTOE,,,,"0,0",,,
662,BA,2007,R5292,KTOE,,,,"0,0",,,
663,BA,2007,R5292P,KTOE,,,,,,"0,0",
664,BA,2007,R5292S,KTOE,,,,,,,
665,BA,2007,R5292SB,KTOE,,,,,,,
666,BA,2007,R5292SP,KTOE,,,,,,,
667,BA,2007,R5293S,KTOE,,,,,,,
668,BA,2007,R5293SB,KTOE,,,,,,,
669,BA,2007,R5293SP,KTOE,,,,,,,
670,BA,2007,R5300,KTOE,,,,"0,0",,"0,0",
671,BA,2007,R5300B,KTOE,,,,"0,0",,"0,0",
672,BA,2007,R5300B,PC,"0,0","0,0",,,,,
673,BA,2007,R5300B,TJ_GCV,,,"0,0",,,,
674,BA,2007,RA000,KTOE,,,,,"181,21200000000002",,
675,BA,2007,RA200,KTOE,,,,"0,0",,"0,0",
676,BA,2007,RA410,KTOE,,,,"0,0",,"0,0",
677,BA,2007,RA600,KTOE,,,,,,,"0,0"
678,BA,2007,TOTAL,KTOE,,,,,"1076,434",,
679,BA,2007,W6210,KTOE,,,,"0,0",,"0,0",
680,BA,2008,R5110-5150_W6000RI,KTOE,,,,"176,937",,"3,105",
681,BA,2008,R5160,KTOE,,,,"0,0",,,
682,BA,2008,R5292,KTOE,,,,"0,0",,,
683,BA,2008,R5292P,KTOE,,,,,,"0,0",
684,BA,2008,R5292S,KTOE,,,,,,,
685,BA,2008,R5292SB,KTOE,,,,,,,
686,BA,2008,R5292SP,KTOE,,,,,,,
687,BA,2008,R5293S,KTOE,,,,,,,
688,BA,2008,R5293SB,KTOE,,,,,,,
689,BA,2008,R5293SP,KTOE,,,,,,,
690,BA,2008,R5300,KTOE,,,,"0,0",,"0,0",
691,BA,2008,R5300B,KTOE,,,,"0,0",,"0,0",
692,BA,2008,R5300B,PC,"0,0","0,0",,,,,
693,BA,2008,R5300B,TJ_GCV,,,"0,0",,,,
694,BA,2008,RA000,KTOE,,,,,"180,042",,
695,BA,2008,RA200,KTOE,,,,"0,0",,"0,0",
696,BA,2008,RA410,KTOE,,,,"0,0",,"0,0",
697,BA,2008,RA600,KTOE,,,,,,,"0,0"
698,BA,2008,TOTAL,KTOE,,,,,"1276,597",,
699,BA,2008,W6210,KTOE,,,,"0,0",,"0,0",
700,BA,2009,R5110-5150_W6000RI,KTOE,,,,"177,486",,"2,365",
701,BA,2009,R5160,KTOE,,,,"0,0",,,
702,BA,2009,R5292,KTOE,,,,"0,0",,,
703,BA,2009,R5292P,KTOE,,,,,,"0,0",
704,BA,2009,R5292S,KTOE,,,,,,,
705,BA,2009,R5292SB,KTOE,,,,,,,
706,BA,2009,R5292SP,KTOE,,,,,,,
707,BA,2009,R5293S,KTOE,,,,,,,
708,BA,2009,R5293SB,KTOE,,,,,,,
709,BA,2009,R5293SP,KTOE,,,,,,,
710,BA,2009,R5300,KTOE,,,,"0,0",,"0,0",
711,BA,2009,R5300B,KTOE,,,,"0,0",,"0,0",
712,BA,2009,R5300B,PC,"0,0","0,0",,,,,
713,BA,2009,R5300B,TJ_GCV,,,"0,0",,,,
714,BA,2009,RA000,KTOE,,,,,"179,851",,
715,BA,2009,RA200,KTOE,,,,"0,0",,"0,0",
716,BA,2009,RA410,KTOE,,,,"0,0",,"0,0",
717,BA,2009,RA600,KTOE,,,,,,,"0,0"
718,BA,2009,TOTAL,KTOE,,,,,"1057,3980000000001",,
719,BA,2009,W6210,KTOE,,,,"0,0",,"0,0",
720,BA,2010,R5110-5150_W6000RI,KTOE,,,,"175,81400000000002",,"3,4389999999999996",
721,BA,2010,R5160,KTOE,,,,"0,0",,,
722,BA,2010,R5292,KTOE,,,,"0,0",,,
723,BA,2010,R5292P,KTOE,,,,,,"0,0",
724,BA,2010,R5292S,KTOE,,,,,,,
725,BA,2010,R5292SB,KTOE,,,,,,,
726,BA,2010,R5292SP,KTOE,,,,,,,
727,BA,2010,R5293S,KTOE,,,,,,,
728,BA,2010,R5293SB,KTOE,,,,,,,
729,BA,2010,R5293SP,KTOE,,,,,,,
730,BA,2010,R5300,KTOE,,,,"0,0",,"0,0",
731,BA,2010,R5300B,KTOE,,,,"0,0",,"0,0",
732,BA,2010,R5300B,PC,"0,0","0,0",,,,,
733,BA,2010,R5300B,TJ_GCV,,,"0,0",,,,
734,BA,2010,RA000,KTOE,,,,,"179,25400000000002",,
735,BA,2010,RA200,KTOE,,,,"0,0",,"0,0",
736,BA,2010,RA410,KTOE,,,,"0,0",,"0,0",
737,BA,2010,RA600,KTOE,,,,,,,"0,0"
738,BA,2010,TOTAL,KTOE,,,,,"1205,299",,
739,BA,2010,W6210,KTOE,,,,"0,0",,"0,0",
740,BA,2011,R5110-5150_W6000RI,KTOE,,,,"175,743",,"3,2239999999999998",
741,BA,2011,R5160,KTOE,,,,"0,0",,,
742,BA,2011,R5292,KTOE,,,,"0,0",,,
743,BA,2011,R5292P,KTOE,,,,,,"0,0",
744,BA,2011,R5292S,KTOE,,,,"0,0",,,
745,BA,2011,R5292SB,KTOE,,,,,,"0,0",
746,BA,2011,R5292SP,KTOE,,,,,,"0,0",
747,BA,2011,R5293S,KTOE,,,,"0,0",,,
748,BA,2011,R5293SB,KTOE,,,,,,"0,0",
749,BA,2011,R5293SP,KTOE,,,,,,"0,0",
750,BA,2011,R5300,KTOE,,,,"0,0",,"0,0",
751,BA,2011,R5300B,KTOE,,,,"0,0",,"0,0",
752,BA,2011,R5300B,PC,"0,0","0,0",,,,,
753,BA,2011,R5300B,TJ_GCV,,,"0,0",,,,
754,BA,2011,RA000,KTOE,,,,,"178,967",,
755,BA,2011,RA200,KTOE,,,,"0,0",,"0,0",
756,BA,2011,RA410,KTOE,,,,"0,0",,"0,0",
757,BA,2011,RA600,KTOE,,,,,,,"0,0"
758,BA,2011,TOTAL,KTOE,,,,,"1276,758",,
759,BA,2011,W6210,KTOE,,,,"0,0",,"0,0",
760,BA,2012,R5110-5150_W6000RI,KTOE,,,,"175,982",,"2,842",
761,BA,2012,R5160,KTOE,,,,"0,0",,,
762,BA,2012,R5292,KTOE,,,,"0,0",,,
763,BA,2012,R5292P,KTOE,,,,,,"0,0",
764,BA,2012,R5292S,KTOE,,,,"0,0",,,
765,BA,2012,R5292SB,KTOE,,,,,,"0,0",
766,BA,2012,R5292SP,KTOE,,,,,,"0,0",
767,BA,2012,R5293S,KTOE,,,,"0,0",,,
768,BA,2012,R5293SB,KTOE,,,,,,"0,0",
769,BA,2012,R5293SP,KTOE,,,,,,"0,0",
770,BA,2012,R5300,KTOE,,,,"0,0",,"0,0",
771,BA,2012,R5300B,KTOE,,,,"0,0",,"0,0",
772,BA,2012,R5300B,PC,"0,0","0,0",,,,,
773,BA,2012,R5300B,TJ_GCV,,,"0,0",,,,
774,BA,2012,RA000,KTOE,,,,,"178,824",,
775,BA,2012,RA200,KTOE,,,,"0,0",,"0,0",
776,BA,2012,RA410,KTOE,,,,"0,0",,"0,0",
777,BA,2012,RA600,KTOE,,,,,,,"0,0"
778,BA,2012,TOTAL,KTOE,,,,,"1231,305",,
779,BA,2012,W6210,KTOE,,,,"0,0",,"0,0",
780,BA,2013,R5110-5150_W6000RI,KTOE,,,,"174,38099999999997",,"3,9410000000000003",
781,BA,2013,R5160,KTOE,,,,"0,0",,,
782,BA,2013,R5292,KTOE,,,,"0,0",,,
783,BA,2013,R5292P,KTOE,,,,,,"0,0",
784,BA,2013,R5292S,KTOE,,,,"0,0",,,
785,BA,2013,R5292SB,KTOE,,,,,,"0,0",
786,BA,2013,R5292SP,KTOE,,,,,,"0,0",
787,BA,2013,R5293S,KTOE,,,,"0,0",,,
788,BA,2013,R5293SB,KTOE,,,,,,"0,0",
789,BA,2013,R5293SP,KTOE,,,,,,"0,0",
790,BA,2013,R5300,KTOE,,,,"0,0",,"0,0",
791,BA,2013,R5300B,KTOE,,,,"0,0",,"0,0",
792,BA,2013,R5300B,PC,"0,0","0,0",,,,,
793,BA,2013,R5300B,TJ_GCV,,,"0,0",,,,
794,BA,2013,RA000,KTOE,,,,,"178,322",,
795,BA,2013,RA200,KTOE,,,,"0,0",,"0,0",
796,BA,2013,RA410,KTOE,,,,"0,0",,"0,0",
797,BA,2013,RA600,KTOE,,,,,,,"0,0"
798,BA,2013,TOTAL,KTOE,,,,,"1239,8319999999999",,
799,BA,2013,W6210,KTOE,,,,"0,0",,"0,0",
800,BA,2014,R5110-5150_W6000RI,KTOE,,,,"381,962",,"2,699",
801,BA,2014,R5160,KTOE,,,,"14,092",,,
802,BA,2014,R5292,KTOE,,,,"0,0",,,
803,BA,2014,R5292P,KTOE,,,,,,"0,0",
804,BA,2014,R5292S,KTOE,,,,"0,0",,,
805,BA,2014,R5292SB,KTOE,,,,,,"0,0",
806,BA,2014,R5292SP,KTOE,,,,,,"0,0",
807,BA,2014,R5293S,KTOE,,,,"0,0",,,
808,BA,2014,R5293SB,KTOE,,,,,,"0,0",
809,BA,2014,R5293SP,KTOE,,,,,,"0,0",
810,BA,2014,R5300,KTOE,,,,"0,0",,"0,0",
811,BA,2014,R5300B,KTOE,,,,"0,0",,"0,0",
812,BA,2014,R5300B,PC,"0,0","0,0",,,,,
813,BA,2014,R5300B,TJ_GCV,,,"0,0",,,,
814,BA,2014,RA000,KTOE,,,,,"398,75300000000004",,
815,BA,2014,RA200,KTOE,,,,"0,0",,"0,0",
816,BA,2014,RA410,KTOE,,,,"0,0",,"0,0",
817,BA,2014,RA600,KTOE,,,,,,,"0,0"
818,BA,2014,TOTAL,KTOE,,,,,"1392,9520000000002",,
819,BA,2014,W6210,KTOE,,,,"0,0",,"0,0",
820,BA,2015,R5110-5150_W6000RI,KTOE,,,,"486,625",,"10,485",
821,BA,2015,R5160,KTOE,,,,"14,092",,,
822,BA,2015,R5292,KTOE,,,,"0,0",,,
823,BA,2015,R5292P,KTOE,,,,,,"0,0",
824,BA,2015,R5292S,KTOE,,,,"0,0",,,
825,BA,2015,R5292SB,KTOE,,,,,,"0,0",
826,BA,2015,R5292SP,KTOE,,,,,,"0,0",
827,BA,2015,R5293S,KTOE,,,,"0,0",,,
828,BA,2015,R5293SB,KTOE,,,,,,"0,0",
829,BA,2015,R5293SP,KTOE,,,,,,"0,0",
830,BA,2015,R5300,KTOE,,,,"0,0",,"0,0",
831,BA,2015,R5300B,KTOE,,,,"0,0",,"0,0",
832,BA,2015,R5300B,PC,"0,0","0,0",,,,,
833,BA,2015,R5300B,TJ_GCV,,,"0,0",,,,
834,BA,2015,RA000,KTOE,,,,,"511,202",,
835,BA,2015,RA200,KTOE,,,,"0,0",,"0,0",
836,BA,2015,RA410,KTOE,,,,"0,0",,"0,0",
837,BA,2015,RA600,KTOE,,,,,,,"0,0"
838,BA,2015,TOTAL,KTOE,,,,,"1560,078",,
839,BA,2015,W6210,KTOE,,,,"0,0",,"0,0",
840,BA,2016,R5110-5150_W6000RI,KTOE,,,,"482,349",,"13,614",
841,BA,2016,R5160,KTOE,,,,"15,397",,,
842,BA,2016,R5292,KTOE,,,,"0,0",,,
843,BA,2016,R5292P,KTOE,,,,,,"0,0",
844,BA,2016,R5292S,KTOE,,,,"0,0",,,
845,BA,2016,R5292SB,KTOE,,,,,,"0,0",
846,BA,2016,R5292SP,KTOE,,,,,,"0,0",
847,BA,2016,R5293S,KTOE,,,,"0,0",,,
848,BA,2016,R5293SB,KTOE,,,,,,"0,0",
849,BA,2016,R5293SP,KTOE,,,,,,"0,0",
850,BA,2016,R5300,KTOE,,,,"0,0",,"0,0",
851,BA,2016,R5300B,KTOE,,,,"0,0",,"0,0",
852,BA,2016,R5300B,PC,"0,0","0,0",,,,,
853,BA,2016,R5300B,TJ_GCV,,,"0,0",,,,
854,BA,2016,RA000,KTOE,,,,,"511,361",,
855,BA,2016,RA200,KTOE,,,,"0,0",,"0,0",
856,BA,2016,RA410,KTOE,,,,"0,0",,"0,0",
857,BA,2016,RA600,KTOE,,,,,,,"0,0"
858,BA,2016,TOTAL,KTOE,,,,,"1581,73",,
859,BA,2016,W6210,KTOE,,,,"0,0",,"0,0",
860,BA,2017,R5110-5150_W6000RI,KTOE,,,,"390,17900000000003",,"16,05",
861,BA,2017,R5160,KTOE,,,,"11,198",,,
862,BA,2017,R5292,KTOE,,,,"0,0",,,
863,BA,2017,R5292P,KTOE,,,,,,"0,0",
864,BA,2017,R5292S,KTOE,,,,"0,0",,,
865,BA,2017,R5292SB,KTOE,,,,,,"0,0",
866,BA,2017,R5292SP,KTOE,,,,,,"0,0",
867,BA,2017,R5293S,KTOE,,,,"0,0",,,
868,BA,2017,R5293SB,KTOE,,,,,,"0,0",
869,BA,2017,R5293SP,KTOE,,,,,,"0,0",
870,BA,2017,R5300,KTOE,,,,"0,0",,"0,0",
871,BA,2017,R5300B,KTOE,,,,"0,0",,"0,0",
872,BA,2017,R5300B,PC,"0,0","0,0",,,,,
873,BA,2017,R5300B,TJ_GCV,,,"0,0",,,,
874,BA,2017,RA000,KTOE,,,,,"417,42699999999996",,
875,BA,2017,RA200,KTOE,,,,"0,0",,"0,0",
876,BA,2017,RA410,KTOE,,,,"0,0",,"0,0",
877,BA,2017,RA600,KTOE,,,,,,,"0,0"
878,BA,2017,TOTAL,KTOE,,,,,"1452,463",,
879,BA,2017,W6210,KTOE,,,,"0,0",,"0,0",
880,BA,2018,R5110-5150_W6000RI,KTOE,,,,"1119,136",,"25,103",
881,BA,2018,R5160,KTOE,,,,"7,699",,,
882,BA,2018,R5292,KTOE,,,,"0,0",,,
883,BA,2018,R5292P,KTOE,,,,,,"0,0",
884,BA,2018,R5292S,KTOE,,,,"0,0",,,
885,BA,2018,R5292SB,KTOE,,,,,,"0,0",
886,BA,2018,R5292SP,KTOE,,,,,,"0,0",
887,BA,2018,R5293S,KTOE,,,,"0,0",,,
888,BA,2018,R5293SB,KTOE,,,,,,"0,0",
889,BA,2018,R5293SP,KTOE,,,,,,"0,0",
890,BA,2018,R5300,KTOE,,,,"0,0",,"0,0",
891,BA,2018,R5300B,KTOE,,,,"0,0",,"0,0",
