geo,year,siec,fuel,unit,electricity_consumption,heat_consumption,transport_consumption,all_sectors_consumption
DE,2005,W6210,Renewable municipal waste,KTOE,"279,62166809974207","652,4560000000001",,"932,0776680997421"
DE,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"758,3834909716251","8076,909",,"8835,292490971624"
DE,2006,R5200,Liquid biofuels,KTOE,,,"3343,699","3343,699"
DE,2006,R5300,Biogases,KTOE,"472,4849527085124","295,142","0,0","767,6269527085124"
DE,2006,RA000,Renewables and biofuels,KTOE,"6358,474290627687","9989,269","3446,7790000000005","19794,52229062769"
DE,2006,TOTAL,Total,KTOE,"616795,0","118783,019","53587,321","789165,34"
DE,2006,W6210,Renewable municipal waste,KTOE,"335,5116079105761","766,456",,"1101,9676079105761"
DE,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"747,9793637145314","8482,23",,"9230,209363714532"
DE,2007,R5200,Liquid biofuels,KTOE,,,"3795,572","3795,572"
DE,2007,R5300,Biogases,KTOE,"898,366294067068","494,315","0,0","1392,681294067068"
DE,2007,RA000,Renewables and biofuels,KTOE,"7330,9265692175395","10986,653","3907,239","22224,81856921754"
DE,2007,TOTAL,Total,KTOE,"618417,0","107201,1","52235,78400000001","777853,884"
DE,2007,W6210,Renewable municipal waste,KTOE,"388,8220120378332","965,176",,"1353,9980120378332"
DE,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"799,3121238177127","9753,224",,"10552,536123817714"
DE,2008,R5200,Liquid biofuels,KTOE,,,"2971,172","2971,172"
DE,2008,R5300,Biogases,KTOE,"1114,359415305245","489,945","0,334","1604,638415305245"
DE,2008,RA000,Renewables and biofuels,KTOE,"8051,860877042133","12068,86","3085,965","23206,685877042135"
DE,2008,TOTAL,Total,KTOE,"615644,0","116838,235","51399,124","783881,3589999999"
DE,2008,W6210,Renewable municipal waste,KTOE,"401,71969045571797","621,3810000000001",,"1023,100690455718"
DE,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"838,0051590713671","9306,368",,"10144,373159071367"
DE,2009,R5200,Liquid biofuels,KTOE,,,"2631,7259999999997","2631,7259999999997"
DE,2009,R5300,Biogases,KTOE,"1305,6749785038692","632,631","1,123","1939,428978503869"
DE,2009,RA000,Renewables and biofuels,KTOE,"8762,849269131557","11954,982","2770,335","23488,166269131558"
DE,2009,TOTAL,Total,KTOE,"579091,0","107191,136","50427,239","736709,375"
DE,2009,W6210,Renewable municipal waste,KTOE,"371,62510748065347","608,0060000000002",,"979,6311074806537"
DE,2010,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"890,0257953568357","11259,506000000001",,"12149,531795356837"
DE,2010,R5200,Liquid biofuels,KTOE,,,"2891,351","2891,351"
DE,2010,R5300,Biogases,KTOE,"1508,8564058469476","869,5430000000002","6,449","2384,848405846948"
DE,2010,RA000,Renewables and biofuels,KTOE,"9645,287188306105","14304,843","3055,791","27005,921188306107"
DE,2010,TOTAL,Total,KTOE,"612296,0","118675,102","51093,073","782064,1749999999"
DE,2010,W6210,Renewable municipal waste,KTOE,"408,16852966466035","671,3960000000001",,"1079,5645296646603"
DE,2011,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"904,213241616509","10219,786",,"11123,99924161651"
DE,2011,R5200,Liquid biofuels,KTOE,,,"2836,8560000000007","2836,8560000000007"
DE,2011,R5300,Biogases,KTOE,"1826,0533104041272","1026,488","7,954","2860,4953104041274"
DE,2011,RA000,Renewables and biofuels,KTOE,"10901,267067927773","13546,491000000002","2962,605","27410,363067927774"
DE,2011,TOTAL,Total,KTOE,"603518,0","107767,122","51696,652","762981,774"
DE,2011,W6210,Renewable municipal waste,KTOE,"408,85640584694755","757,9060000000001",,"1166,7624058469476"
DE,2012,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"919,4325021496131","11483,305",,"12402,737502149614"
DE,2012,R5200,Liquid biofuels,KTOE,,,"2940,144","2940,144"
DE,2012,R5300,Biogases,KTOE,"2348,581255374033","1024,84","28,662","3402,0832553740324"
DE,2012,RA000,Renewables and biofuels,KTOE,"12234,015563198624","15018,257","3109,914","30362,186563198626"
DE,2012,TOTAL,Total,KTOE,"601678,0","111940,71","51318,553","764937,2629999999"
DE,2012,W6210,Renewable municipal waste,KTOE,"425,62338779019774","844,822",,"1270,4453877901979"
DE,2013,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"907,566638005159","11628,571",,"12536,137638005159"
DE,2013,R5200,Liquid biofuels,KTOE,,,"2667,4339999999997","2667,4339999999997"
DE,2013,R5300,Biogases,KTOE,"2515,4772141014614","1148,92","41,488","3705,8852141014613"
DE,2013,RA000,Renewables and biofuels,KTOE,"13080,344539982803","15592,675","2924,303","31597,3225399828"
DE,2013,TOTAL,Total,KTOE,"600725,0","116291,604","52374,924000000006","769391,528"
DE,2013,W6210,Renewable municipal waste,KTOE,"465,6921754084265","1079,894",,"1545,5861754084265"
DE,2014,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"928,4608770421324","9856,883",,"10785,343877042133"
DE,2014,R5200,Liquid biofuels,KTOE,,,"2752,583","2752,583"
DE,2014,R5300,Biogases,KTOE,"2672,914875322442","1321,5339999999999","38,621","4033,0698753224424"
DE,2014,RA000,Renewables and biofuels,KTOE,"14255,152966466037","14130,271","2997,75","31383,173966466038"
DE,2014,TOTAL,Total,KTOE,"588064,0","105376,466","53069,676","746510,142"
DE,2014,W6210,Renewable municipal waste,KTOE,"521,9260533104041","1067,379",,"1589,305053310404"
DE,2015,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"948,7532244196044","9958,918",,"10907,671224419604"
DE,2015,R5200,Liquid biofuels,KTOE,,,"2550,135","2550,135"
DE,2015,R5300,Biogases,KTOE,"2845,91573516767","1481,3700000000001","29,665","4356,95073516767"
DE,2015,RA000,Renewables and biofuels,KTOE,"15775,87248495271","14536,739","2804,032","33116,64348495271"
DE,2015,TOTAL,Total,KTOE,"594106,0","108223,672","53853,075","756182,747"
DE,2015,W6210,Renewable municipal waste,KTOE,"495,9587274290627","1103,277",,"1599,2357274290628"
DE,2016,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"928,4608770421324","9657,901",,"10586,361877042133"
DE,2016,R5200,Liquid biofuels,KTOE,,,"2555,435","2555,435"
DE,2016,R5300,Biogases,KTOE,"2898,6242476354255","1560,6429999999998","32,555","4491,822247635426"
DE,2016,RA000,Renewables and biofuels,KTOE,"16492,54032674119","14373,523","2829,775","33695,83832674119"
DE,2016,TOTAL,Total,KTOE,"594336,0","110296,246","54991,376","759623,6220000001"
DE,2016,W6210,Renewable municipal waste,KTOE,"509,8882201203783","1096,422",,"1606,3102201203783"
DE,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"915,219260533104","9790,962",,"10706,181260533103"
DE,2017,R5200,Liquid biofuels,KTOE,,,"2580,714000000001","2580,714000000001"
DE,2017,R5300,Biogases,KTOE,"2913,0696474634565","1602,871","38,287","4554,227647463456"
DE,2017,RA000,Renewables and biofuels,KTOE,"17715,30404127257","14757,569","2875,366","35348,23904127257"
DE,2017,TOTAL,Total,KTOE,"595260,0","110386,429","55980,957","761627,386"
DE,2017,W6210,Renewable municipal waste,KTOE,"512,1238177128117","1186,6109999999999",,"1698,7348177128115"
DE,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"930,9544282029235","9439,262",,"10370,216428202924"
DE,2018,R5200,Liquid biofuels,KTOE,,,"2686,7","2686,7"
DE,2018,R5300,Biogases,KTOE,"2873,2588134135854","1680,3290000000002","33,415","4587,0028134135855"
DE,2018,RA000,Renewables and biofuels,KTOE,"19237,306018916595","14877,289","3021,757","37136,352018916594"
DE,2018,TOTAL,Total,KTOE,"588247,0","109161,744","54234,299000000006","751643,043"
DE,2018,W6210,Renewable municipal waste,KTOE,"529,9226139294926","1366,007",,"1895,9296139294927"
DK,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"157,69561478933792","1188,33",,"1346,0256147893379"
DK,2004,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
DK,2004,R5300,Biogases,KTOE,"24,16165090283749","41,535","0,0","65,69665090283749"
DK,2004,RA000,Renewables and biofuels,KTOE,"767,1067067927772","1665,5929999999996","7,557","2440,2567067927766"
DK,2004,TOTAL,Total,KTOE,"37558,0","8078,605","4235,535","49872,14"
DK,2004,W6210,Renewable municipal waste,KTOE,"68,09974204643164","344,129",,"412,22874204643165"
DK,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"162,85468615649182","1341,335",,"1504,189686156492"
DK,2005,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
DK,2005,R5300,Biogases,KTOE,"24,16165090283749","44,568","0,0","68,72965090283749"
DK,2005,RA000,Renewables and biofuels,KTOE,"797,1740326741186","1834,306","7,659","2639,139032674119"
DK,2005,TOTAL,Total,KTOE,"37615,0","8052,735","4310,939","49978,674"
DK,2005,W6210,Renewable municipal waste,KTOE,"85,81255374032673","348,285",,"434,09755374032676"
DK,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"152,8804815133276","1420,2730000000001",,"1573,1534815133277"
DK,2006,R5200,Liquid biofuels,KTOE,,,"3,826","3,826"
DK,2006,R5300,Biogases,KTOE,"24,419604471195182","47,316","0,0","71,73560447119519"
DK,2006,RA000,Renewables and biofuels,KTOE,"797,009630266552","1930,601","11,505999999999998","2739,116630266552"
DK,2006,TOTAL,Total,KTOE,"38676,0","8132,138000000001","4409,32","51217,458"
DK,2006,W6210,Renewable municipal waste,KTOE,"86,50042992261392","345,348",,"431,84842992261395"
DK,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"157,1797076526225","1610,9669999999999",,"1768,1467076526224"
DK,2007,R5200,Liquid biofuels,KTOE,,,"5,739","5,739"
DK,2007,R5300,Biogases,KTOE,"26,139294926913156","44,832","0,0","70,97129492691316"
DK,2007,RA000,Renewables and biofuels,KTOE,"824,7540842648322","2144,896","13,284","2982,9340842648326"
DK,2007,TOTAL,Total,KTOE,"38366,0","7989,73","4590,272","50946,00199999999"
DK,2007,W6210,Renewable municipal waste,KTOE,"83,57695614789338","360,80100000000004",,"444,3779561478934"
DK,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"155,03009458297507","1656,922",,"1811,9520945829752"
DK,2008,R5200,Liquid biofuels,KTOE,,,"5,102","5,102"
DK,2008,R5300,Biogases,KTOE,"25,021496130696477","45,691","0,0","70,71249613069648"
DK,2008,RA000,Renewables and biofuels,KTOE,"849,011607910576","2227,28","12,890999999999998","3089,1826079105763"
DK,2008,TOTAL,Total,KTOE,"38071,0","7944,321","4536,066","50551,386999999995"
DK,2008,W6210,Renewable municipal waste,KTOE,"89,85382631126397","376,875",,"466,72882631126396"
DK,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"170,8512467755804","1722,438",,"1893,2892467755805"
DK,2009,R5200,Liquid biofuels,KTOE,,,"8,684","8,684"
DK,2009,R5300,Biogases,KTOE,"31,212381771281166","45,428","0,0","76,64038177128117"
DK,2009,RA000,Renewables and biofuels,KTOE,"892,0986242476355","2278,22","17,176","3187,4946242476353"
DK,2009,TOTAL,Total,KTOE,"36717,0","7721,558000000001","4303,865","48742,423"
DK,2009,W6210,Renewable municipal waste,KTOE,"83,31900257953568","352,417",,"435,73600257953564"
DK,2010,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"285,8006018916595","2023,996",,"2309,7966018916595"
DK,2010,R5200,Liquid biofuels,KTOE,,,"26,784","26,784"
DK,2010,R5300,Biogases,KTOE,"30,638521066208085","45,778","0,0","76,41652106620808"
DK,2010,RA000,Renewables and biofuels,KTOE,"1061,916079105761","2581,129","35,79400000000001","3678,839079105761"
DK,2010,TOTAL,Total,KTOE,"37727,032","8477,574","4275,475","50480,081"
DK,2010,W6210,Renewable municipal waste,KTOE,"78,49527085124677","337,646",,"416,14127085124676"
DK,2011,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"264,63422184006873","1927,078",,"2191,7122218400687"
DK,2011,R5200,Liquid biofuels,KTOE,,,"130,489","130,489"
DK,2011,R5300,Biogases,KTOE,"29,746259673258812","44,126","0,0","73,87225967325881"
DK,2011,RA000,Renewables and biofuels,KTOE,"1127,4033533963886","2459,832000000001","140,134","3727,3693533963897"
DK,2011,TOTAL,Total,KTOE,"36549,069","7674,539000000002","4269,712","48493,32000000001"
DK,2011,W6210,Renewable municipal waste,KTOE,"81,78985382631127","345,15999999999997",,"426,94985382631126"
DK,2012,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"273,113241616509","1955,0700000000002",,"2228,1832416165093"
DK,2012,R5200,Liquid biofuels,KTOE,,,"226,605","226,605"
DK,2012,R5300,Biogases,KTOE,"32,46414445399828","50,654","0,0","83,11814445399828"
DK,2012,RA000,Renewables and biofuels,KTOE,"1195,5997420464316","2504,024","237,442","3937,0657420464313"
DK,2012,TOTAL,Total,KTOE,"35914,702000000005","7524,714","4024,847","47464,263000000006"
DK,2012,W6210,Renewable municipal waste,KTOE,"76,70567497850386","340,061",,"416,76667497850383"
DK,2013,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"262,8083404987102","2017,723",,"2280,53134049871"
DK,2013,R5200,Liquid biofuels,KTOE,,,"226,605","226,605"
DK,2013,R5300,Biogases,KTOE,"32,84591573516768","52,09700000000001","0,0","84,94291573516769"
DK,2013,RA000,Renewables and biofuels,KTOE,"1327,1085124677559","2590,415","238,512","4156,035512467755"
DK,2013,TOTAL,Total,KTOE,"35824,088","7444,475","3953,041","47221,604"
DK,2013,W6210,Renewable municipal waste,KTOE,"75,14643164230438","339,707",,"414,8534316423044"
DK,2014,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"254,3949269131556","1997,104",,"2251,4989269131556"
DK,2014,R5200,Liquid biofuels,KTOE,,,"231,083","231,083"
DK,2014,R5300,Biogases,KTOE,"38,764746345657784","58,135000000000005","0,0","96,89974634565779"
DK,2014,RA000,Renewables and biofuels,KTOE,"1460,9982803095443","2614,575","243,9","4319,473280309544"
DK,2014,TOTAL,Total,KTOE,"35039,012","6854,775","3994,039","45887,826"
DK,2014,W6210,Renewable municipal waste,KTOE,"76,10576096302665","361,945",,"438,0507609630266"
DK,2015,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"240,4278589853826","2265,7299999999996",,"2506,157858985382"
DK,2015,R5200,Liquid biofuels,KTOE,,,"231,979","231,979"
DK,2015,R5300,Biogases,KTOE,"39,602579535683574","58,524","0,024","98,15057953568358"
DK,2015,RA000,Renewables and biofuels,KTOE,"1537,1018056749783","2933,012","246,686","4716,799805674978"
DK,2015,TOTAL,Total,KTOE,"34852,194","7306,217","4156,155","46314,566"
DK,2015,W6210,Renewable municipal waste,KTOE,"78,99363714531384","380,817",,"459,8106371453139"
DK,2016,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"299,502407566638","2380,38",,"2679,882407566638"
DK,2016,R5200,Liquid biofuels,KTOE,,,"235,562","235,562"
DK,2016,R5300,Biogases,KTOE,"42,85494411006019","70,49000000000001","0,096","113,4409441100602"
DK,2016,RA000,Renewables and biofuels,KTOE,"1644,107136715391","3126,143","252,949","5023,1991367153905"
DK,2016,TOTAL,Total,KTOE,"35595,499","7562,731","4246,181","47404,411"
DK,2016,W6210,Renewable municipal waste,KTOE,"74,0195184866724","381,60999999999996",,"455,62951848667234"
DK,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"412,46440240756647","2653,3770000000004",,"3065,841402407567"
DK,2017,R5200,Liquid biofuels,KTOE,,,"215,6","215,6"
DK,2017,R5300,Biogases,KTOE,"50,03447979363713","60,893","2,887","113,81447979363713"
DK,2017,RA000,Renewables and biofuels,KTOE,"1835,872742906277","3448,625","235,551","5520,048742906277"
DK,2017,TOTAL,Total,KTOE,"35604,439","7619,268","4290,575","47514,28199999999"
DK,2017,W6210,Renewable municipal waste,KTOE,"75,97773000859846","393,908",,"469,88573000859844"
DK,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"379,8606190885641","2692,26",,"3072,120619088564"
DK,2018,R5200,Liquid biofuels,KTOE,,,"213,46","213,46"
DK,2018,R5300,Biogases,KTOE,"53,29277730008597","64,398","5,22","122,91077730008597"
DK,2018,RA000,Renewables and biofuels,KTOE,"1911,1730008598456","3566,663","236,672","5714,508000859845"
DK,2018,TOTAL,Total,KTOE,"35600,927","7644,196999999999","4370,63","47615,754"
DK,2018,W6210,Renewable municipal waste,KTOE,"73,9530524505589","399,467",,"473,4200524505589"
EA19,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"2206,229406706793","37434,23900000001",,"39640,4684067068"
EA19,2004,R5200,Liquid biofuels,KTOE,,,"1683,4640000000002","1683,4640000000002"
EA19,2004,R5300,Biogases,KTOE,"559,157437661221","491,339","0,0","1050,496437661221"
EA19,2004,RA000,Renewables and biofuels,KTOE,"29092,715305245056","41806,765","2424,944","73324,42430524506"
EA19,2004,TOTAL,Total,KTOE,"2320196,305","412070,339","227958,556","2960225,2"
EA19,2004,W6210,Renewable municipal waste,KTOE,"647,4397248495271","1356,4300000000003",,"2003,8697248495273"
EA19,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"2433,1592433362","39532,368",,"41965,527243336204"
EA19,2005,R5200,Liquid biofuels,KTOE,,,"2945,8280000000004","2945,8280000000004"
EA19,2005,R5300,Biogases,KTOE,"638,179105760963","542,279","0,0","1180,458105760963"
EA19,2005,RA000,Renewables and biofuels,KTOE,"30633,80283748926","44443,7","3690,649","78768,15183748926"
EA19,2005,TOTAL,Total,KTOE,"2349006,621","413345,246","227254,208","2989606,0749999997"
EA19,2005,W6210,Renewable municipal waste,KTOE,"774,3504729148752","1302,008",,"2076,358472914875"
EA19,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"2766,5370593293205","41288,227999999996",,"44054,765059329315"
EA19,2006,R5200,Liquid biofuels,KTOE,,,"4869,841999999999","4869,841999999999"
EA19,2006,R5300,Biogases,KTOE,"811,9555460017197","602,794","0,0","1414,7495460017196"
EA19,2006,RA000,Renewables and biofuels,KTOE,"32308,32029234738","47031,18","5596,685","84936,18529234738"
EA19,2006,TOTAL,Total,KTOE,"2377988,318","407419,956","230492,849","3015901,123"
EA19,2006,W6210,Renewable municipal waste,KTOE,"857,2469475494411","1403,417",,"2260,663947549441"
EA19,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"2803,5064488392086","44023,444",,"46826,95044883921"
EA19,2007,R5200,Liquid biofuels,KTOE,,,"6784,090999999999","6784,090999999999"
EA19,2007,R5300,Biogases,KTOE,"1299,9153912295787","796,4469999999999","0,0","2096,362391229579"
EA19,2007,RA000,Renewables and biofuels,KTOE,"34229,87368873602","51034,828","7518,422","92783,12368873603"
EA19,2007,TOTAL,Total,KTOE,"2395556,547","387723,469","232511,297","3015791,3129999996"
EA19,2007,W6210,Renewable municipal waste,KTOE,"952,1116938950988","1645,965",,"2598,0766938950987"
EA19,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"3104,7178847807395","47037,36000000001",,"50142,077884780745"
EA19,2008,R5200,Liquid biofuels,KTOE,,,"7857,362","7857,362"
EA19,2008,R5300,Biogases,KTOE,"1562,8696474634564","776,9030000000002","0,335","2340,1076474634565"
EA19,2008,RA000,Renewables and biofuels,KTOE,"36497,99217540843","54592,221","8628,405","99718,61817540842"
EA19,2008,TOTAL,Total,KTOE,"2409522,451","400484,02200000006","227082,369","3037088,8419999997"
EA19,2008,W6210,Renewable municipal waste,KTOE,"987,0784178847806","1400,361",,"2387,4394178847806"
EA19,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"3165,224419604471","46793,156",,"49958,38041960447"
EA19,2009,R5200,Liquid biofuels,KTOE,,,"9051,9","9051,9"
EA19,2009,R5300,Biogases,KTOE,"1807,219174548581","964,349","1,148","2772,716174548581"
EA19,2009,RA000,Renewables and biofuels,KTOE,"38737,87248495271","55565,66099999999","9850,402","104153,9354849527"
EA19,2009,TOTAL,Total,KTOE,"2289692,963","372786,153","220277,98100000003","2882757,097"
EA19,2009,W6210,Renewable municipal waste,KTOE,"997,0398968185727","1473,263",,"2470,3028968185727"
EA19,2010,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"3590,630180567498","50365,327",,"53955,95718056749"
EA19,2010,R5200,Liquid biofuels,KTOE,,,"10172,135","10172,135"
EA19,2010,R5300,Biogases,KTOE,"2116,6851246775577","1246,99","6,523","3370,1981246775576"
EA19,2010,RA000,Renewables and biofuels,KTOE,"41866,46001719691","60113,831","11027,248","113007,53901719689"
EA19,2010,TOTAL,Total,KTOE,"2390512,292","399264,552","219683,262","3009460,106"
EA19,2010,W6210,Renewable municipal waste,KTOE,"1086,04135855546","1552,03",,"2638,07135855546"
EA19,2011,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"3767,0930352536548","45374,368",,"49141,461035253655"
EA19,2011,R5200,Liquid biofuels,KTOE,,,"10490,527","10490,527"
EA19,2011,R5300,Biogases,KTOE,"2581,15339638865","1749,421","16,405","4346,97939638865"
EA19,2011,RA000,Renewables and biofuels,KTOE,"45476,17927773001","56253,793","6603,916","108333,88827773"
EA19,2011,TOTAL,Total,KTOE,"2349873,484","365218,26700000005","217813,212","2932904,963"
EA19,2011,W6210,Renewable municipal waste,KTOE,"1162,226139294927","1701,659",,"2863,8851392949273"
EA19,2012,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"3905,3266552020636","50475,792",,"54381,118655202066"
EA19,2012,R5200,Liquid biofuels,KTOE,,,"11181,059","11181,059"
EA19,2012,R5300,Biogases,KTOE,"3260,7240756663796","1688,7749999999999","37,298","4986,797075666379"
EA19,2012,RA000,Renewables and biofuels,KTOE,"49184,548753224415","62098,728","9420,42","120703,69675322442"
EA19,2012,TOTAL,Total,KTOE,"2348691,594","374196,315","210224,89","2933112,799"
EA19,2012,W6210,Renewable municipal waste,KTOE,"1187,8527085124676","1834,995",,"3022,8477085124678"
EA19,2013,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"3994,973086844368","51717,215",,"55712,18808684436"
EA19,2013,R5200,Liquid biofuels,KTOE,,,"9658,364","9658,364"
EA19,2013,R5300,Biogases,KTOE,"3730,6011177987966","1988,926","49,743","5769,2701177987965"
EA19,2013,RA000,Renewables and biofuels,KTOE,"52288,42450558899","64502,125","9454,68","126245,229505589"
EA19,2013,TOTAL,Total,KTOE,"2329530,403","379573,634","208394,565","2917498,602"
EA19,2013,W6210,Renewable municipal waste,KTOE,"1217,6060189165948","2159,054",,"3376,6600189165947"
EA19,2014,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"3892,449269131556","47432,465",,"51324,91426913155"
EA19,2014,R5200,Liquid biofuels,KTOE,,,"10442,225","10442,225"
EA19,2014,R5300,Biogases,KTOE,"3999,031298366294","2277,755","47,36600000000001","6324,152298366294"
EA19,2014,RA000,Renewables and biofuels,KTOE,"54612,029922613925","62067,43900000001","10362,367","127041,83592261394"
EA19,2014,TOTAL,Total,KTOE,"2269744,5","345919,814","210523,408","2826187,722"
EA19,2014,W6210,Renewable municipal waste,KTOE,"1295,8692175408426","2208,522",,"3504,3912175408423"
EA19,2015,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"4025,3147033533965","49403,115999999995",,"53428,43070335339"
EA19,2015,R5200,Liquid biofuels,KTOE,,,"10342,83","10342,83"
EA19,2015,R5300,Biogases,KTOE,"4226,384350816853","2448,786","36,286","6711,456350816853"
EA19,2015,RA000,Renewables and biofuels,KTOE,"57303,435425623386","64953,113","10500,893999999998","132757,4424256234"
EA19,2015,TOTAL,Total,KTOE,"2305643,839","356412,465","212666,402","2874722,7060000002"
EA19,2015,W6210,Renewable municipal waste,KTOE,"1294,1413585554599","2334,1549999999997",,"3628,29635855546"
EA19,2016,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"4115,681341358555","50279,491",,"54395,17234135856"
EA19,2016,R5200,Liquid biofuels,KTOE,,,"9998,06","9998,06"
EA19,2016,R5300,Biogases,KTOE,"4307,11049011178","2555,188","39,157","6901,45549011178"
EA19,2016,RA000,Renewables and biofuels,KTOE,"59011,73447979364","66759,192","11213,745","136984,67147979364"
EA19,2016,TOTAL,Total,KTOE,"2322653,87","362886,646","215427,392","2900967,9080000003"
EA19,2016,W6210,Renewable municipal waste,KTOE,"1333,4708512467755","2451,6180000000004",,"3785,088851246776"
EA19,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"4227,840240756664","51216,773",,"55444,61324075666"
EA19,2017,R5200,Liquid biofuels,KTOE,,,"10734,616","10734,616"
EA19,2017,R5300,Biogases,KTOE,"4333,545399828031","2691,846000000001","46,715","7072,1063998280315"
EA19,2017,RA000,Renewables and biofuels,KTOE,"61564,43422184006","68752,785","12096,911","142414,13022184005"
EA19,2017,TOTAL,Total,KTOE,"2337257,469","363542,596","216842,408","2917642,4729999998"
EA19,2017,W6210,Renewable municipal waste,KTOE,"1352,7288048151333","2568,91",,"3921,638804815133"
EA19,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"4310,560963026655","50322,14",,"54632,700963026655"
EA19,2018,R5200,Liquid biofuels,KTOE,,,"11694,922999999999","11694,922999999999"
EA19,2018,R5300,Biogases,KTOE,"4298,510318142735","2791,918","49,424","7139,8523181427345"
EA19,2018,RA000,Renewables and biofuels,KTOE,"63960,339638865","69086,899","13146,084","146193,322638865"
EA19,2018,TOTAL,Total,KTOE,"2332488,385","361392,572","216662,283","2910543,2399999998"
EA19,2018,W6210,Renewable municipal waste,KTOE,"1413,9564058469477","2691,9809999999998",,"4105,9374058469475"
EE,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"1,9776440240756663","567,784",,"569,7616440240756"
EE,2004,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
EE,2004,R5300,Biogases,KTOE,"0,6018916595012898","0,502","0,0","1,1038916595012898"
EE,2004,RA000,Renewables and biofuels,KTOE,"3,9954428202923475","568,286","1,078","573,3594428202923"
EE,2004,TOTAL,Total,KTOE,"8510,0","1708,715","680,591","10899,306"
EE,2004,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
EE,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"1,8056749785038695","537,809",,"539,6146749785038"
EE,2005,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
EE,2005,R5300,Biogases,KTOE,"1,232244196044712","1,552","0,0","2,784244196044712"
EE,2005,RA000,Renewables and biofuels,KTOE,"8,331728288907996","539,362","1,406","549,099728288908"
EE,2005,TOTAL,Total,KTOE,"8597,0","1675,264","719,753","10992,017"
EE,2005,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
EE,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"2,235597592433362","492,35699999999997",,"494,5925975924333"
EE,2006,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
EE,2006,R5300,Biogases,KTOE,"1,2037833190025795","1,6480000000000001","0,0","2,8517833190025796"
EE,2006,RA000,Renewables and biofuels,KTOE,"11,024849527085124","494,005","1,133","506,1628495270851"
EE,2006,TOTAL,Total,KTOE,"8982,0","1609,695","770,319","11362,014"
EE,2006,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
EE,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"1,6809974204643165","568,954",,"570,6349974204643"
EE,2007,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
EE,2007,R5300,Biogases,KTOE,"1,1526225279449698","1,385","0,0","2,53762252794497"
EE,2007,RA000,Renewables and biofuels,KTOE,"12,02579535683577","570,34","1,086","583,4517953568358"
