geo,year,siec,fuel,unit,electricity_consumption,heat_consumption,transport_consumption,all_sectors_consumption
IE,2004,TOTAL,Total,KTOE,"26789,0","5236,324000000001","3908,149","35933,473"
IE,2004,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
IE,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,6785898538263112","175,585",,"176,26358985382632"
IE,2005,R5200,Liquid biofuels,KTOE,,,"1,098","1,098"
IE,2005,R5300,Biogases,KTOE,"10,521926053310404","6,921","0,0","17,442926053310405"
IE,2005,RA000,Renewables and biofuels,KTOE,"171,21668099742047","187,209","1,902","360,3276809974205"
IE,2005,TOTAL,Total,KTOE,"27670,582","5438,08","4166,767","37275,429"
IE,2005,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
IE,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,6785898538263112","180,587",,"181,2655898538263"
IE,2006,R5200,Liquid biofuels,KTOE,,,"2,662","2,662"
IE,2006,R5300,Biogases,KTOE,"10,364660361134996","6,1110000000000015","0,0","16,475660361135"
IE,2006,RA000,Renewables and biofuels,KTOE,"211,29535683576952","194,103","3,435","408,8333568357695"
IE,2006,TOTAL,Total,KTOE,"28893,625","5559,071","4525,505","38978,200999999994"
IE,2006,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
IE,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"1,1887360275150471","180,169",,"181,35773602751505"
IE,2007,R5200,Liquid biofuels,KTOE,,,"21,542","21,542"
IE,2007,R5300,Biogases,KTOE,"13,429234737747208","5,185","0,0","18,614234737747207"
IE,2007,RA000,Renewables and biofuels,KTOE,"242,761049011178","196,62","22,261","461,642049011178"
IE,2007,TOTAL,Total,KTOE,"29178,416","5226,613","4740,066","39145,095"
IE,2007,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
IE,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"2,843508168529665","169,524",,"172,36750816852967"
IE,2008,R5200,Liquid biofuels,KTOE,,,"55,56800000000001","55,56800000000001"
IE,2008,R5300,Biogases,KTOE,"15,11736887360275","5,101","0,0","20,21836887360275"
IE,2008,RA000,Renewables and biofuels,KTOE,"281,85477214101456","191,211","56,354","529,4197721410146"
IE,2008,TOTAL,Total,KTOE,"30357,83","5485,199000000001","4512,426","40355,455"
IE,2008,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
IE,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"5,60816852966466","172,00599999999997",,"177,61416852966462"
IE,2009,R5200,Liquid biofuels,KTOE,,,"77,416","77,416"
IE,2009,R5300,Biogases,KTOE,"16,024161650902837","7,865","0,0","23,889161650902835"
IE,2009,RA000,Renewables and biofuels,KTOE,"346,6092003439381","204,843","78,096","629,5482003439381"
IE,2009,TOTAL,Total,KTOE,"28722,072","4962,4670000000015","4110,335999999998","37794,875"
IE,2009,W6210,Renewable municipal waste,KTOE,"0,0","5,106",,"5,106"
IE,2010,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"9,433963886500429","180,321",,"189,75496388650043"
IE,2010,R5200,Liquid biofuels,KTOE,,,"92,594","92,594"
IE,2010,R5300,Biogases,KTOE,"17,600945829750646","8,377","0,0","25,977945829750645"
IE,2010,RA000,Renewables and biofuels,KTOE,"385,2887360275149","218,266","93,321","696,8757360275149"
IE,2010,TOTAL,Total,KTOE,"28646,72","5066,924","3917,09","37630,734"
IE,2010,W6210,Renewable municipal waste,KTOE,"0,0","6,3660000000000005",,"6,3660000000000005"
IE,2011,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"11,718142734307825","164,59099999999995",,"176,30914273430778"
IE,2011,R5200,Liquid biofuels,KTOE,,,"97,794","97,794"
IE,2011,R5300,Biogases,KTOE,"17,176956147893378","9,455","0,0","26,631956147893376"
IE,2011,RA000,Renewables and biofuels,KTOE,"433,99656061908854","210,601","98,605","743,2025606190886"
IE,2011,TOTAL,Total,KTOE,"27654,123","4459,253","3624,452","35737,828"
IE,2011,W6210,Renewable municipal waste,KTOE,"0,0","10,635",,"10,635"
IE,2012,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"15,392175408426484","157,273",,"172,66517540842648"
IE,2012,R5200,Liquid biofuels,KTOE,,,"84,867","84,867"
IE,2012,R5300,Biogases,KTOE,"16,9475494411006","8,776","0,0","25,723549441100598"
IE,2012,RA000,Renewables and biofuels,KTOE,"470,0411006018917","213,933","85,7","769,6741006018917"
IE,2012,TOTAL,Total,KTOE,"27556,738","4450,826","3520,11","35527,674"
IE,2012,W6210,Renewable municipal waste,KTOE,"5,733877901977643","19,762",,"25,495877901977643"
IE,2013,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"19,513241616509028","168,767",,"188,28024161650902"
IE,2013,R5200,Liquid biofuels,KTOE,,,"102,245","102,245"
IE,2013,R5300,Biogases,KTOE,"15,86938950988822","7,091","0,0","22,96038950988822"
IE,2013,RA000,Renewables and biofuels,KTOE,"508,2876182287188","229,094","103,046","840,4276182287189"
IE,2013,TOTAL,Total,KTOE,"27817,876","4462,897","3569,067","35849,840000000004"
IE,2013,W6210,Renewable municipal waste,KTOE,"6,39561478933792","22,767",,"29,16261478933792"
IE,2014,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"22,778331900257957","195,623",,"218,40133190025796"
IE,2014,R5200,Liquid biofuels,KTOE,,,"116,181","116,181"
IE,2014,R5300,Biogases,KTOE,"17,508942390369732","8,15","0,0","25,65894239036973"
IE,2014,RA000,Renewables and biofuels,KTOE,"565,0885640584695","263,461","117,054","945,6035640584695"
IE,2014,TOTAL,Total,KTOE,"27957,055","4234,505","3742,011","35933,571"
IE,2014,W6210,Renewable municipal waste,KTOE,"6,228202923473774","26,095",,"32,32320292347377"
IE,2015,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"16,91418744625967","193,13",,"210,04418744625966"
IE,2015,R5200,Liquid biofuels,KTOE,,,"128,132","128,132"
IE,2015,R5300,Biogases,KTOE,"17,608856405846947","8,841000000000003","0,0","26,44985640584695"
IE,2015,RA000,Renewables and biofuels,KTOE,"631,7416165090283","271,54200000000003","129,142","1032,4256165090283"
IE,2015,TOTAL,Total,KTOE,"28775,892000000003","4456,682","3761,441","36994,015"
IE,2015,W6210,Renewable municipal waste,KTOE,"6,628030954428203","31,135",,"37,7630309544282"
IE,2016,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"34,004901117798795","190,449",,"224,4539011177988"
IE,2016,R5200,Liquid biofuels,KTOE,,,"118,482","118,482"
IE,2016,R5300,Biogases,KTOE,"17,881943250214963","9,307","0,0","27,18894325021496"
IE,2016,RA000,Renewables and biofuels,KTOE,"681,075408426483","282,1040000000001","119,684","1082,8634084264831"
IE,2016,TOTAL,Total,KTOE,"29509,263","4483,029","4020,281","38012,573000000004"
IE,2016,W6210,Renewable municipal waste,KTOE,"6,515219260533103","37,954",,"44,4692192605331"
IE,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"32,79527085124678","196,87",,"229,6652708512468"
IE,2017,R5200,Liquid biofuels,KTOE,,,"160,641","160,641"
IE,2017,R5300,Biogases,KTOE,"17,2609630266552","9,741","0,0","27,0019630266552"
IE,2017,RA000,Renewables and biofuels,KTOE,"776,096732588134","298,809","161,968","1236,873732588134"
IE,2017,TOTAL,Total,KTOE,"29990,808","4487,043","3970,709","38448,560000000005"
IE,2017,W6210,Renewable municipal waste,KTOE,"12,961736887360274","40,618",,"53,579736887360276"
IE,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"28,358555460017197","201,398",,"229,75655546001718"
IE,2018,R5200,Liquid biofuels,KTOE,,,"154,24","154,24"
IE,2018,R5300,Biogases,KTOE,"15,829062768701634","9,779","0,0","25,608062768701636"
IE,2018,RA000,Renewables and biofuels,KTOE,"882,3009458297506","309,689","155,808","1347,7979458297507"
IE,2018,TOTAL,Total,KTOE,"30868,487","4784,894","4024,134","39677,515"
IE,2018,W6210,Renewable municipal waste,KTOE,"28,388306104901115","40,701",,"69,08930610490111"
IS,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","0,0",,"0,0"
IS,2004,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
IS,2004,R5300,Biogases,KTOE,"0,19466895958727426","0,0","0,0","0,19466895958727426"
IS,2004,RA000,Renewables and biofuels,KTOE,"690,6411006018917","538,717","0,0","1229,3581006018917"
IS,2004,TOTAL,Total,KTOE,"8623,0","1029,202","217,763","9869,965"
IS,2004,W6210,Renewable municipal waste,KTOE,"0,0","0,669",,"0,669"
IS,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","0,0",,"0,0"
IS,2005,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
IS,2005,R5300,Biogases,KTOE,"0,3624247635425623","0,0","0,0","0,3624247635425623"
IS,2005,RA000,Renewables and biofuels,KTOE,"708,9785898538263","550,826","0,0","1259,8045898538262"
IS,2005,TOTAL,Total,KTOE,"8686,0","1025,264","217,763","9929,027"
IS,2005,W6210,Renewable municipal waste,KTOE,"0,0","0,669",,"0,669"
IS,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","0,0",,"0,0"
IS,2006,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
IS,2006,R5300,Biogases,KTOE,"0,08632846087704213","0,0","0,0","0,08632846087704213"
IS,2006,RA000,Renewables and biofuels,KTOE,"798,3022355975924","558,016","0,0","1356,3182355975923"
IS,2006,TOTAL,Total,KTOE,"9930,0","975,653","284,52","11190,173"
IS,2006,W6210,Renewable municipal waste,KTOE,"0,08521066208082545","0,669",,"0,7542106620808255"
IS,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","0,0",,"0,0"
IS,2007,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
IS,2007,R5300,Biogases,KTOE,"0,015735167669819434","0,0","0,21","0,22573516766981944"
IS,2007,RA000,Renewables and biofuels,KTOE,"1170,928030954428","579,822","0,21","1750,960030954428"
IS,2007,TOTAL,Total,KTOE,"11977,0","990,923","300,136","13268,059000000001"
IS,2007,W6210,Renewable municipal waste,KTOE,"0,04823731728288908","0,478",,"0,526237317282889"
IS,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","0,0",,"0,0"
IS,2008,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
IS,2008,R5300,Biogases,KTOE,"0,013413585554600172","0,0","0,31","0,32341358555460015"
IS,2008,RA000,Renewables and biofuels,KTOE,"1286,3030954428202","603,946","0,31","1890,5590954428203"
IS,2008,TOTAL,Total,KTOE,"16467,0","974,742","290,993","17732,734999999997"
IS,2008,W6210,Renewable municipal waste,KTOE,"0,02648323301805675","0,406",,"0,4324832330180568"
IS,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","0,0",,"0,0"
IS,2009,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
IS,2009,R5300,Biogases,KTOE,"0,0411865864144454","0,0","0,38","0,4211865864144454"
IS,2009,RA000,Renewables and biofuels,KTOE,"1344,1221840068788","604,7819999999998","0,38","1949,2841840068786"
IS,2009,TOTAL,Total,KTOE,"16834,0","974,022","283,873","18091,895"
IS,2009,W6210,Renewable municipal waste,KTOE,"0,004299226139294927","0,311",,"0,31529922613929495"
IS,2010,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","0,0",,"0,0"
IS,2010,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
IS,2010,R5300,Biogases,KTOE,"0,0","0,0","0,53","0,53"
IS,2010,RA000,Renewables and biofuels,KTOE,"1355,6074806534823","599,766","0,53","1955,9034806534821"
IS,2010,TOTAL,Total,KTOE,"17059,0","938,922","270,672","18268,593999999997"
IS,2010,W6210,Renewable municipal waste,KTOE,"0,0","0,334",,"0,334"
IS,2011,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","0,0",,"0,0"
IS,2011,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
IS,2011,R5300,Biogases,KTOE,"0,0","0,0","1,15","1,15"
IS,2011,RA000,Renewables and biofuels,KTOE,"1389,822355975924","602,5369999999998","1,15","1993,5093559759239"
IS,2011,TOTAL,Total,KTOE,"17211,0","924,933","263,045","18398,978"
IS,2011,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
IS,2012,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","0,0",,"0,0"
IS,2012,R5200,Liquid biofuels,KTOE,,,"0,0","0,0"
IS,2012,R5300,Biogases,KTOE,"0,0","0,0","1,74","1,74"
IS,2012,RA000,Renewables and biofuels,KTOE,"1439,865520206363","636,692","1,819","2078,376520206363"
IS,2012,TOTAL,Total,KTOE,"17549,0","986,818","260,639","18796,457"
IS,2012,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
IS,2013,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","10,531",,"10,531"
IS,2013,R5200,Liquid biofuels,KTOE,,,"2,08","2,08"
IS,2013,R5300,Biogases,KTOE,"0,0","0,0","1,7","1,7"
IS,2013,RA000,Renewables and biofuels,KTOE,"1506,5840068787618","620,901","3,942","2131,427006878762"
IS,2013,TOTAL,Total,KTOE,"18116,0","1045,486","266,874","19428,36"
IS,2013,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
IS,2014,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","10,255999999999998",,"10,255999999999998"
IS,2014,R5200,Liquid biofuels,KTOE,,,"2,08","2,08"
IS,2014,R5300,Biogases,KTOE,"0,0","0,0","2,41","2,41"
IS,2014,RA000,Renewables and biofuels,KTOE,"1512,5367153912293","630,9209999999998","4,907","2148,3647153912293"
IS,2014,TOTAL,Total,KTOE,"18123,0","1078,847","261,717","19463,564000000002"
IS,2014,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
IS,2015,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","10,863",,"10,863"
IS,2015,R5200,Liquid biofuels,KTOE,,,"13,79","13,79"
IS,2015,R5300,Biogases,KTOE,"0,0","0,0","1,65","1,65"
IS,2015,RA000,Renewables and biofuels,KTOE,"1505,052192605331","710,395","15,6","2231,047192605331"
IS,2015,TOTAL,Total,KTOE,"18799,0","1115,608","289,855","20204,463"
IS,2015,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
IS,2016,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","11,106",,"11,106"
IS,2016,R5200,Liquid biofuels,KTOE,,,"14,68","14,68"
IS,2016,R5300,Biogases,KTOE,"0,0","0,0","1,7","1,7"
IS,2016,RA000,Renewables and biofuels,KTOE,"1520,1996560619089","742,949","16,727","2279,8756560619086"
IS,2016,TOTAL,Total,KTOE,"18550,0","1163,26","315,605","20028,864999999998"
IS,2016,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
IS,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","16,246",,"16,246"
IS,2017,R5200,Liquid biofuels,KTOE,,,"16,6","16,6"
IS,2017,R5300,Biogases,KTOE,"0,0","0,0","1,9","1,9"
IS,2017,RA000,Renewables and biofuels,KTOE,"1544,6451418744628","794,225","19,218","2358,0881418744625"
IS,2017,TOTAL,Total,KTOE,"19238,533","1151,972","343,396","20733,901"
IS,2017,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
IS,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,0","21,541",,"21,541"
IS,2018,R5200,Liquid biofuels,KTOE,,,"20,0","20,0"
IS,2018,R5300,Biogases,KTOE,"0,0","0,054000000000000006","1,79","1,844"
IS,2018,RA000,Renewables and biofuels,KTOE,"1679,4220120378332","887,194","22,974","2589,5900120378333"
IS,2018,TOTAL,Total,KTOE,"19829,76","1329,249","346,38","21505,389"
IS,2018,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
IT,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"164,45975924333618","2496,4649999999997",,"2660,9247592433358"
IT,2004,R5200,Liquid biofuels,KTOE,,,"252,747","252,747"
IT,2004,R5300,Biogases,KTOE,"100,62269991401546","25,843000000000004","0,0","126,46569991401546"
IT,2004,RA000,Renewables and biofuels,KTOE,"4722,355803955288","3705,824","385,56","8813,739803955288"
IT,2004,TOTAL,Total,KTOE,"341411,87700000004","64863,876","39331,738","445607,49100000004"
IT,2004,W6210,Renewable municipal waste,KTOE,"97,8452278589854","55,293",,"153,1382278589854"
IT,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"186,31616509028373","4165,496",,"4351,812165090284"
IT,2005,R5200,Liquid biofuels,KTOE,,,"176,74599999999995","176,74599999999995"
IT,2005,R5300,Biogases,KTOE,"103,00223559759246","25,891","0,0","128,89323559759245"
IT,2005,RA000,Renewables and biofuels,KTOE,"4847,141186586414","5627,078","313,93","10788,149186586415"
IT,2005,TOTAL,Total,KTOE,"345994,73299999995","68431,726","38913,175","453339,6339999999"
IT,2005,W6210,Renewable municipal waste,KTOE,"112,60352536543422","71,702",,"184,30552536543422"
IT,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"198,8184006878762","4900,9259999999995",,"5099,744400687876"
IT,2006,R5200,Liquid biofuels,KTOE,,,"159,071","159,071"
IT,2006,R5300,Biogases,KTOE,"114,90017196904557","26,44","0,0","141,34017196904557"
IT,2006,RA000,Renewables and biofuels,KTOE,"4829,625365434222","6643,9659999999985","300,4190000000001","11774,01036543422"
IT,2006,TOTAL,Total,KTOE,"352676,311","65824,093","39233,649","457734,05299999996"
IT,2006,W6210,Renewable municipal waste,KTOE,"125,38993981083405","103,349",,"228,73893981083404"
IT,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"197,5529664660361","6684,652000000001",,"6882,204966466037"
IT,2007,R5200,Liquid biofuels,KTOE,,,"139,629","139,629"
IT,2007,R5300,Biogases,KTOE,"124,43671539122955","16,48","0,0","140,91671539122956"
IT,2007,RA000,Renewables and biofuels,KTOE,"4863,063112639725","8625,855","286,341","13775,259112639724"
IT,2007,TOTAL,Total,KTOE,"354504,227","64688,606","39285,55","458478,383"
IT,2007,W6210,Renewable municipal waste,KTOE,"130,04763542562338","66,399",,"196,44663542562338"
IT,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"236,12278589853827","7991,64",,"8227,762785898538"
IT,2008,R5200,Liquid biofuels,KTOE,,,"728,623","728,623"
IT,2008,R5300,Biogases,KTOE,"137,53336199484093","16,361","0,0","153,89436199484092"
IT,2008,RA000,Renewables and biofuels,KTOE,"5060,3144453998275","10158,738","886,035","16105,087445399826"
IT,2008,TOTAL,Total,KTOE,"353561,96","66348,607","37550,645","457461,21200000006"
IT,2008,W6210,Renewable municipal waste,KTOE,"133,8061049011178","73,827",,"207,6331049011178"
IT,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"243,13576956147898","7785,205",,"8028,340769561479"
IT,2009,R5200,Liquid biofuels,KTOE,,,"1144,117","1144,117"
IT,2009,R5300,Biogases,KTOE,"143,16938950988822","19,442","0,0","162,61138950988823"
IT,2009,RA000,Renewables and biofuels,KTOE,"5389,841444539982","10177,549","1304,09","16871,480444539982"
IT,2009,TOTAL,Total,KTOE,"333293,482","61942,103","35999,09","431234,67500000005"
IT,2009,W6210,Renewable municipal waste,KTOE,"138,96552020636287","55,89",,"194,85552020636288"
IT,2010,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"194,40197764402407","7482,6359999999995",,"7677,037977644023"
IT,2010,R5200,Liquid biofuels,KTOE,,,"1419,567","1419,567"
IT,2010,R5300,Biogases,KTOE,"176,62459157351674","25,771","0,024","202,41959157351675"
IT,2010,RA000,Renewables and biofuels,KTOE,"5924,232674118659","10018,02","1589,807","17532,05967411866"
IT,2010,TOTAL,Total,KTOE,"342933,764","64045,41099999999","35315,325","442294,50000000006"
IT,2010,W6210,Renewable municipal waste,KTOE,"175,98048151332762","61,694",,"237,67448151332763"
IT,2011,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"216,86552020636287","5056,535",,"5273,400520206363"
IT,2011,R5200,Liquid biofuels,KTOE,,,"1400,503","1400,503"
IT,2011,R5300,Biogases,KTOE,"292,75288048151333","330,252","0,024","623,0288804815133"
IT,2011,RA000,Renewables and biofuels,KTOE,"7012,91143594153","8101,15","1592,5120000000004","16706,57343594153"
IT,2011,TOTAL,Total,KTOE,"346379,721","58625,74","35147,703","440153,164"
IT,2011,W6210,Renewable municipal waste,KTOE,"189,8567497850387","85,531",,"275,3877497850387"
IT,2012,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"222,04187446259675","7196,211999999999",,"7418,253874462595"
IT,2012,R5200,Liquid biofuels,KTOE,,,"1368,419","1368,419"
IT,2012,R5300,Biogases,KTOE,"397,2384350816853","183,24200000000002","0,024","580,5044350816853"
IT,2012,RA000,Renewables and biofuels,KTOE,"8025,623645743765","10226,398","1562,806","19814,827645743764"
IT,2012,TOTAL,Total,KTOE,"340400,893","60213,642","32985,654","433600,18899999995"
IT,2012,W6210,Renewable municipal waste,KTOE,"185,99802235597593","70,961",,"256,95902235597595"
IT,2013,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"316,3207222699914","7382,870000000001",,"7699,190722269992"
IT,2013,R5200,Liquid biofuels,KTOE,,,"1252,26","1252,26"
IT,2013,R5300,Biogases,KTOE,"640,3846087704214","245,582","0,024","885,9906087704214"
IT,2013,RA000,Renewables and biofuels,KTOE,"8883,216251074806","10603,154","1468,336","20954,706251074804"
IT,2013,TOTAL,Total,KTOE,"330046,395","58606,14900000001","32023,493","420676,03700000007"
IT,2013,W6210,Renewable municipal waste,KTOE,"189,6707652622528","83,309",,"272,9797652622528"
IT,2014,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"328,68211521926054","6594,0340000000015",,"6922,716115219262"
IT,2014,R5200,Liquid biofuels,KTOE,,,"1065,1660000000004","1065,1660000000004"
IT,2014,R5300,Biogases,KTOE,"704,9400687876183","283,319","0,024","988,2830687876184"
IT,2014,RA000,Renewables and biofuels,KTOE,"9248,110576096302","9933,636","1310,151","20491,897576096304"
IT,2014,TOTAL,Total,KTOE,"321832,441","52519,2","33255,641","407607,282"
IT,2014,W6210,Renewable municipal waste,KTOE,"203,8081685296647","85,22",,"289,0281685296647"
IT,2015,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"339,35021496130696","7330,9439999999995",,"7670,294214961306"
IT,2015,R5200,Liquid biofuels,KTOE,,,"1166,997","1166,997"
IT,2015,R5300,Biogases,KTOE,"706,0952708512468","250,048","0,024","956,1672708512468"
IT,2015,RA000,Renewables and biofuels,KTOE,"9434,621066208083","10687,184","1456,162","21577,967066208083"
IT,2015,TOTAL,Total,KTOE,"327939,324","55504,231","32405,308","415848,86300000007"
IT,2015,W6210,Renewable municipal waste,KTOE,"201,46870163370596","107,934",,"309,402701633706"
IT,2016,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"354,64711951848653","7123,125",,"7477,772119518487"
IT,2016,R5200,Liquid biofuels,KTOE,,,"1041,01","1041,01"
IT,2016,R5300,Biogases,KTOE,"710,1229578675838","251,959","0,024","962,1059578675837"
IT,2016,RA000,Renewables and biofuels,KTOE,"9503,699484092864","10538,428","1359,6","21401,727484092862"
IT,2016,TOTAL,Total,KTOE,"324969,756","55796,14900000001","31821,874","412587,77900000004"
IT,2016,W6210,Renewable municipal waste,KTOE,"207,69036973344794","117,058",,"324,74836973344793"
IT,2017,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"363,87222699914014","7716,460000000001",,"8080,332226999141"
IT,2017,R5200,Liquid biofuels,KTOE,,,"1061,743","1061,743"
IT,2017,R5300,Biogases,KTOE,"713,5962166809974","267,299","0,14800000000000002","981,0432166809974"
IT,2017,RA000,Renewables and biofuels,KTOE,"9728,58022355976","11210,989","1387,767","22327,33622355976"
IT,2017,TOTAL,Total,KTOE,"331764,701","55823,18700000001","30489,783","418077,67100000003"
IT,2017,W6210,Renewable municipal waste,KTOE,"204,9553740326741","124,247",,"329,2023740326741"
IT,2018,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"360,39466895958725","7211,321",,"7571,715668959587"
IT,2018,R5200,Liquid biofuels,KTOE,,,"1249,688","1249,688"
IT,2018,R5300,Biogases,KTOE,"713,6340498710232","255,601","0,449","969,6840498710231"
IT,2018,RA000,Renewables and biofuels,KTOE,"9682,794926913155","10672,708","1587,068","21942,570926913155"
IT,2018,TOTAL,Total,KTOE,"331890,885","55499,475","31524,321","418914,681"
IT,2018,W6210,Renewable municipal waste,KTOE,"203,86294067067928","126,762",,"330,6249406706793"
LT,2004,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,37093723129836625","797,1959999999999",,"797,5669372312983"
LT,2004,R5200,Liquid biofuels,KTOE,,,"0,88","0,88"
LT,2004,R5300,Biogases,KTOE,"0,15468615649183148","1,194","0,0","1,3486861564918313"
LT,2004,RA000,Renewables and biofuels,KTOE,"35,637145313843504","799,847","2,135","837,6191453138434"
LT,2004,TOTAL,Total,KTOE,"11557,0","2627,137","1077,9589999999996","15262,096"
LT,2004,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
LT,2005,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"0,2230438521066208","807,753",,"807,9760438521066"
LT,2005,R5200,Liquid biofuels,KTOE,,,"3,29","3,29"
LT,2005,R5300,Biogases,KTOE,"0,3495270851246776","1,242","0,0","1,5915270851246777"
LT,2005,RA000,Renewables and biofuels,KTOE,"37,663542562338776","811,1030000000002","4,6960000000000015","853,462542562339"
LT,2005,TOTAL,Total,KTOE,"11449,0","2766,08","1138,829","15353,909"
LT,2005,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
LT,2006,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"1,663456577815993","835,0760000000002",,"836,7394565778162"
LT,2006,R5200,Liquid biofuels,KTOE,,,"19,3","19,3"
LT,2006,R5300,Biogases,KTOE,"0,465262252794497","1,266","0,0","1,731262252794497"
LT,2006,RA000,Renewables and biofuels,KTOE,"40,27446259673258","837,83","20,542","898,6464625967327"
LT,2006,TOTAL,Total,KTOE,"11649,0","2866,268","1229,808","15745,076000000001"
LT,2006,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
LT,2007,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"4,159329320722271","814,5599999999998",,"818,7193293207221"
LT,2007,R5200,Liquid biofuels,KTOE,,,"53,15","53,15"
LT,2007,R5300,Biogases,KTOE,"0,5447979363714532","1,6480000000000001","0,0","2,1927979363714534"
LT,2007,RA000,Renewables and biofuels,KTOE,"48,439466895958724","817,6469999999998","54,137","920,2234668959586"
LT,2007,TOTAL,Total,KTOE,"12098,0","2810,173","1491,886","16400,058999999997"
LT,2007,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
LT,2008,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"5,126053310404128","858,77",,"863,8960533104041"
LT,2008,R5200,Liquid biofuels,KTOE,,,"61,43","61,43"
LT,2008,R5300,Biogases,KTOE,"0,784006878761823","1,767","0,0","2,551006878761823"
LT,2008,RA000,Renewables and biofuels,KTOE,"52,233104041272576","862,3439999999998","62,635","977,2121040412724"
LT,2008,TOTAL,Total,KTOE,"12370,0","2695,35","1518,786","16584,136"
LT,2008,W6210,Renewable municipal waste,KTOE,"0,0","0,0",,"0,0"
LT,2009,R5110-5150_W6000RI,Primary solid biofuels,KTOE,"7,508340498710233","870,45",,"877,9583404987103"
