siec,nrg_bal,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 
R5292,FC_IND_OTH_E,KTOE,CY	0.000 	1.286 	0.050 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,DE	193.745 	187.120 	183.886 	179.696 	191.385 	179.610 	176.787 	209.577 	282.235 	305.429 	286.954 	239.768 	151.203 	102.528 	67.915 
R5292,FC_IND_OTH_E,KTOE,DK	0.000 	0.000 	0.043 	0.326 	0.421 	2.273 	6.284 	0.217 	1.470 	1.889 	1.889 	0.114 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,EA19	632.640 	482.639 	419.523 	301.849 	310.900 	281.045 	293.284 	304.350 	413.510 	440.646 	379.764 	363.485 	252.904 	122.434 	80.739 
R5292,FC_IND_OTH_E,KTOE,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,EL	8.413 	0.000 	15.821 	16.700 	15.821 	17.002 	21.210 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,ES	40.602 	29.330 	21.616 	18.726 	12.539 	10.772 	1.290 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,EU27_2020	910.336 	732.347 	614.642 	442.247 	431.261 	376.476 	366.891 	356.577 	459.007 	485.044 	418.523 	393.378 	270.819 	130.689 	80.739 
R5292,FC_IND_OTH_E,KTOE,EU28	910.336 	732.347 	614.642 	442.247 	431.261 	376.476 	366.891 	356.577 	459.007 	485.044 	418.523 	393.378 	270.819 	130.689 	80.739 
R5292,FC_IND_OTH_E,KTOE,FI	8.678 	8.877 	6.060 	4.845 	4.714 	4.672 	17.510 	36.661 	43.573 	28.602 	3.215 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,FR	238.300 	184.753 	126.320 	6.523 	14.611 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.089 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.896 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.215 	0.312 	0.335 	0.000 	0.000 	0.000 	0.000 	0.000 	0.004 	0.000 
R5292,FC_IND_OTH_E,KTOE,IS	0.071 	0.098 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	38.884 	38.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,LV	1.937 	1.547 	1.777 	1.777 	1.777 	2.666 	1.777 	0.024 	0.319 	0.191 	0.032 	0.035 	0.076 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,MT	0.196 	0.000 	0.000 	0.049 	0.062 	0.054 	0.040 	0.028 	0.003 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,NL	99.025 	24.619 	16.791 	22.093 	25.628 	20.326 	22.093 	0.860 	14.103 	31.193 	32.889 	31.886 	25.317 	10.270 	9.602 
R5292,FC_IND_OTH_E,KTOE,NO	5.199 	3.955 	5.340 	8.067 	10.212 	17.166 	16.012 	18.715 	22.247 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,PL	0.898 	0.766 	0.373 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,PT	10.865 	11.980 	11.488 	17.675 	13.256 	13.256 	12.372 	14.140 	17.675 	17.675 	12.372 	13.256 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,SE	276.798 	248.941 	194.703 	140.072 	119.939 	85.921 	66.338 	52.010 	44.027 	42.509 	36.870 	29.779 	17.916 	8.255 	0.000 
R5292,FC_IND_OTH_E,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,SK	0.000 	0.000 	4.716 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292,FC_IND_OTH_E,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,AT	0.507 	0.603 	0.533 	0.561 	0.478 	0.270 	0.000 	0.556 	4.073 	6.434 	5.856 	11.517 	9.677 	6.517 	3.654 
R5292P,GHP_RED,KTOE,BA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,BE	1.510 	0.408 	0.334 	2.809 	2.983 	3.392 	3.798 	1.552 	1.648 	0.167 	0.669 	0.072 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,DE	3.057 	3.081 	2.603 	3.272 	3.248 	3.248 	3.009 	3.392 	7.954 	10.390 	4.777 	4.108 	1.767 	0.812 	0.024 
R5292P,GHP_RED,KTOE,DK	4.663 	3.711 	5.683 	12.136 	16.194 	16.886 	19.227 	15.979 	40.246 	34.107 	34.370 	25.819 	22.953 	15.525 	13.351 
R5292P,GHP_RED,KTOE,EA19	59.240 	53.882 	48.924 	49.730 	40.291 	30.389 	28.662 	27.307 	38.491 	44.984 	15.386 	15.697 	11.444 	7.329 	3.678 
R5292P,GHP_RED,KTOE,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,EU27_2020	128.760 	99.611 	114.414 	104.118 	107.813 	145.943 	147.941 	119.645 	231.622 	221.037 	134.976 	150.406 	124.418 	88.321 	28.351 
R5292P,GHP_RED,KTOE,EU28	128.760 	99.611 	114.414 	104.118 	107.813 	145.943 	147.941 	119.645 	231.622 	221.037 	134.976 	150.406 	124.418 	88.321 	28.351 
R5292P,GHP_RED,KTOE,FI	1.959 	2.842 	1.648 	0.478 	0.096 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,FR	0.000 	0.003 	0.001 	0.001 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,IT	51.648 	46.517 	43.589 	42.300 	33.200 	23.407 	21.783 	21.711 	24.744 	27.993 	4.084 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,LV	0.009 	0.000 	0.000 	0.000 	0.000 	0.000 	0.072 	0.096 	0.072 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,NO	6.968 	3.081 	4.371 	2.723 	2.938 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,PL	0.082 	0.077 	0.048 	0.024 	0.000 	0.000 	0.000 	0.024 	0.024 	0.119 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,SE	64.775 	41.941 	59.759 	42.228 	51.328 	98.667 	100.053 	76.335 	152.861 	141.827 	85.220 	108.890 	90.021 	65.468 	11.321 
R5292P,GHP_RED,KTOE,SI	0.551 	0.427 	0.215 	0.311 	0.287 	0.072 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292P,GHP_RED,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
R5292S,FC_IND_OTH_E,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,BA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,BE	3.735 	5.666 	4.330 	4.209 	3.492 	3.334 	3.433 	5.646 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,DE	182.115 	163.196 	159.246 	164.024 	169.856 	155.689 	172.923 	173.157 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,DK	0.000 	0.000 	0.021 	0.163 	0.210 	1.217 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,EA19	532.479 	391.219 	307.484 	190.287 	197.555 	178.234 	196.088 	178.803 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,EU27_2020	532.479 	391.219 	307.505 	190.450 	197.766 	179.451 	196.088 	178.803 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,EU28	532.479 	391.219 	307.505 	190.450 	197.766 	179.451 	196.088 	178.803 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,FR	255.957 	197.938 	126.769 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,MT	0.196 	0.000 	0.000 	0.000 	0.062 	0.054 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,NL	90.476 	24.419 	17.138 	22.054 	24.146 	19.157 	19.732 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,UK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292S,FC_IND_OTH_E,KTOE,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,BA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,BE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,DE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,DK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,EA19	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,EU27_2020	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,EU28	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,FI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,NL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,PT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,SE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
R5292SB,GHP_RED,KTOE,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 
