id,geo,year,siec,unit,GEP_NPUMP_MIX,GEP_RED,GFC_ELC,NMLPRD_MIX,NMLPRD_PURE
1946,DE,2007,R5292P,GWH,,"948,0",,,
1947,DE,2007,R5292SB,GWH,,"0,0",,,
1948,DE,2007,R5292SP,GWH,,"0,0",,,
1949,DE,2007,R5293SB,GWH,,"0,0",,,
1950,DE,2007,R5293SP,GWH,,"0,0",,,
1951,DE,2007,R5300,GWH,,"10448,0",,,
1952,DE,2007,R5300B,GWH,,"0,0",,,
1953,DE,2007,RA000,GWH,,"85258,67599999999",,,
1954,DE,2007,RA100,GWH,,"21530,421000000002",,,
1955,DE,2007,RA200,GWH,,"0,0",,,
1956,DE,2007,RA300,GWH,,"36036,254",,,
1957,DE,2007,RA410,GWH,,"0,0",,,
1958,DE,2007,RA420,GWH,,"3075,0",,,
1959,DE,2007,RA500,GWH,,"0,0",,,
1960,DE,2007,TOTAL,GWH,,,"618417,0",,
1961,DE,2007,W6210,GWH,,"4522,0",,,
1962,DE,2008,E7000,GWH,"495,0",,,"795,722","20756,895"
1963,DE,2008,R5110-5150_W6000RI,GWH,,"9296,0",,,
1964,DE,2008,R5292P,GWH,,"1089,0",,,
1965,DE,2008,R5292SB,GWH,,"0,0",,,
1966,DE,2008,R5292SP,GWH,,"0,0",,,
1967,DE,2008,R5293SB,GWH,,"0,0",,,
1968,DE,2008,R5293SP,GWH,,"0,0",,,
1969,DE,2008,R5300,GWH,,"12960,0",,,
1970,DE,2008,R5300B,GWH,,"0,0",,,
1971,DE,2008,RA000,GWH,,"93643,14199999999",,,
1972,DE,2008,RA100,GWH,,"21552,617000000002",,,
1973,DE,2008,RA200,GWH,,"18,0",,,
1974,DE,2008,RA300,GWH,,"39635,525",,,
1975,DE,2008,RA410,GWH,,"0,0",,,
1976,DE,2008,RA420,GWH,,"4420,0",,,
1977,DE,2008,RA500,GWH,,"0,0",,,
1978,DE,2008,TOTAL,GWH,,,"615644,0",,
1979,DE,2008,W6210,GWH,,"4672,0",,,
1980,DE,2009,E7000,GWH,"399,0",,,"753,9839999999999","21321,959"
1981,DE,2009,R5110-5150_W6000RI,GWH,,"9746,0",,,
1982,DE,2009,R5292P,GWH,,"1632,0",,,
1983,DE,2009,R5292SB,GWH,,"0,0",,,
1984,DE,2009,R5292SP,GWH,,"0,0",,,
1985,DE,2009,R5293SB,GWH,,"0,0",,,
1986,DE,2009,R5293SP,GWH,,"0,0",,,
1987,DE,2009,R5300,GWH,,"15185,0",,,
1988,DE,2009,R5300B,GWH,,"0,0",,,
1989,DE,2009,RA000,GWH,,"101911,93699999999",,,
1990,DE,2009,RA100,GWH,,"22075,942000000003",,,
1991,DE,2009,RA200,GWH,,"19,0",,,
1992,DE,2009,RA300,GWH,,"42348,995",,,
1993,DE,2009,RA410,GWH,,"0,0",,,
1994,DE,2009,RA420,GWH,,"6583,0",,,
1995,DE,2009,RA500,GWH,,"0,0",,,
1996,DE,2009,TOTAL,GWH,,,"579091,0",,
1997,DE,2009,W6210,GWH,,"4322,0",,,
1998,DE,2010,E7000,GWH,"529,0",,,"773,1160000000001","20888,895"
1999,DE,2010,R5110-5150_W6000RI,GWH,,"10351,0",,,
2000,DE,2010,R5292P,GWH,,"1277,0",,,
2001,DE,2010,R5292SB,GWH,,"0,0",,,
2002,DE,2010,R5292SP,GWH,,"0,0",,,
2003,DE,2010,R5293SB,GWH,,"0,0",,,
2004,DE,2010,R5293SP,GWH,,"0,0",,,
2005,DE,2010,R5300,GWH,,"17548,0",,,
2006,DE,2010,R5300B,GWH,,"0,0",,,
2007,DE,2010,RA000,GWH,,"112174,69",,,
2008,DE,2010,RA100,GWH,,"21662,011000000002",,,
2009,DE,2010,RA200,GWH,,"28,0",,,
2010,DE,2010,RA300,GWH,,"44832,678",,,
2011,DE,2010,RA410,GWH,,"0,0",,,
2012,DE,2010,RA420,GWH,,"11729,0",,,
2013,DE,2010,RA500,GWH,,"0,0",,,
2014,DE,2010,TOTAL,GWH,,,"612296,0",,
2015,DE,2010,W6210,GWH,,"4747,0",,,
2016,DE,2011,E7000,GWH,"406,0",,,"751,205","21309,977000000003"
2017,DE,2011,R5110-5150_W6000RI,GWH,,"10516,0",,,
2018,DE,2011,R5292P,GWH,,"382,0",,,
2019,DE,2011,R5292SB,GWH,,"0,0",,,
2020,DE,2011,R5292SP,GWH,,"373,0",,,
2021,DE,2011,R5293SB,GWH,,"0,0",,,
2022,DE,2011,R5293SP,GWH,,"0,0",,,
2023,DE,2011,R5300,GWH,,"21237,0",,,
2024,DE,2011,R5300B,GWH,,"0,0",,,
2025,DE,2011,RA000,GWH,,"126781,73599999999",,,
2026,DE,2011,RA100,GWH,,"22061,182999999997",,,
2027,DE,2011,RA200,GWH,,"19,0",,,
2028,DE,2011,RA300,GWH,,"48221,554000000004",,,
2029,DE,2011,RA410,GWH,,"0,0",,,
2030,DE,2011,RA420,GWH,,"19599,0",,,
2031,DE,2011,RA500,GWH,,"0,0",,,
2032,DE,2011,TOTAL,GWH,,,"603518,0",,
2033,DE,2011,W6210,GWH,,"4755,0",,,
2034,DE,2012,E7000,GWH,"560,0",,,"735,6410000000001","21235,541"
2035,DE,2012,R5110-5150_W6000RI,GWH,,"10693,0",,,
2036,DE,2012,R5292P,GWH,,"246,0",,,
2037,DE,2012,R5292SB,GWH,,"0,0",,,
2038,DE,2012,R5292SP,GWH,,"147,0",,,
2039,DE,2012,R5293SB,GWH,,"0,0",,,
2040,DE,2012,R5293SP,GWH,,"0,0",,,
2041,DE,2012,R5300,GWH,,"27314,0",,,
2042,DE,2012,R5300B,GWH,,"0,0",,,
2043,DE,2012,RA000,GWH,,"142281,601",,,
2044,DE,2012,RA100,GWH,,"21971,182",,,
2045,DE,2012,RA200,GWH,,"25,0",,,
2046,DE,2012,RA300,GWH,,"50801,42",,,
2047,DE,2012,RA410,GWH,,"0,0",,,
2048,DE,2012,RA420,GWH,,"26380,0",,,
2049,DE,2012,RA500,GWH,,"0,0",,,
2050,DE,2012,TOTAL,GWH,,,"601678,0",,
2051,DE,2012,W6210,GWH,,"4950,0",,,
2052,DE,2013,E7000,GWH,"687,0",,,"722,926","21284,847999999998"
2053,DE,2013,R5110-5150_W6000RI,GWH,,"10555,0",,,
2054,DE,2013,R5292P,GWH,,"288,0",,,
2055,DE,2013,R5292SB,GWH,,"0,0",,,
2056,DE,2013,R5292SP,GWH,,"279,0",,,
2057,DE,2013,R5293SB,GWH,,"0,0",,,
2058,DE,2013,R5293SP,GWH,,"0,0",,,
2059,DE,2013,R5300,GWH,,"29255,0",,,
2060,DE,2013,R5300B,GWH,,"0,0",,,
2061,DE,2013,RA000,GWH,,"152124,407",,,
2062,DE,2013,RA100,GWH,,"22007,773999999998",,,
2063,DE,2013,RA200,GWH,,"80,0",,,
2064,DE,2013,RA300,GWH,,"53521,633",,,
2065,DE,2013,RA410,GWH,,"0,0",,,
2066,DE,2013,RA420,GWH,,"31010,0",,,
2067,DE,2013,RA500,GWH,,"0,0",,,
2068,DE,2013,TOTAL,GWH,,,"600725,0",,
2069,DE,2013,W6210,GWH,,"5416,0",,,
2070,DE,2014,E7000,GWH,"411,0",,,"688,2589999999999","21042,498"
2071,DE,2014,R5110-5150_W6000RI,GWH,,"10798,0",,,
2072,DE,2014,R5292P,GWH,,"334,0",,,
2073,DE,2014,R5292SB,GWH,,"0,0",,,
2074,DE,2014,R5292SP,GWH,,"326,0",,,
2075,DE,2014,R5293SB,GWH,,"0,0",,,
2076,DE,2014,R5293SP,GWH,,"0,0",,,
2077,DE,2014,R5300,GWH,,"31086,0",,,
2078,DE,2014,R5300B,GWH,,"0,0",,,
2079,DE,2014,RA000,GWH,,"165787,429",,,
2080,DE,2014,RA100,GWH,,"21730,757",,,
2081,DE,2014,RA200,GWH,,"98,0",,,
2082,DE,2014,RA300,GWH,,"59622,672",,,
2083,DE,2014,RA410,GWH,,"0,0",,,
2084,DE,2014,RA420,GWH,,"36056,0",,,
2085,DE,2014,RA500,GWH,,"0,0",,,
2086,DE,2014,TOTAL,GWH,,,"588064,0",,
2087,DE,2014,W6210,GWH,,"6070,0",,,
2088,DE,2015,E7000,GWH,"466,0",,,"652,086","20794,481"
2089,DE,2015,R5110-5150_W6000RI,GWH,,"11034,0",,,
2090,DE,2015,R5292P,GWH,,"426,0",,,
2091,DE,2015,R5292SB,GWH,,"0,0",,,
2092,DE,2015,R5292SP,GWH,,"416,0",,,
2093,DE,2015,R5293SB,GWH,,"0,0",,,
2094,DE,2015,R5293SP,GWH,,"0,0",,,
2095,DE,2015,R5300,GWH,,"33098,0",,,
2096,DE,2015,R5300B,GWH,,"0,0",,,
2097,DE,2015,RA000,GWH,,"183473,397",,,
2098,DE,2015,RA100,GWH,,"21446,567000000003",,,
2099,DE,2015,RA200,GWH,,"133,0",,,
2100,DE,2015,RA300,GWH,,"72851,829",,,
2101,DE,2015,RA410,GWH,,"0,0",,,
2102,DE,2015,RA420,GWH,,"38726,0",,,
2103,DE,2015,RA500,GWH,,"0,0",,,
2104,DE,2015,TOTAL,GWH,,,"594106,0",,
2105,DE,2015,W6210,GWH,,"5768,0",,,
2106,DE,2016,E7000,GWH,"564,0",,,"636,712","20574,218"
2107,DE,2016,R5110-5150_W6000RI,GWH,,"10798,0",,,
2108,DE,2016,R5292P,GWH,,"490,0",,,
2109,DE,2016,R5292SB,GWH,,"0,0",,,
2110,DE,2016,R5292SP,GWH,,"454,0",,,
2111,DE,2016,R5293SB,GWH,,"0,0",,,
2112,DE,2016,R5293SP,GWH,,"0,0",,,
2113,DE,2016,R5300,GWH,,"33711,0",,,
2114,DE,2016,R5300B,GWH,,"0,0",,,
2115,DE,2016,RA000,GWH,,"191808,24399999998",,,
2116,DE,2016,RA100,GWH,,"21210,93",,,
2117,DE,2016,RA200,GWH,,"175,0",,,
2118,DE,2016,RA300,GWH,,"81431,314",,,
2119,DE,2016,RA410,GWH,,"0,0",,,
2120,DE,2016,RA420,GWH,,"38098,0",,,
2121,DE,2016,RA500,GWH,,"0,0",,,
2122,DE,2016,TOTAL,GWH,,,"594336,0",,
2123,DE,2016,W6210,GWH,,"5930,0",,,
2124,DE,2017,E7000,GWH,"479,0",,,"589,928","20331,835"
2125,DE,2017,R5110-5150_W6000RI,GWH,,"10644,0",,,
2126,DE,2017,R5292P,GWH,,"437,0",,,
2127,DE,2017,R5292SB,GWH,,"0,0",,,
2128,DE,2017,R5292SP,GWH,,"405,0",,,
2129,DE,2017,R5293SB,GWH,,"0,0",,,
2130,DE,2017,R5293SP,GWH,,"0,0",,,
2131,DE,2017,R5300,GWH,,"33879,0",,,
2132,DE,2017,R5300B,GWH,,"0,0",,,
2133,DE,2017,RA000,GWH,,"206028,986",,,
2134,DE,2017,RA100,GWH,,"20921,764",,,
2135,DE,2017,RA200,GWH,,"163,0",,,
2136,DE,2017,RA300,GWH,,"94659,222",,,
2137,DE,2017,RA410,GWH,,"0,0",,,
2138,DE,2017,RA420,GWH,,"39401,0",,,
2139,DE,2017,RA500,GWH,,"0,0",,,
2140,DE,2017,TOTAL,GWH,,,"595260,0",,
2141,DE,2017,W6210,GWH,,"5956,0",,,
2142,DE,2018,E7000,GWH,"492,0",,,"545,982","20241,543"
2143,DE,2018,R5110-5150_W6000RI,GWH,,"10827,0",,,
2144,DE,2018,R5292P,GWH,,"474,0",,,
2145,DE,2018,R5292SB,GWH,,"0,0",,,
2146,DE,2018,R5292SP,GWH,,"463,0",,,
2147,DE,2018,R5293SB,GWH,,"0,0",,,
2148,DE,2018,R5293SP,GWH,,"0,0",,,
2149,DE,2018,R5300,GWH,,"33416,0",,,
2150,DE,2018,R5300B,GWH,,"0,0",,,
2151,DE,2018,RA000,GWH,,"223729,86899999998",,,
2152,DE,2018,RA100,GWH,,"20787,523999999998",,,
2153,DE,2018,RA200,GWH,,"178,0",,,
2154,DE,2018,RA300,GWH,,"106111,345",,,
2155,DE,2018,RA410,GWH,,"0,0",,,
2156,DE,2018,RA420,GWH,,"45784,0",,,
2157,DE,2018,RA500,GWH,,"0,0",,,
2158,DE,2018,TOTAL,GWH,,,"588247,0",,
2159,DE,2018,W6210,GWH,,"6163,0",,,
2160,DK,2004,E7000,GWH,"0,0",,,"0,0","29,139"
2161,DK,2004,R5110-5150_W6000RI,GWH,,"1834,0",,,
2162,DK,2004,R5292P,GWH,,"0,0",,,
2163,DK,2004,R5292SB,GWH,,"0,0",,,
2164,DK,2004,R5292SP,GWH,,"0,0",,,
2165,DK,2004,R5293SB,GWH,,"0,0",,,
2166,DK,2004,R5293SP,GWH,,"0,0",,,
2167,DK,2004,R5300,GWH,,"281,0",,,
2168,DK,2004,R5300B,GWH,,"0,0",,,
2169,DK,2004,RA000,GWH,,"8921,451",,,
2170,DK,2004,RA100,GWH,,"29,139",,,
2171,DK,2004,RA200,GWH,,"0,0",,,
2172,DK,2004,RA300,GWH,,"5983,312",,,
2173,DK,2004,RA410,GWH,,"0,0",,,
2174,DK,2004,RA420,GWH,,"2,0",,,
2175,DK,2004,RA500,GWH,,"0,0",,,
2176,DK,2004,TOTAL,GWH,,,"37558,0",,
2177,DK,2004,W6210,GWH,,"792,0",,,
2178,DK,2005,E7000,GWH,"0,0",,,"0,0","28,619"
2179,DK,2005,R5110-5150_W6000RI,GWH,,"1894,0",,,
2180,DK,2005,R5292P,GWH,,"0,0",,,
2181,DK,2005,R5292SB,GWH,,"0,0",,,
2182,DK,2005,R5292SP,GWH,,"0,0",,,
2183,DK,2005,R5293SB,GWH,,"0,0",,,
2184,DK,2005,R5293SP,GWH,,"0,0",,,
2185,DK,2005,R5300,GWH,,"281,0",,,
2186,DK,2005,R5300B,GWH,,"0,0",,,
2187,DK,2005,RA000,GWH,,"9271,134",,,
2188,DK,2005,RA100,GWH,,"28,619",,,
2189,DK,2005,RA200,GWH,,"0,0",,,
2190,DK,2005,RA300,GWH,,"6067,515",,,
2191,DK,2005,RA410,GWH,,"0,0",,,
2192,DK,2005,RA420,GWH,,"2,0",,,
2193,DK,2005,RA500,GWH,,"0,0",,,
2194,DK,2005,TOTAL,GWH,,,"37615,0",,
2195,DK,2005,W6210,GWH,,"998,0",,,
2196,DK,2006,E7000,GWH,"0,0",,,"0,0","23,281999999999996"
2197,DK,2006,R5110-5150_W6000RI,GWH,,"1778,0",,,
2198,DK,2006,R5292P,GWH,,"0,0",,,
2199,DK,2006,R5292SB,GWH,,"0,0",,,
2200,DK,2006,R5292SP,GWH,,"0,0",,,
2201,DK,2006,R5293SB,GWH,,"0,0",,,
2202,DK,2006,R5293SP,GWH,,"0,0",,,
2203,DK,2006,R5300,GWH,,"284,0",,,
2204,DK,2006,R5300B,GWH,,"0,0",,,
2205,DK,2006,RA000,GWH,,"9269,222",,,
2206,DK,2006,RA100,GWH,,"23,281999999999996",,,
2207,DK,2006,RA200,GWH,,"0,0",,,
2208,DK,2006,RA300,GWH,,"6175,94",,,
2209,DK,2006,RA410,GWH,,"0,0",,,
2210,DK,2006,RA420,GWH,,"2,0",,,
2211,DK,2006,RA500,GWH,,"0,0",,,
2212,DK,2006,TOTAL,GWH,,,"38676,0",,
2213,DK,2006,W6210,GWH,,"1006,0",,,
2214,DK,2007,E7000,GWH,"0,0",,,"0,0","23,469"
2215,DK,2007,R5110-5150_W6000RI,GWH,,"1828,0",,,
2216,DK,2007,R5292P,GWH,,"0,0",,,
2217,DK,2007,R5292SB,GWH,,"0,0",,,
2218,DK,2007,R5292SP,GWH,,"0,0",,,
2219,DK,2007,R5293SB,GWH,,"0,0",,,
2220,DK,2007,R5293SP,GWH,,"0,0",,,
2221,DK,2007,R5300,GWH,,"304,0",,,
2222,DK,2007,R5300B,GWH,,"0,0",,,
2223,DK,2007,RA000,GWH,,"9591,89",,,
2224,DK,2007,RA100,GWH,,"23,469",,,
2225,DK,2007,RA200,GWH,,"0,0",,,
2226,DK,2007,RA300,GWH,,"6462,420999999999",,,
2227,DK,2007,RA410,GWH,,"0,0",,,
2228,DK,2007,RA420,GWH,,"2,0",,,
2229,DK,2007,RA500,GWH,,"0,0",,,
2230,DK,2007,TOTAL,GWH,,,"38366,0",,
2231,DK,2007,W6210,GWH,,"972,0",,,
2232,DK,2008,E7000,GWH,"0,0",,,"0,0","23,522"
2233,DK,2008,R5110-5150_W6000RI,GWH,,"1803,0",,,
2234,DK,2008,R5292P,GWH,,"0,0",,,
2235,DK,2008,R5292SB,GWH,,"0,0",,,
2236,DK,2008,R5292SP,GWH,,"0,0",,,
2237,DK,2008,R5293SB,GWH,,"0,0",,,
2238,DK,2008,R5293SP,GWH,,"0,0",,,
2239,DK,2008,R5300,GWH,,"291,0",,,
2240,DK,2008,R5300B,GWH,,"0,0",,,
2241,DK,2008,RA000,GWH,,"9874,005",,,
2242,DK,2008,RA100,GWH,,"23,522",,,
2243,DK,2008,RA200,GWH,,"0,0",,,
2244,DK,2008,RA300,GWH,,"6708,482",,,
2245,DK,2008,RA410,GWH,,"0,0",,,
2246,DK,2008,RA420,GWH,,"3,0",,,
2247,DK,2008,RA500,GWH,,"0,0",,,
2248,DK,2008,TOTAL,GWH,,,"38071,0",,
2249,DK,2008,W6210,GWH,,"1045,0",,,
2250,DK,2009,E7000,GWH,"0,0",,,"0,0","22,589000000000002"
2251,DK,2009,R5110-5150_W6000RI,GWH,,"1987,0",,,
2252,DK,2009,R5292P,GWH,,"0,0",,,
2253,DK,2009,R5292SB,GWH,,"0,0",,,
2254,DK,2009,R5292SP,GWH,,"0,0",,,
2255,DK,2009,R5293SB,GWH,,"0,0",,,
2256,DK,2009,R5293SP,GWH,,"0,0",,,
2257,DK,2009,R5300,GWH,,"363,0",,,
2258,DK,2009,R5300B,GWH,,"0,0",,,
2259,DK,2009,RA000,GWH,,"10375,107",,,
2260,DK,2009,RA100,GWH,,"22,589000000000002",,,
2261,DK,2009,RA200,GWH,,"0,0",,,
2262,DK,2009,RA300,GWH,,"7029,518",,,
2263,DK,2009,RA410,GWH,,"0,0",,,
2264,DK,2009,RA420,GWH,,"4,0",,,
2265,DK,2009,RA500,GWH,,"0,0",,,
2266,DK,2009,TOTAL,GWH,,,"36717,0",,
2267,DK,2009,W6210,GWH,,"969,0",,,
2268,DK,2010,E7000,GWH,"0,0",,,"0,0","22,625"
2269,DK,2010,R5110-5150_W6000RI,GWH,,"3323,861",,,
2270,DK,2010,R5292P,GWH,,"0,0",,,
2271,DK,2010,R5292SB,GWH,,"0,0",,,
2272,DK,2010,R5292SP,GWH,,"0,0",,,
2273,DK,2010,R5293SB,GWH,,"0,0",,,
2274,DK,2010,R5293SP,GWH,,"0,0",,,
2275,DK,2010,R5300,GWH,,"356,32599999999996",,,
2276,DK,2010,R5300B,GWH,,"0,0",,,
2277,DK,2010,RA000,GWH,,"12350,083999999999",,,
2278,DK,2010,RA100,GWH,,"22,625",,,
2279,DK,2010,RA200,GWH,,"0,0",,,
2280,DK,2010,RA300,GWH,,"7728,346",,,
2281,DK,2010,RA410,GWH,,"0,0",,,
2282,DK,2010,RA420,GWH,,"6,027",,,
2283,DK,2010,RA500,GWH,,"0,0",,,
2284,DK,2010,TOTAL,GWH,,,"37727,032",,
2285,DK,2010,W6210,GWH,,"912,9",,,
2286,DK,2011,E7000,GWH,"0,0",,,"0,0","22,736"
2287,DK,2011,R5110-5150_W6000RI,GWH,,"3077,696",,,
2288,DK,2011,R5292P,GWH,,"0,0",,,
2289,DK,2011,R5292SB,GWH,,"0,0",,,
2290,DK,2011,R5292SP,GWH,,"0,0",,,
2291,DK,2011,R5293SB,GWH,,"0,0",,,
2292,DK,2011,R5293SP,GWH,,"0,0",,,
2293,DK,2011,R5300,GWH,,"345,949",,,
2294,DK,2011,R5300B,GWH,,"0,0",,,
2295,DK,2011,RA000,GWH,,"13111,701000000001",,,
2296,DK,2011,RA100,GWH,,"22,736",,,
2297,DK,2011,RA200,GWH,,"0,0",,,
2298,DK,2011,RA300,GWH,,"8699,164",,,
2299,DK,2011,RA410,GWH,,"0,0",,,
2300,DK,2011,RA420,GWH,,"14,94",,,
2301,DK,2011,RA500,GWH,,"0,0",,,
2302,DK,2011,TOTAL,GWH,,,"36549,068999999996",,
2303,DK,2011,W6210,GWH,,"951,216",,,
2304,DK,2012,E7000,GWH,"0,0",,,"0,0","22,706999999999997"
2305,DK,2012,R5110-5150_W6000RI,GWH,,"3176,3070000000002",,,
2306,DK,2012,R5292P,GWH,,"0,0",,,
2307,DK,2012,R5292SB,GWH,,"0,0",,,
2308,DK,2012,R5292SP,GWH,,"0,0",,,
2309,DK,2012,R5293SB,GWH,,"0,0",,,
2310,DK,2012,R5293SP,GWH,,"0,0",,,
2311,DK,2012,R5300,GWH,,"377,55800000000005",,,
2312,DK,2012,R5300B,GWH,,"0,0",,,
2313,DK,2012,RA000,GWH,,"13904,825",,,
2314,DK,2012,RA100,GWH,,"22,706999999999997",,,
2315,DK,2012,RA200,GWH,,"0,0",,,
2316,DK,2012,RA300,GWH,,"9332,305",,,
2317,DK,2012,RA410,GWH,,"0,0",,,
2318,DK,2012,RA420,GWH,,"103,861",,,
2319,DK,2012,RA500,GWH,,"0,0",,,
2320,DK,2012,TOTAL,GWH,,,"35914,702000000005",,
2321,DK,2012,W6210,GWH,,"892,087",,,
2322,DK,2013,E7000,GWH,"0,0",,,"0,0","20,891"
2323,DK,2013,R5110-5150_W6000RI,GWH,,"3056,461",,,
2324,DK,2013,R5292P,GWH,,"1,083",,,
2325,DK,2013,R5292SB,GWH,,"0,0",,,
2326,DK,2013,R5292SP,GWH,,"0,0",,,
2327,DK,2013,R5293SB,GWH,,"0,0",,,
2328,DK,2013,R5293SP,GWH,,"0,0",,,
2329,DK,2013,R5300,GWH,,"381,99800000000005",,,
2330,DK,2013,R5300B,GWH,,"0,0",,,
2331,DK,2013,RA000,GWH,,"15434,271999999999",,,
2332,DK,2013,RA100,GWH,,"20,891",,,
2333,DK,2013,RA200,GWH,,"0,0",,,
2334,DK,2013,RA300,GWH,,"10583,428",,,
2335,DK,2013,RA410,GWH,,"0,0",,,
2336,DK,2013,RA420,GWH,,"517,5409999999999",,,
2337,DK,2013,RA500,GWH,,"0,0",,,
2338,DK,2013,TOTAL,GWH,,,"35824,087999999996",,
2339,DK,2013,W6210,GWH,,"873,953",,,
2340,DK,2014,E7000,GWH,"0,0",,,"0,0","20,0"
2341,DK,2014,R5110-5150_W6000RI,GWH,,"2958,613",,,
2342,DK,2014,R5292P,GWH,,"0,0",,,
2343,DK,2014,R5292SB,GWH,,"0,0",,,
2344,DK,2014,R5292SP,GWH,,"0,0",,,
2345,DK,2014,R5293SB,GWH,,"0,0",,,
2346,DK,2014,R5293SP,GWH,,"0,0",,,
2347,DK,2014,R5300,GWH,,"450,834",,,
2348,DK,2014,R5300B,GWH,,"5,885",,,
2349,DK,2014,RA000,GWH,,"16991,41",,,
2350,DK,2014,RA100,GWH,,"20,0",,,
2351,DK,2014,RA200,GWH,,"0,0",,,
2352,DK,2014,RA300,GWH,,"12075,451000000001",,,
2353,DK,2014,RA410,GWH,,"0,0",,,
2354,DK,2014,RA420,GWH,,"595,518",,,
2355,DK,2014,RA500,GWH,,"0,0",,,
2356,DK,2014,TOTAL,GWH,,,"35039,012",,
2357,DK,2014,W6210,GWH,,"885,11",,,
2358,DK,2015,E7000,GWH,"0,0",,,"0,0","15,792"
2359,DK,2015,R5110-5150_W6000RI,GWH,,"2796,176",,,
2360,DK,2015,R5292P,GWH,,"6,2170000000000005",,,
2361,DK,2015,R5292SB,GWH,,"0,0",,,
2362,DK,2015,R5292SP,GWH,,"0,0",,,
2363,DK,2015,R5293SB,GWH,,"0,0",,,
2364,DK,2015,R5293SP,GWH,,"0,0",,,
2365,DK,2015,R5300,GWH,,"460,57800000000003",,,
2366,DK,2015,R5300B,GWH,,"15,216",,,
2367,DK,2015,RA000,GWH,,"17876,494",,,
2368,DK,2015,RA100,GWH,,"15,792",,,
2369,DK,2015,RA200,GWH,,"0,0",,,
2370,DK,2015,RA300,GWH,,"13065,775",,,
2371,DK,2015,RA410,GWH,,"0,0",,,
2372,DK,2015,RA420,GWH,,"604,262",,,
2373,DK,2015,RA500,GWH,,"0,0",,,
2374,DK,2015,TOTAL,GWH,,,"34852,193999999996",,
2375,DK,2015,W6210,GWH,,"918,696",,,
2376,DK,2016,E7000,GWH,"0,0",,,"0,0","20,989"
2377,DK,2016,R5110-5150_W6000RI,GWH,,"3483,2129999999997",,,
2378,DK,2016,R5292P,GWH,,"2,779",,,
2379,DK,2016,R5292SB,GWH,,"0,0",,,
2380,DK,2016,R5292SP,GWH,,"0,0",,,
2381,DK,2016,R5293SB,GWH,,"0,0",,,
2382,DK,2016,R5293SP,GWH,,"0,0",,,
2383,DK,2016,R5300,GWH,,"498,403",,,
2384,DK,2016,R5300B,GWH,,"56,071999999999996",,,
2385,DK,2016,RA000,GWH,,"19120,966",,,
2386,DK,2016,RA100,GWH,,"20,989",,,
2387,DK,2016,RA200,GWH,,"0,0",,,
2388,DK,2016,RA300,GWH,,"13457,662",,,
2389,DK,2016,RA410,GWH,,"0,0",,,
2390,DK,2016,RA420,GWH,,"743,78",,,
2391,DK,2016,RA500,GWH,,"0,0",,,
2392,DK,2016,TOTAL,GWH,,,"35595,498999999996",,
2393,DK,2016,W6210,GWH,,"860,847",,,
2394,DK,2017,E7000,GWH,"0,0",,,"0,0","20,3"
2395,DK,2017,R5110-5150_W6000RI,GWH,,"4796,960999999999",,,
2396,DK,2017,R5292P,GWH,,"1,168",,,
2397,DK,2017,R5292SB,GWH,,"0,0",,,
2398,DK,2017,R5292SP,GWH,,"0,0",,,
2399,DK,2017,R5293SB,GWH,,"0,0",,,
2400,DK,2017,R5293SP,GWH,,"0,0",,,
2401,DK,2017,R5300,GWH,,"581,901",,,
2402,DK,2017,R5300B,GWH,,"85,30799999999999",,,
2403,DK,2017,RA000,GWH,,"21351,2",,,
2404,DK,2017,RA100,GWH,,"20,3",,,
2405,DK,2017,RA200,GWH,,"0,0",,,
2406,DK,2017,RA300,GWH,,"14231,624",,,
2407,DK,2017,RA410,GWH,,"0,0",,,
2408,DK,2017,RA420,GWH,,"751,485",,,
2409,DK,2017,RA500,GWH,,"0,0",,,
