id,geo,year,siec,unit,GEP_NPUMP_MIX,GEP_RED,GFC_ELC,NMLPRD_MIX,NMLPRD_PURE
4663,HR,2008,R5110-5150_W6000RI,GWH,,"2,4",,,
4664,HR,2008,R5292P,GWH,,"0,0",,,
4665,HR,2008,R5292SB,GWH,,"0,0",,,
4666,HR,2008,R5292SP,GWH,,"0,0",,,
4667,HR,2008,R5293SB,GWH,,"0,0",,,
4668,HR,2008,R5293SP,GWH,,"0,0",,,
4669,HR,2008,R5300,GWH,,"18,7",,,
4670,HR,2008,R5300B,GWH,,"0,0",,,
4671,HR,2008,RA000,GWH,,"6364,145",,,
4672,HR,2008,RA100,GWH,,"6305,891",,,
4673,HR,2008,RA200,GWH,,"0,0",,,
4674,HR,2008,RA300,GWH,,"37,155",,,
4675,HR,2008,RA410,GWH,,"0,0",,,
4676,HR,2008,RA420,GWH,,"0,0",,,
4677,HR,2008,RA500,GWH,,"0,0",,,
4678,HR,2008,TOTAL,GWH,,,"18792,5",,
4679,HR,2008,W6210,GWH,,"0,0",,,
4680,HR,2009,E7000,GWH,"389,4",,,"333,64","6158,368"
4681,HR,2009,R5110-5150_W6000RI,GWH,,"3,469",,,
4682,HR,2009,R5292P,GWH,,"0,0",,,
4683,HR,2009,R5292SB,GWH,,"0,0",,,
4684,HR,2009,R5292SP,GWH,,"0,0",,,
4685,HR,2009,R5293SB,GWH,,"0,0",,,
4686,HR,2009,R5293SP,GWH,,"0,0",,,
4687,HR,2009,R5300,GWH,,"21,5",,,
4688,HR,2009,R5300B,GWH,,"0,0",,,
4689,HR,2009,RA000,GWH,,"6591,774",,,
4690,HR,2009,RA100,GWH,,"6492,008000000001",,,
4691,HR,2009,RA200,GWH,,"0,0",,,
4692,HR,2009,RA300,GWH,,"74,707",,,
4693,HR,2009,RA410,GWH,,"0,0",,,
4694,HR,2009,RA420,GWH,,"0,091",,,
4695,HR,2009,RA500,GWH,,"0,0",,,
4696,HR,2009,TOTAL,GWH,,,"18373,4",,
4697,HR,2009,W6210,GWH,,"0,0",,,
4698,HR,2010,E7000,GWH,"530,7",,,"361,07199999999995","6515,305"
4699,HR,2010,R5110-5150_W6000RI,GWH,,"3,065",,,
4700,HR,2010,R5292P,GWH,,"0,0",,,
4701,HR,2010,R5292SB,GWH,,"0,0",,,
4702,HR,2010,R5292SP,GWH,,"0,0",,,
4703,HR,2010,R5293SB,GWH,,"0,0",,,
4704,HR,2010,R5293SP,GWH,,"0,0",,,
4705,HR,2010,R5300,GWH,,"29,971999999999998",,,
4706,HR,2010,R5300B,GWH,,"0,0",,,
4707,HR,2010,RA000,GWH,,"7040,308000000001",,,
4708,HR,2010,RA100,GWH,,"6876,3769999999995",,,
4709,HR,2010,RA200,GWH,,"0,0",,,
4710,HR,2010,RA300,GWH,,"130,774",,,
4711,HR,2010,RA410,GWH,,"0,0",,,
4712,HR,2010,RA420,GWH,,"0,12",,,
4713,HR,2010,RA500,GWH,,"0,0",,,
4714,HR,2010,TOTAL,GWH,,,"18763,9",,
4715,HR,2010,W6210,GWH,,"0,0",,,
4716,HR,2011,E7000,GWH,"120,4",,,"338,333","6332,734"
4717,HR,2011,R5110-5150_W6000RI,GWH,,"18,163",,,
4718,HR,2011,R5292P,GWH,,"0,0",,,
4719,HR,2011,R5292SB,GWH,,"0,0",,,
4720,HR,2011,R5292SP,GWH,,"0,0",,,
4721,HR,2011,R5293SB,GWH,,"0,0",,,
4722,HR,2011,R5293SP,GWH,,"0,0",,,
4723,HR,2011,R5300,GWH,,"36,082",,,
4724,HR,2011,R5300B,GWH,,"0,0",,,
4725,HR,2011,RA000,GWH,,"6916,523",,,
4726,HR,2011,RA100,GWH,,"6671,066999999999",,,
4727,HR,2011,RA200,GWH,,"0,0",,,
4728,HR,2011,RA300,GWH,,"191,074",,,
4729,HR,2011,RA410,GWH,,"0,0",,,
4730,HR,2011,RA420,GWH,,"0,13699999999999998",,,
4731,HR,2011,RA500,GWH,,"0,0",,,
4732,HR,2011,TOTAL,GWH,,,"18399,1",,
4733,HR,2011,W6210,GWH,,"0,0",,,
4734,HR,2012,E7000,GWH,"308,1",,,"339,126","6251,75"
4735,HR,2012,R5110-5150_W6000RI,GWH,,"37,422",,,
4736,HR,2012,R5292P,GWH,,"0,0",,,
4737,HR,2012,R5292SB,GWH,,"0,0",,,
4738,HR,2012,R5292SP,GWH,,"0,0",,,
4739,HR,2012,R5293SB,GWH,,"0,0",,,
4740,HR,2012,R5293SP,GWH,,"0,0",,,
4741,HR,2012,R5300,GWH,,"56,483999999999995",,,
4742,HR,2012,R5300B,GWH,,"0,0",,,
4743,HR,2012,RA000,GWH,,"6986,97",,,
4744,HR,2012,RA100,GWH,,"6590,876",,,
4745,HR,2012,RA200,GWH,,"0,0",,,
4746,HR,2012,RA300,GWH,,"299,785",,,
4747,HR,2012,RA410,GWH,,"0,0",,,
4748,HR,2012,RA420,GWH,,"2,404",,,
4749,HR,2012,RA500,GWH,,"0,0",,,
4750,HR,2012,TOTAL,GWH,,,"18024,2",,
4751,HR,2012,W6210,GWH,,"0,0",,,
4752,HR,2013,E7000,GWH,"539,8",,,"352,98800000000006","6553,7390000000005"
4753,HR,2013,R5110-5150_W6000RI,GWH,,"47,98",,,
4754,HR,2013,R5292P,GWH,,"0,0",,,
4755,HR,2013,R5292SB,GWH,,"0,0",,,
4756,HR,2013,R5292SP,GWH,,"0,0",,,
4757,HR,2013,R5293SB,GWH,,"0,0",,,
4758,HR,2013,R5293SP,GWH,,"0,0",,,
4759,HR,2013,R5300,GWH,,"77,715",,,
4760,HR,2013,R5300B,GWH,,"0,0",,,
4761,HR,2013,RA000,GWH,,"7496,321",,,
4762,HR,2013,RA100,GWH,,"6906,727",,,
4763,HR,2013,RA200,GWH,,"0,0",,,
4764,HR,2013,RA300,GWH,,"452,616",,,
4765,HR,2013,RA410,GWH,,"0,0",,,
4766,HR,2013,RA420,GWH,,"11,283",,,
4767,HR,2013,RA500,GWH,,"0,0",,,
4768,HR,2013,TOTAL,GWH,,,"17815,7",,
4769,HR,2013,W6210,GWH,,"0,0",,,
4770,HR,2014,E7000,GWH,"473,2",,,"357,13800000000003","6639,751"
4771,HR,2014,R5110-5150_W6000RI,GWH,,"50,221000000000004",,,
4772,HR,2014,R5292P,GWH,,"0,0",,,
4773,HR,2014,R5292SB,GWH,,"0,0",,,
4774,HR,2014,R5292SP,GWH,,"0,0",,,
4775,HR,2014,R5293SB,GWH,,"0,0",,,
4776,HR,2014,R5293SP,GWH,,"0,0",,,
4777,HR,2014,R5300,GWH,,"114,35700000000001",,,
4778,HR,2014,R5300B,GWH,,"0,0",,,
4779,HR,2014,RA000,GWH,,"7866,9580000000005",,,
4780,HR,2014,RA100,GWH,,"6996,889",,,
4781,HR,2014,RA200,GWH,,"0,0",,,
4782,HR,2014,RA300,GWH,,"670,317",,,
4783,HR,2014,RA410,GWH,,"0,0",,,
4784,HR,2014,RA420,GWH,,"35,174",,,
4785,HR,2014,RA500,GWH,,"0,0",,,
4786,HR,2014,TOTAL,GWH,,,"17389,1",,
4787,HR,2014,W6210,GWH,,"0,0",,,
4788,HR,2015,E7000,GWH,"263,6",,,"349,86800000000005","6666,398"
4789,HR,2015,R5110-5150_W6000RI,GWH,,"89,105",,,
4790,HR,2015,R5292P,GWH,,"0,0",,,
4791,HR,2015,R5292SB,GWH,,"0,0",,,
4792,HR,2015,R5292SP,GWH,,"0,0",,,
4793,HR,2015,R5293SB,GWH,,"0,0",,,
4794,HR,2015,R5293SP,GWH,,"0,0",,,
4795,HR,2015,R5300,GWH,,"176,076",,,
4796,HR,2015,R5300B,GWH,,"0,0",,,
4797,HR,2015,RA000,GWH,,"8184,46",,,
4798,HR,2015,RA100,GWH,,"7016,266",,,
4799,HR,2015,RA200,GWH,,"0,0",,,
4800,HR,2015,RA300,GWH,,"845,7489999999999",,,
4801,HR,2015,RA410,GWH,,"0,0",,,
4802,HR,2015,RA420,GWH,,"57,263999999999996",,,
4803,HR,2015,RA500,GWH,,"0,0",,,
4804,HR,2015,TOTAL,GWH,,,"18023,9",,
4805,HR,2015,W6210,GWH,,"0,0",,,
4806,HR,2016,E7000,GWH,"369,25",,,"353,37199999999996","6598,941"
4807,HR,2016,R5110-5150_W6000RI,GWH,,"194,09400000000002",,,
4808,HR,2016,R5292P,GWH,,"0,0",,,
4809,HR,2016,R5292SB,GWH,,"0,0",,,
4810,HR,2016,R5292SP,GWH,,"0,0",,,
4811,HR,2016,R5293SB,GWH,,"0,0",,,
4812,HR,2016,R5293SP,GWH,,"0,0",,,
4813,HR,2016,R5300,GWH,,"237,33",,,
4814,HR,2016,R5300B,GWH,,"0,0",,,
4815,HR,2016,RA000,GWH,,"8467,904",,,
4816,HR,2016,RA100,GWH,,"6952,313",,,
4817,HR,2016,RA200,GWH,,"0,0",,,
4818,HR,2016,RA300,GWH,,"1018,6260000000001",,,
4819,HR,2016,RA410,GWH,,"0,0",,,
4820,HR,2016,RA420,GWH,,"65,541",,,
4821,HR,2016,RA500,GWH,,"0,0",,,
4822,HR,2016,TOTAL,GWH,,,"18145,55",,
4823,HR,2016,W6210,GWH,,"0,0",,,
4824,HR,2017,E7000,GWH,"307,1",,,"347,162","6544,1140000000005"
4825,HR,2017,R5110-5150_W6000RI,GWH,,"215,9",,,
4826,HR,2017,R5292P,GWH,,"0,0",,,
4827,HR,2017,R5292SB,GWH,,"0,0",,,
4828,HR,2017,R5292SP,GWH,,"0,0",,,
4829,HR,2017,R5293SB,GWH,,"0,0",,,
4830,HR,2017,R5293SP,GWH,,"0,0",,,
4831,HR,2017,R5300,GWH,,"309,7",,,
4832,HR,2017,R5300B,GWH,,"0,0",,,
4833,HR,2017,RA000,GWH,,"8700,893",,,
4834,HR,2017,RA100,GWH,,"6891,276",,,
4835,HR,2017,RA200,GWH,,"0,0",,,
4836,HR,2017,RA300,GWH,,"1205,316",,,
4837,HR,2017,RA410,GWH,,"0,0",,,
4838,HR,2017,RA420,GWH,,"78,7",,,
4839,HR,2017,RA500,GWH,,"0,0",,,
4840,HR,2017,TOTAL,GWH,,,"18736,9",,
4841,HR,2017,W6210,GWH,,"0,0",,,
4842,HR,2018,E7000,GWH,"374,3",,,"346,34","6703,8640000000005"
4843,HR,2018,R5110-5150_W6000RI,GWH,,"313,2",,,
4844,HR,2018,R5292P,GWH,,"0,0",,,
4845,HR,2018,R5292SB,GWH,,"0,0",,,
4846,HR,2018,R5292SP,GWH,,"0,0",,,
4847,HR,2018,R5293SB,GWH,,"0,0",,,
4848,HR,2018,R5293SP,GWH,,"0,0",,,
4849,HR,2018,R5300,GWH,,"354,9",,,
4850,HR,2018,R5300B,GWH,,"0,0",,,
4851,HR,2018,RA000,GWH,,"9115,338",,,
4852,HR,2018,RA100,GWH,,"7050,205",,,
4853,HR,2018,RA200,GWH,,"2,0",,,
4854,HR,2018,RA300,GWH,,"1320,1329999999998",,,
4855,HR,2018,RA410,GWH,,"0,0",,,
4856,HR,2018,RA420,GWH,,"74,9",,,
4857,HR,2018,RA500,GWH,,"0,0",,,
4858,HR,2018,TOTAL,GWH,,,"18935,3",,
4859,HR,2018,W6210,GWH,,"0,0",,,
4860,HU,2004,E7000,GWH,"0,0",,,"0,0","183,03599999999997"
4861,HU,2004,R5110-5150_W6000RI,GWH,,"677,893",,,
4862,HU,2004,R5292P,GWH,,"0,0",,,
4863,HU,2004,R5292SB,GWH,,"0,0",,,
4864,HU,2004,R5292SP,GWH,,"0,0",,,
4865,HU,2004,R5293SB,GWH,,"0,0",,,
4866,HU,2004,R5293SP,GWH,,"0,0",,,
4867,HU,2004,R5300,GWH,,"21,695999999999998",,,
4868,HU,2004,R5300B,GWH,,"0,0",,,
4869,HU,2004,RA000,GWH,,"913,946",,,
4870,HU,2004,RA100,GWH,,"183,03599999999997",,,
4871,HU,2004,RA200,GWH,,"0,0",,,
4872,HU,2004,RA300,GWH,,"5,537999999999999",,,
4873,HU,2004,RA410,GWH,,"0,0",,,
4874,HU,2004,RA420,GWH,,"0,0",,,
4875,HU,2004,RA500,GWH,,"0,0",,,
4876,HU,2004,TOTAL,GWH,,,"41176,0",,
4877,HU,2004,W6210,GWH,,"25,783",,,
4878,HU,2005,E7000,GWH,"0,0",,,"0,0","184,399"
4879,HU,2005,R5110-5150_W6000RI,GWH,,"1573,86",,,
4880,HU,2005,R5292P,GWH,,"0,0",,,
4881,HU,2005,R5292SB,GWH,,"0,0",,,
4882,HU,2005,R5292SP,GWH,,"0,0",,,
4883,HU,2005,R5293SB,GWH,,"0,0",,,
4884,HU,2005,R5293SP,GWH,,"0,0",,,
4885,HU,2005,R5300,GWH,,"24,558000000000003",,,
4886,HU,2005,R5300B,GWH,,"0,0",,,
4887,HU,2005,RA000,GWH,,"1855,092",,,
4888,HU,2005,RA100,GWH,,"184,399",,,
4889,HU,2005,RA200,GWH,,"0,0",,,
4890,HU,2005,RA300,GWH,,"13,333",,,
4891,HU,2005,RA410,GWH,,"0,0",,,
4892,HU,2005,RA420,GWH,,"0,0",,,
4893,HU,2005,RA500,GWH,,"0,0",,,
4894,HU,2005,TOTAL,GWH,,,"41983,0",,
4895,HU,2005,W6210,GWH,,"58,942",,,
4896,HU,2006,E7000,GWH,"0,0",,,"0,0","183,579"
4897,HU,2006,R5110-5150_W6000RI,GWH,,"1134,125",,,
4898,HU,2006,R5292P,GWH,,"0,0",,,
4899,HU,2006,R5292SB,GWH,,"0,0",,,
4900,HU,2006,R5292SP,GWH,,"0,0",,,
4901,HU,2006,R5293SB,GWH,,"0,0",,,
4902,HU,2006,R5293SP,GWH,,"0,0",,,
4903,HU,2006,R5300,GWH,,"36,763000000000005",,,
4904,HU,2006,R5300B,GWH,,"0,0",,,
4905,HU,2006,RA000,GWH,,"1487,1129999999998",,,
4906,HU,2006,RA100,GWH,,"183,579",,,
4907,HU,2006,RA200,GWH,,"0,0",,,
4908,HU,2006,RA300,GWH,,"39,024",,,
4909,HU,2006,RA410,GWH,,"0,0",,,
4910,HU,2006,RA420,GWH,,"0,0",,,
4911,HU,2006,RA500,GWH,,"0,0",,,
4912,HU,2006,TOTAL,GWH,,,"43066,0",,
4913,HU,2006,W6210,GWH,,"93,62200000000001",,,
4914,HU,2007,E7000,GWH,"0,0",,,"0,0","186,826"
4915,HU,2007,R5110-5150_W6000RI,GWH,,"1374,021",,,
4916,HU,2007,R5292P,GWH,,"0,0",,,
4917,HU,2007,R5292SB,GWH,,"0,0",,,
4918,HU,2007,R5292SP,GWH,,"0,0",,,
4919,HU,2007,R5293SB,GWH,,"0,0",,,
4920,HU,2007,R5293SP,GWH,,"0,0",,,
4921,HU,2007,R5300,GWH,,"47,09",,,
4922,HU,2007,R5300B,GWH,,"0,0",,,
4923,HU,2007,RA000,GWH,,"1842,568",,,
4924,HU,2007,RA100,GWH,,"186,826",,,
4925,HU,2007,RA200,GWH,,"0,0",,,
4926,HU,2007,RA300,GWH,,"93,46",,,
4927,HU,2007,RA410,GWH,,"0,0",,,
4928,HU,2007,RA420,GWH,,"0,3",,,
4929,HU,2007,RA500,GWH,,"0,0",,,
4930,HU,2007,TOTAL,GWH,,,"43946,0",,
4931,HU,2007,W6210,GWH,,"140,872",,,
4932,HU,2008,E7000,GWH,"0,0",,,"0,0","196,89"
4933,HU,2008,R5110-5150_W6000RI,GWH,,"1760,7",,,
4934,HU,2008,R5292P,GWH,,"0,0",,,
4935,HU,2008,R5292SB,GWH,,"0,0",,,
4936,HU,2008,R5292SP,GWH,,"0,0",,,
4937,HU,2008,R5293SB,GWH,,"0,0",,,
4938,HU,2008,R5293SP,GWH,,"0,0",,,
4939,HU,2008,R5300,GWH,,"68,173",,,
4940,HU,2008,R5300B,GWH,,"0,0",,,
4941,HU,2008,RA000,GWH,,"2335,797",,,
4942,HU,2008,RA100,GWH,,"196,89",,,
4943,HU,2008,RA200,GWH,,"0,0",,,
4944,HU,2008,RA300,GWH,,"199,808",,,
4945,HU,2008,RA410,GWH,,"0,0",,,
4946,HU,2008,RA420,GWH,,"0,55",,,
4947,HU,2008,RA500,GWH,,"0,0",,,
4948,HU,2008,TOTAL,GWH,,,"43928,0",,
4949,HU,2008,W6210,GWH,,"109,676",,,
4950,HU,2009,E7000,GWH,"0,0",,,"0,0","207,97799999999998"
4951,HU,2009,R5110-5150_W6000RI,GWH,,"2125,906",,,
4952,HU,2009,R5292P,GWH,,"0,0",,,
4953,HU,2009,R5292SB,GWH,,"0,0",,,
4954,HU,2009,R5292SP,GWH,,"0,0",,,
4955,HU,2009,R5293SB,GWH,,"0,0",,,
4956,HU,2009,R5293SP,GWH,,"0,0",,,
4957,HU,2009,R5300,GWH,,"95,772",,,
4958,HU,2009,R5300B,GWH,,"0,0",,,
4959,HU,2009,RA000,GWH,,"2881,9190000000003",,,
4960,HU,2009,RA100,GWH,,"207,97799999999998",,,
4961,HU,2009,RA200,GWH,,"0,0",,,
4962,HU,2009,RA300,GWH,,"338,45300000000003",,,
4963,HU,2009,RA410,GWH,,"0,0",,,
4964,HU,2009,RA420,GWH,,"0,65",,,
4965,HU,2009,RA500,GWH,,"0,0",,,
4966,HU,2009,TOTAL,GWH,,,"41421,0",,
4967,HU,2009,W6210,GWH,,"113,16",,,
4968,HU,2010,E7000,GWH,"0,0",,,"0,0","208,53900000000002"
4969,HU,2010,R5110-5150_W6000RI,GWH,,"2034,279",,,
4970,HU,2010,R5292P,GWH,,"0,0",,,
4971,HU,2010,R5292SB,GWH,,"0,0",,,
4972,HU,2010,R5292SP,GWH,,"0,0",,,
4973,HU,2010,R5293SB,GWH,,"0,0",,,
4974,HU,2010,R5293SP,GWH,,"0,0",,,
4975,HU,2010,R5300,GWH,,"117,32",,,
4976,HU,2010,R5300B,GWH,,"0,0",,,
4977,HU,2010,RA000,GWH,,"3023,4309999999996",,,
4978,HU,2010,RA100,GWH,,"208,53900000000002",,,
4979,HU,2010,RA200,GWH,,"0,0",,,
4980,HU,2010,RA300,GWH,,"517,5840000000001",,,
4981,HU,2010,RA410,GWH,,"0,0",,,
4982,HU,2010,RA420,GWH,,"0,85",,,
4983,HU,2010,RA500,GWH,,"0,0",,,
4984,HU,2010,TOTAL,GWH,,,"42566,0",,
4985,HU,2010,W6210,GWH,,"144,86",,,
4986,HU,2011,E7000,GWH,"0,0",,,"0,0","215,398"
4987,HU,2011,R5110-5150_W6000RI,GWH,,"1526,942",,,
4988,HU,2011,R5292P,GWH,,"0,0",,,
4989,HU,2011,R5292SB,GWH,,"0,0",,,
4990,HU,2011,R5292SP,GWH,,"0,0",,,
4991,HU,2011,R5293SB,GWH,,"0,0",,,
4992,HU,2011,R5293SP,GWH,,"0,0",,,
4993,HU,2011,R5300,GWH,,"213,0",,,
4994,HU,2011,R5300B,GWH,,"0,0",,,
4995,HU,2011,RA000,GWH,,"2721,31",,,
4996,HU,2011,RA100,GWH,,"215,398",,,
4997,HU,2011,RA200,GWH,,"0,0",,,
4998,HU,2011,RA300,GWH,,"645,443",,,
4999,HU,2011,RA410,GWH,,"0,0",,,
5000,HU,2011,RA420,GWH,,"1,444",,,
5001,HU,2011,RA500,GWH,,"0,0",,,
5002,HU,2011,TOTAL,GWH,,,"42662,0",,
5003,HU,2011,W6210,GWH,,"119,083",,,
5004,HU,2012,E7000,GWH,"0,0",,,"0,0","216,71"
5005,HU,2012,R5110-5150_W6000RI,GWH,,"1333,0",,,
5006,HU,2012,R5292P,GWH,,"0,0",,,
5007,HU,2012,R5292SB,GWH,,"0,0",,,
5008,HU,2012,R5292SP,GWH,,"0,0",,,
5009,HU,2012,R5293SB,GWH,,"0,0",,,
5010,HU,2012,R5293SP,GWH,,"0,0",,,
5011,HU,2012,R5300,GWH,,"210,543",,,
5012,HU,2012,R5300B,GWH,,"0,0",,,
5013,HU,2012,RA000,GWH,,"2580,353",,,
5014,HU,2012,RA100,GWH,,"216,71",,,
5015,HU,2012,RA200,GWH,,"0,0",,,
5016,HU,2012,RA300,GWH,,"700,908",,,
5017,HU,2012,RA410,GWH,,"0,0",,,
5018,HU,2012,RA420,GWH,,"7,9079999999999995",,,
5019,HU,2012,RA500,GWH,,"0,0",,,
5020,HU,2012,TOTAL,GWH,,,"42602,0",,
5021,HU,2012,W6210,GWH,,"111,28399999999999",,,
5022,HU,2013,E7000,GWH,"0,0",,,"0,0","222,517"
5023,HU,2013,R5110-5150_W6000RI,GWH,,"1429,245",,,
5024,HU,2013,R5292P,GWH,,"0,0",,,
5025,HU,2013,R5292SB,GWH,,"0,0",,,
5026,HU,2013,R5292SP,GWH,,"0,0",,,
5027,HU,2013,R5293SB,GWH,,"0,0",,,
5028,HU,2013,R5293SP,GWH,,"0,0",,,
5029,HU,2013,R5300,GWH,,"267,161",,,
5030,HU,2013,R5300B,GWH,,"0,0",,,
5031,HU,2013,RA000,GWH,,"2783,283",,,
5032,HU,2013,RA100,GWH,,"222,517",,,
5033,HU,2013,RA200,GWH,,"0,0",,,
5034,HU,2013,RA300,GWH,,"704,1080000000001",,,
5035,HU,2013,RA410,GWH,,"0,0",,,
5036,HU,2013,RA420,GWH,,"24,62",,,
5037,HU,2013,RA500,GWH,,"0,0",,,
5038,HU,2013,TOTAL,GWH,,,"42171,0",,
5039,HU,2013,W6210,GWH,,"135,632",,,
5040,HU,2014,E7000,GWH,"0,0",,,"0,0","228,28599999999997"
5041,HU,2014,R5110-5150_W6000RI,GWH,,"1702,0279999999998",,,
5042,HU,2014,R5292P,GWH,,"0,0",,,
5043,HU,2014,R5292SB,GWH,,"0,0",,,
5044,HU,2014,R5292SP,GWH,,"0,0",,,
5045,HU,2014,R5293SB,GWH,,"0,0",,,
5046,HU,2014,R5293SP,GWH,,"0,0",,,
5047,HU,2014,R5300,GWH,,"287,703",,,
5048,HU,2014,R5300B,GWH,,"0,0",,,
5049,HU,2014,RA000,GWH,,"3125,913",,,
5050,HU,2014,RA100,GWH,,"228,28599999999997",,,
5051,HU,2014,RA200,GWH,,"0,0",,,
5052,HU,2014,RA300,GWH,,"704,2389999999999",,,
5053,HU,2014,RA410,GWH,,"0,0",,,
5054,HU,2014,RA420,GWH,,"67,0",,,
5055,HU,2014,RA500,GWH,,"0,0",,,
5056,HU,2014,TOTAL,GWH,,,"42793,0",,
5057,HU,2014,W6210,GWH,,"136,657",,,
5058,HU,2015,E7000,GWH,"0,0",,,"0,0","229,775"
5059,HU,2015,R5110-5150_W6000RI,GWH,,"1660,955",,,
5060,HU,2015,R5292P,GWH,,"0,0",,,
5061,HU,2015,R5292SB,GWH,,"0,0",,,
5062,HU,2015,R5292SP,GWH,,"0,0",,,
5063,HU,2015,R5293SB,GWH,,"0,0",,,
5064,HU,2015,R5293SP,GWH,,"0,0",,,
5065,HU,2015,R5300,GWH,,"292,99",,,
5066,HU,2015,R5300B,GWH,,"0,0",,,
5067,HU,2015,RA000,GWH,,"3233,3340000000003",,,
5068,HU,2015,RA100,GWH,,"229,775",,,
5069,HU,2015,RA200,GWH,,"0,0",,,
5070,HU,2015,RA300,GWH,,"701,327",,,
5071,HU,2015,RA410,GWH,,"0,0",,,
5072,HU,2015,RA420,GWH,,"141,0",,,
5073,HU,2015,RA500,GWH,,"0,0",,,
5074,HU,2015,TOTAL,GWH,,,"44046,0",,
5075,HU,2015,W6210,GWH,,"207,287",,,
5076,HU,2016,E7000,GWH,"0,0",,,"0,0","232,338"
5077,HU,2016,R5110-5150_W6000RI,GWH,,"1492,78",,,
5078,HU,2016,R5292P,GWH,,"0,0",,,
5079,HU,2016,R5292SB,GWH,,"0,0",,,
5080,HU,2016,R5292SP,GWH,,"0,0",,,
5081,HU,2016,R5293SB,GWH,,"0,0",,,
5082,HU,2016,R5293SP,GWH,,"0,0",,,
5083,HU,2016,R5300,GWH,,"333,285",,,
5084,HU,2016,R5300B,GWH,,"0,0",,,
5085,HU,2016,RA000,GWH,,"3253,1490000000003",,,
5086,HU,2016,RA100,GWH,,"232,338",,,
5087,HU,2016,RA200,GWH,,"0,0",,,
5088,HU,2016,RA300,GWH,,"705,687",,,
5089,HU,2016,RA410,GWH,,"0,0",,,
5090,HU,2016,RA420,GWH,,"244,0",,,
5091,HU,2016,RA500,GWH,,"0,0",,,
5092,HU,2016,TOTAL,GWH,,,"44613,0",,
5093,HU,2016,W6210,GWH,,"245,05900000000003",,,
5094,HU,2017,E7000,GWH,"0,0",,,"0,0","231,646"
5095,HU,2017,R5110-5150_W6000RI,GWH,,"1646,0",,,
5096,HU,2017,R5292P,GWH,,"0,0",,,
5097,HU,2017,R5292SB,GWH,,"0,0",,,
5098,HU,2017,R5292SP,GWH,,"0,0",,,
5099,HU,2017,R5293SB,GWH,,"0,0",,,
5100,HU,2017,R5293SP,GWH,,"0,0",,,
5101,HU,2017,R5300,GWH,,"348,0",,,
5102,HU,2017,R5300B,GWH,,"3,964",,,
5103,HU,2017,RA000,GWH,,"3442,465",,,
5104,HU,2017,RA100,GWH,,"231,646",,,
5105,HU,2017,RA200,GWH,,"1,0",,,
5106,HU,2017,RA300,GWH,,"702,855",,,
5107,HU,2017,RA410,GWH,,"0,0",,,
5108,HU,2017,RA420,GWH,,"349,0",,,
5109,HU,2017,RA500,GWH,,"0,0",,,
5110,HU,2017,TOTAL,GWH,,,"45763,0",,
5111,HU,2017,W6210,GWH,,"160,0",,,
5112,HU,2018,E7000,GWH,"0,0",,,"0,0","234,41299999999998"
5113,HU,2018,R5110-5150_W6000RI,GWH,,"1799,0",,,
5114,HU,2018,R5292P,GWH,,"0,0",,,
5115,HU,2018,R5292SB,GWH,,"0,0",,,
5116,HU,2018,R5292SP,GWH,,"0,0",,,
5117,HU,2018,R5293SB,GWH,,"0,0",,,
5118,HU,2018,R5293SP,GWH,,"0,0",,,
5119,HU,2018,R5300,GWH,,"331,0",,,
5120,HU,2018,R5300B,GWH,,"3,762",,,
5121,HU,2018,RA000,GWH,,"3841,975",,,
5122,HU,2018,RA100,GWH,,"234,41299999999998",,,
5123,HU,2018,RA200,GWH,,"12,0",,,
5124,HU,2018,RA300,GWH,,"679,8",,,
5125,HU,2018,RA410,GWH,,"0,0",,,
5126,HU,2018,RA420,GWH,,"620,0",,,
5127,HU,2018,RA500,GWH,,"0,0",,,
5128,HU,2018,TOTAL,GWH,,,"46352,0",,
5129,HU,2018,W6210,GWH,,"162,0",,,
5130,IE,2004,E7000,GWH,"0,0",,,"0,0","786,758"
5131,IE,2004,R5110-5150_W6000RI,GWH,,"8,0",,,
5132,IE,2004,R5292P,GWH,,"0,0",,,
5133,IE,2004,R5292SB,GWH,,"0,0",,,
5134,IE,2004,R5292SP,GWH,,"0,0",,,
5135,IE,2004,R5293SB,GWH,,"0,0",,,
5136,IE,2004,R5293SP,GWH,,"0,0",,,
5137,IE,2004,R5300,GWH,,"101,0",,,
5138,IE,2004,R5300B,GWH,,"0,0",,,
5139,IE,2004,RA000,GWH,,"1615,739",,,
5140,IE,2004,RA100,GWH,,"786,758",,,
5141,IE,2004,RA200,GWH,,"0,0",,,
5142,IE,2004,RA300,GWH,,"719,9810000000001",,,
5143,IE,2004,RA410,GWH,,"0,0",,,
5144,IE,2004,RA420,GWH,,"0,0",,,
5145,IE,2004,RA500,GWH,,"0,0",,,
5146,IE,2004,TOTAL,GWH,,,"26789,0",,
5147,IE,2004,W6210,GWH,,"0,0",,,
5148,IE,2005,E7000,GWH,"0,0",,,"0,0","760,414"
5149,IE,2005,R5110-5150_W6000RI,GWH,,"7,892",,,
5150,IE,2005,R5292P,GWH,,"0,0",,,
5151,IE,2005,R5292SB,GWH,,"0,0",,,
5152,IE,2005,R5292SP,GWH,,"0,0",,,
5153,IE,2005,R5293SB,GWH,,"0,0",,,
5154,IE,2005,R5293SP,GWH,,"0,0",,,
5155,IE,2005,R5300,GWH,,"122,37",,,
